"","tree","plot","site","species","date","time","notes","week","lwc_bulk","dm_bulk_g","wm_bulk_g","rep","lwc_leaf","dm_leaf_g","wm_leaf_g"
"18",10,"Chamise","Chamise","ARCA",2022-05-09,"pd",NA,19,NA,NA,2.22,"1",NA,NA,NA
"19",10,"Chamise","Chamise","ARCA",2022-09-15,"pd","Date is either 9/12 or 9/15",37,0.397378589287067,1.3199,1.8444,NA,NA,NA,NA
"20",10,"Chamise","Chamise","ARCA",2022-09-12,"pd","WM weighed on 10/27-old and moldy",37,1.03055954852792,1.8783,3.814,NA,NA,NA,NA
"21",11,"Rohan","LL","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"1",NA,NA,0.4783
"22",11,"Rohan","LL","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"2",NA,NA,0.7536
"23",11,"Rohan","LL","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"3",NA,NA,0.7049
"24",11,"Rohan","LL","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"4",NA,NA,0.7593
"25",11,"Rohan","LL","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"5",NA,NA,0.3663
"26",11,"Rohan","LL","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"6",NA,NA,0.56
"27",11,"Rohan","LL","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"7",NA,NA,0.4725
"28",11,"Rohan","LL","ARCA",2022-04-06,"md",NA,14,NA,NA,NA,"1",1.57481296758105,0.1604,0.413
"29",11,"Rohan","LL","ARCA",2022-04-06,"md",NA,14,NA,NA,NA,"2",1.53609467455621,0.169,0.4286
"30",11,"Rohan","LL","ARCA",2022-04-06,"md",NA,14,NA,NA,NA,"3",1.52889539136796,0.1367,0.3457
"31",11,"Rohan","LL","ARCA",2022-04-06,"md",NA,14,NA,NA,NA,"4",1.93853427895981,0.0846,0.2486
"32",11,"Rohan","LL","ARCA",2022-04-06,"md",NA,14,NA,NA,NA,"5",1.60038240917782,0.1046,0.272
"33",11,"Rohan","LL","ARCA",2022-04-06,"md",NA,14,NA,NA,NA,"6",1.86948176583493,0.1042,0.299
"34",11,"Rohan","LL","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"1",1.44379639448568,0.1886,0.4609
"35",11,"Rohan","LL","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"2",1.40449438202247,0.1869,0.4494
"36",11,"Rohan","LL","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"3",2.32754716981132,0.1325,0.4409
"37",11,"Rohan","LL","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"4",2.37785016286645,0.1228,0.4148
"38",11,"Rohan","LL","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"5",0.925719591457753,0.2154,0.4148
"39",11,"Rohan","LL","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"6",2.23066392881588,0.1461,0.472
"40",11,"Rohan","LL","ARCA",2022-04-11,"pd",NA,15,NA,NA,NA,"1",1.50927487352445,0.2965,0.744
"41",11,"Rohan","LL","ARCA",2022-04-11,"pd",NA,15,NA,NA,NA,"2",1.47707006369427,0.157,0.3889
"42",11,"Rohan","LL","ARCA",2022-04-11,"pd",NA,15,NA,NA,NA,"3",1.46926406926407,0.231,0.5704
"43",11,"Rohan","LL","ARCA",2022-04-11,"pd",NA,15,NA,NA,NA,"4",1.0467032967033,0.182,0.3725
"44",11,"Rohan","LL","ARCA",2022-04-11,"pd",NA,15,NA,NA,NA,"5",1.16111111111111,0.27,0.5835
"45",11,"Rohan","LL","ARCA",2022-04-11,"pd",NA,15,NA,NA,NA,"6",1.10544554455446,0.202,0.4253
"46",11,"Rohan","LL","ARCA",2022-04-25,"md",NA,17,2.40589743589744,0.78,2.6566,"1",NA,NA,NA
"47",11,"Rohan","LL","ARCA",2022-04-25,"pd",NA,17,1.21156008696304,1.3339,2.95,"1",NA,NA,NA
"48",11,"Rohan","LL","ARCA",2022-05-23,"pd",NA,21,0.871698113207547,1.325,2.48,"1",NA,NA,NA
"49",11,"Rohan","LL","ARCA",2022-09-15,"md",NA,37,0.488980010251153,1.5608,2.324,NA,NA,NA,NA
"50",11,"Rohan","LL","ARCA",2022-09-12,"pd","WM weighed on 10/26-old and moldy",37,0.69993399339934,0.7575,1.2877,NA,NA,NA,NA
"51",12,"High","Cucu Mesa","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"1",1.93694779116466,0.249,0.7313
"52",12,"High","Cucu Mesa","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"2",1.68757225433526,0.346,0.9299
"53",12,"High","Cucu Mesa","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"3",2.22139917695473,0.243,0.7828
"54",12,"High","Cucu Mesa","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"4",1.85657370517928,0.251,0.717
"55",12,"High","Cucu Mesa","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"5",1.6971119133574,0.277,0.7471
"56",12,"High","Cucu Mesa","ARCA",2022-03-08,"md",NA,10,NA,NA,NA,"6",1.7872641509434,0.212,0.5909
"57",12,"High","Cucu Mesa","ARCA",2022-03-08,"pd",NA,10,NA,NA,NA,"1",2.13833992094862,0.253,0.794
"58",12,"High","Cucu Mesa","ARCA",2022-03-08,"pd",NA,10,NA,NA,NA,"2",1.69403973509934,0.151,0.4068
"59",12,"High","Cucu Mesa","ARCA",2022-03-08,"pd",NA,10,NA,NA,NA,"3",2.30482456140351,0.228,0.7535
"60",12,"High","Cucu Mesa","ARCA",2022-03-08,"pd",NA,10,NA,NA,NA,"4",2.06456310679612,0.206,0.6313
"61",12,"High","Cucu Mesa","ARCA",2022-03-08,"pd",NA,10,NA,NA,NA,"5",2.09858156028369,0.141,0.4369
"62",12,"High","Cucu Mesa","ARCA",2022-03-08,"pd",NA,10,NA,NA,NA,"6",2.05725190839695,0.131,0.4005
"63",12,"High","Cucu Mesa","ARCA",2022-03-08,"pd",NA,10,NA,NA,NA,"7",1.53688524590164,0.244,0.619
"64",12,"High","Cucu Mesa","ARCA",2022-03-08,"pd",NA,10,NA,NA,NA,"8",1.44108527131783,0.129,0.3149
"65",12,"High","Cucu Mesa","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"1",1.36080870917574,0.1929,0.4554
"66",12,"High","Cucu Mesa","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"2",1.14883007288071,0.2607,0.5602
"67",12,"High","Cucu Mesa","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"3",1.33190210390726,0.2329,0.5431
"68",12,"High","Cucu Mesa","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"4",1.48427260812582,0.1526,0.3791
"69",12,"High","Cucu Mesa","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"5",1.21357111787734,0.2299,0.5089
"70",12,"High","Cucu Mesa","ARCA",2022-04-13,"md",NA,15,NA,NA,NA,"6",1.09256198347107,0.3025,0.633
"71",12,"High","Cucu Mesa","ARCA",2022-05-09,"md",NA,19,1.02334426229508,0.7625,1.5428,"1",NA,NA,NA
"72",12,"High","Cucu Mesa","ARCA",2022-05-23,"md",NA,21,0.609947643979058,0.764,1.23,"1",NA,NA,NA
"73",12,"High","Cucu Mesa","ARCA",2022-09-12,"pd","WM weighed on 10/26-old and moldy",37,0.930381424946025,2.6401,5.0964,NA,NA,NA,NA
"74",12,"High","Cucu Mesa","ARCA",2022-09-16,"md",NA,38,0.437577639751553,1.932,2.7774,NA,NA,NA,NA
"75",20,"High","Cucu Mesa","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"1",1.40983606557377,0.061,0.147
"76",20,"High","Cucu Mesa","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"2",1.08354430379747,0.079,0.1646
"77",20,"High","Cucu Mesa","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"3",1.46666666666667,0.084,0.2072
"78",20,"High","Cucu Mesa","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"4",1.04875,0.08,0.1639
"79",20,"High","Cucu Mesa","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"5",0.902777777777778,0.072,0.137
"80",20,"High","Cucu Mesa","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"6",0.992063492063492,0.063,0.1255
"81",20,"High","Cucu Mesa","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"7",0.320192307692308,0.104,0.1373
"82",20,"High","Cucu Mesa","LEU",2022-03-08,"pd",NA,10,NA,NA,NA,"1",2.26625,0.08,0.2613
"83",20,"High","Cucu Mesa","LEU",2022-03-08,"pd",NA,10,NA,NA,NA,"2",2.63653846153846,0.052,0.1891
"84",20,"High","Cucu Mesa","LEU",2022-03-08,"pd",NA,10,NA,NA,NA,"3",2.33626373626374,0.091,0.3036
"85",20,"High","Cucu Mesa","LEU",2022-03-08,"pd",NA,10,NA,NA,NA,"4",1.95285714285714,0.07,0.2067
"86",20,"High","Cucu Mesa","LEU",2022-03-08,"pd",NA,10,NA,NA,NA,"5",2.21923076923077,0.052,0.1674
"87",20,"High","Cucu Mesa","LEU",2022-03-08,"pd",NA,10,NA,NA,NA,"6",2.42658227848101,0.079,0.2707
"88",20,"High","Cucu Mesa","LEU",2022-03-08,"pd",NA,10,NA,NA,NA,"7",2.23544303797468,0.079,0.2556
"89",20,"High","Cucu Mesa","LEU",2022-03-08,"pd",NA,10,NA,NA,NA,"8",2.14939759036145,0.083,0.2614
"90",20,"High","Cucu Mesa","LEU",2022-04-04,"md",NA,14,1.15,0.044,0.0946,"1",NA,NA,0.2033
"91",20,"High","Cucu Mesa","LEU",2022-04-13,"md",NA,15,NA,NA,NA,"1",1.08720930232558,0.0516,0.1077
"92",20,"High","Cucu Mesa","LEU",2022-04-13,"md",NA,15,NA,NA,NA,"2",1.09333333333333,0.06,0.1256
"93",20,"High","Cucu Mesa","LEU",2022-04-13,"md",NA,15,NA,NA,NA,"3",1.08049535603715,0.0323,0.0672
"94",20,"High","Cucu Mesa","LEU",2022-04-13,"md",NA,15,NA,NA,NA,"4",1.20194174757282,0.0515,0.1134
"95",20,"High","Cucu Mesa","LEU",2022-04-13,"md",NA,15,NA,NA,NA,"5",1.25650557620818,0.0807,0.1821
"96",20,"High","Cucu Mesa","LEU",2022-04-13,"md",NA,15,NA,NA,NA,"6",0.942307692307692,0.0416,0.0808
"97",20,"High","Cucu Mesa","LEU",2022-05-09,"md",NA,19,0.936606587942822,0.1609,0.3116,"1",NA,NA,NA
"98",20,"High","Cucu Mesa","LEU",2022-05-23,"md",NA,21,0.598615916955017,0.289,0.462,"1",NA,NA,NA
"99",20,"High","Cucu Mesa","LEU",2022-09-16,"md",NA,38,0.338339591155611,0.4794,0.6416,NA,NA,NA,NA
"100",21,"Rohan","LL","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"1",2.30862068965517,0.058,0.1919
"101",21,"Rohan","LL","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"2",3.26129032258065,0.062,0.2642
"102",21,"Rohan","LL","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"3",2.015,0.08,0.2412
"103",21,"Rohan","LL","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"4",2.76615384615385,0.065,0.2448
"104",21,"Rohan","LL","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"5",2.92678571428571,0.056,0.2199
"105",21,"Rohan","LL","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"6",3.56363636363636,0.044,0.2008
"106",21,"Rohan","LL","LEU",2022-03-08,"md",NA,10,NA,NA,NA,"7",5.67358490566038,0.053,0.3537
"107",21,"Rohan","LL","LEU",2022-04-06,"md",NA,14,NA,NA,NA,"1",1.42424242424242,0.0429,0.104
"108",21,"Rohan","LL","LEU",2022-04-06,"md",NA,14,NA,NA,NA,"2",1.47460317460317,0.063,0.1559
"109",21,"Rohan","LL","LEU",2022-04-06,"md",NA,14,NA,NA,NA,"3",1.32504145936982,0.0603,0.1402
"110",21,"Rohan","LL","LEU",2022-04-06,"md",NA,14,NA,NA,NA,"4",1.41818181818182,0.066,0.1596
"111",21,"Rohan","LL","LEU",2022-04-06,"md",NA,14,NA,NA,NA,"5",1.37290969899666,0.0598,0.1419
"112",21,"Rohan","LL","LEU",2022-04-06,"md",NA,14,NA,NA,NA,"6",1.49781659388646,0.0458,0.1144
"113",21,"Rohan","LL","LEU",2022-04-04,"pd",NA,14,1.62277243337013,0.6341,1.6631,"1",NA,NA,NA
"114",21,"Rohan","LL","LEU",2022-04-11,"pd",NA,15,NA,NA,NA,"1",1.45339805825243,0.103,0.2527
"115",21,"Rohan","LL","LEU",2022-04-11,"pd",NA,15,NA,NA,NA,"2",1.33174603174603,0.063,0.1469
"116",21,"Rohan","LL","LEU",2022-04-11,"pd",NA,15,NA,NA,NA,"3",1.48625,0.08,0.1989
"117",21,"Rohan","LL","LEU",2022-04-11,"pd",NA,15,NA,NA,NA,"4",1.32142857142857,0.07,0.1625
"118",21,"Rohan","LL","LEU",2022-04-11,"pd",NA,15,NA,NA,NA,"5",1.51111111111111,0.027,0.0678
"119",21,"Rohan","LL","LEU",2022-04-25,"md",NA,17,1.25124555160142,0.281,0.6326,"1",NA,NA,NA
"120",21,"Rohan","LL","LEU",2022-04-25,"pd",NA,17,1.25818592397441,0.5314,1.2,"1",NA,NA,NA
"121",21,"Rohan","LL","LEU",2022-05-09,"pd",NA,19,1.0265780730897,0.301,0.61,"1",NA,NA,NA
"122",21,"Rohan","LL","LEU",2022-05-23,"pd",NA,21,0.794871794871795,0.273,0.49,"1",NA,NA,NA
"123",21,"Rohan","LL","LEU",2022-09-15,"md",NA,37,0.315604616156548,0.9965,1.311,NA,NA,NA,NA
"124",22,NA,NA,NA,2022-09-15,"md","Mystery tree from upper Lisque or Piney",37,0.620262954369683,0.5172,0.838,NA,NA,NA,NA
"125",22,NA,NA,NA,2022-09-15,"md","Mystery blue ID",37,0.629213483146067,0.1958,0.319,NA,NA,NA,NA
"126",1478,"Low","Cucu Mesa","blue oak",2022-04-04,"pd",NA,14,1.74375600384246,0.8328,2.285,"1",NA,NA,NA
"127",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,1.10569763677566,1.2356,2.6018,"1",1.03095238095238,0.042,0.0853
"128",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"2",0.96137339055794,0.0699,0.1371
"129",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"3",1.01223776223776,0.0572,0.1151
"130",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"4",0.944043321299639,0.0554,0.1077
"131",1478,"Low","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"5",0.965648854961832,0.0786,0.1545
"132",1478,"Low","Cucu Mesa","blue oak",2022-04-27,"md",NA,17,1.0197904540163,0.859,1.735,"1",NA,NA,NA
"133",1478,"Low","Cucu Mesa","blue oak",2022-04-27,"pd",NA,17,1.0767414403778,0.847,1.759,"1",NA,NA,NA
"134",1478,"Low","Cucu Mesa","blue oak",2022-05-09,"md",NA,19,0.880322679464924,0.9793,1.8414,"1",NA,NA,NA
"135",1478,"Low","Cucu Mesa","blue oak",2022-05-23,"md",NA,21,0.667808219178082,0.584,0.974,"1",NA,NA,NA
"136",1478,"Low","Cucu Mesa","blue oak",2022-05-23,"pd",NA,21,0.846251790545917,0.6283,1.16,"1",NA,NA,NA
"137",1478,"Low","Cucu Mesa","blue oak",2022-07-19,"md",NA,29,0.585769230769231,0.26,0.4123,"1",NA,NA,NA
"138",1478,"Low","Cucu Mesa","blue oak",2022-09-16,"md",NA,38,0.61517094017094,0.468,0.7559,NA,NA,NA,NA
"139",1478,"Low","Cucu Mesa","blue oak",2022-09-16,"pd",NA,38,0.725960702486524,0.5751,0.9926,NA,NA,NA,NA
"140",2004,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,1.76186868686869,0.396,1.0937,"1",1.82105263157895,0.019,0.0536
"141",2004,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,NA,NA,NA,"2",1.77777777777778,0.018,0.05
"142",2004,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,NA,NA,NA,"3",1.81578947368421,0.019,0.0535
"143",2004,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,2.03,0.63,1.9089,"1",2.00769230769231,0.013,0.0391
"144",2004,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,NA,NA,NA,"2",2.13529411764706,0.017,0.0533
"145",2004,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,NA,NA,NA,"3",1.975,0.016,0.0476
"146",2004,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,NA,NA,NA,"4",1.96153846153846,0.013,0.0385
"147",2004,"High","Cucu Mesa","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"1",0.791634689178818,0.2606,0.4669
"148",2004,"High","Cucu Mesa","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"2",0.824464831804281,0.327,0.5966
"149",2004,"High","Cucu Mesa","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"3",0.767843726521413,0.1331,0.2353
"150",2004,"High","Cucu Mesa","blue oak",2022-04-04,"pd",NA,14,1.01301729162619,1.5441,3.1083,"1",NA,NA,NA
"151",2004,"High","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,0.848285922684172,0.5484,1.0136,"1",0.757042253521127,0.0284,0.0499
"152",2004,"High","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"2",0.762755102040816,0.0392,0.0691
"153",2004,"High","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"3",0.869806094182826,0.0361,0.0675
"154",2004,"High","Cucu Mesa","blue oak",2022-04-27,"md",NA,17,0.889679715302491,0.562,1.062,"1",NA,NA,NA
"155",2004,"High","Cucu Mesa","blue oak",2022-04-27,"pd",NA,17,0.957777777777778,0.9,1.762,"1",NA,NA,NA
"156",2004,"High","Cucu Mesa","blue oak",2022-05-23,"md",NA,21,0.709677419354839,0.527,0.901,"1",NA,NA,NA
"157",2004,"High","Cucu Mesa","blue oak",2022-05-23,"pd",NA,21,0.795422935895815,0.7909,1.42,"1",NA,NA,NA
"158",2004,"High","Cucu Mesa","blue oak",2022-07-19,"pd",NA,29,0.57945945945946,0.185,0.2922,"1",NA,NA,NA
"159",2004,"High","Cucu Mesa","blue oak",2022-09-12,"pd",NA,37,0.671155729676787,0.4084,0.6825,NA,NA,NA,NA
"160",2004,"High","Cucu Mesa","blue oak",2022-09-16,"md",NA,38,0.575609756097561,0.369,0.5814,NA,NA,NA,NA
"161",2004,"High","Cucu Mesa","blue oak",2022-09-16,"pd",NA,38,0.745921498950089,0.6191,1.0809,NA,NA,NA,NA
"162",2005,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,1.60197368421053,0.152,0.3955,"1",1.50810810810811,0.111,0.2784
"163",2005,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,NA,NA,NA,"2",1.73768115942029,0.069,0.1889
"164",2005,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,NA,NA,NA,"3",1.68771929824561,0.057,0.1532
"165",2005,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,2.06253164556962,0.395,1.2097,"1",2.02631578947368,0.076,0.23
"166",2005,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,NA,NA,NA,"2",2.09382716049383,0.081,0.2506
"167",2005,"High","Cucu Mesa","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"1",0.846014492753623,0.1104,0.2038
"168",2005,"High","Cucu Mesa","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"2",0.852066715010878,0.1379,0.2554
"169",2005,"High","Cucu Mesa","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"3",0.86,0.17,0.3162
"170",2005,"High","Cucu Mesa","blue oak",2022-04-04,"pd",NA,14,1.03670053795577,0.8365,1.7037,"1",NA,NA,NA
"171",2005,"High","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,0.94634555785124,1.5488,3.0145,"1",0.889807162534435,0.1089,0.2058
"172",2005,"High","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"2",0.903225806451613,0.0713,0.1357
"173",2005,"High","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"3",0.893815635939323,0.0857,0.1623
"174",2005,"High","Cucu Mesa","blue oak",2022-04-27,"md",NA,17,0.915650406504065,0.984,1.885,"1",NA,NA,NA
"175",2005,"High","Cucu Mesa","blue oak",2022-04-27,"pd",NA,17,1.00491883915396,2.033,4.076,"1",NA,NA,NA
"176",2005,"High","Cucu Mesa","blue oak",2022-05-09,"md",NA,19,0.861052288646359,0.6139,1.1425,"1",NA,NA,NA
"177",2005,"High","Cucu Mesa","blue oak",2022-05-23,"md",NA,21,0.755717255717256,0.962,1.689,"1",NA,NA,NA
"178",2005,"High","Cucu Mesa","blue oak",2022-05-23,"pd",NA,21,0.896278003175163,1.1338,2.15,"1",NA,NA,NA
"179",2005,"High","Cucu Mesa","blue oak",2022-07-19,"md",NA,29,0.634094616639478,0.613,1.0017,"1",NA,NA,NA
"180",2005,"High","Cucu Mesa","blue oak",2022-09-12,"pd",NA,37,0.823221892345424,1.5494,2.8249,NA,NA,NA,NA
"181",2005,"High","Cucu Mesa","blue oak",2022-09-16,"md",NA,38,0.639264203158066,0.6143,1.007,NA,NA,NA,NA
"182",2006,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,1.69872611464968,0.157,0.4237,"1",1.54782608695652,0.046,0.1172
"183",2006,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,NA,NA,NA,"2",1.74107142857143,0.056,0.1535
"184",2006,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,NA,NA,NA,"3",1.7537037037037,0.054,0.1487
"185",2006,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,2.12273641851107,0.497,1.552,"1",1.94,0.045,0.1323
"186",2006,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,NA,NA,NA,"2",2.01470588235294,0.034,0.1025
"187",2006,"High","Cucu Mesa","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"1",0.816842105263158,0.095,0.1726
"188",2006,"High","Cucu Mesa","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"2",0.818181818181818,0.088,0.16
"189",2006,"High","Cucu Mesa","blue oak",2022-04-04,"md",NA,14,NA,NA,NA,"3",0.820588235294117,0.068,0.1238
"190",2006,"High","Cucu Mesa","blue oak",2022-04-04,"pd",NA,14,0.956377604714797,1.9004,3.7179,"1",NA,NA,NA
"191",2006,"High","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,0.860544417661238,1.7009,3.1646,"1",0.765845070422535,0.0568,0.1003
"192",2006,"High","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"2",0.768849206349206,0.1008,0.1783
"193",2006,"High","Cucu Mesa","blue oak",2022-04-13,"md",NA,15,NA,NA,NA,"3",0.785992217898833,0.1028,0.1836
"194",2006,"High","Cucu Mesa","blue oak",2022-04-27,"pd",NA,17,0.93878954607978,1.454,2.819,"1",NA,NA,NA
"195",2006,"High","Cucu Mesa","blue oak",2022-05-09,"md",NA,19,0.86865634051127,0.7941,1.4839,"1",NA,NA,NA
"196",2006,"High","Cucu Mesa","blue oak",2022-05-23,"md",NA,21,0.71007371007371,0.407,0.696,"1",NA,NA,NA
"197",2006,"High","Cucu Mesa","blue oak",2022-05-23,"pd",NA,21,0.876157500603913,1.2419,2.33,"1",NA,NA,NA
"198",2006,"High","Cucu Mesa","blue oak",2022-07-19,"md",NA,29,0.637735849056604,0.53,0.868,"1",NA,NA,NA
"199",2006,"High","Cucu Mesa","blue oak",2022-07-19,"pd",NA,29,0.628070175438596,0.627,1.0208,"1",NA,NA,NA
"200",2006,"High","Cucu Mesa","blue oak",2022-09-12,"pd",NA,37,0.627076963977137,1.5046,2.4481,NA,NA,NA,NA
"201",2006,"High","Cucu Mesa","blue oak",2022-09-16,"md",NA,38,0.683959767072525,0.3778,0.6362,NA,NA,NA,NA
"202",2006,"High","Cucu Mesa","blue oak",2022-09-16,"pd",NA,38,0.768838924995608,0.5693,1.007,NA,NA,NA,NA
"203",2007,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,1.46893203883495,0.103,0.2543,"1",1.27142857142857,0.028,0.0636
"204",2007,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,NA,NA,NA,"2",1.3475,0.04,0.0939
"205",2007,"High","Cucu Mesa","blue oak",2022-03-08,"md",NA,10,NA,NA,NA,"3",1.34736842105263,0.038,0.0892
"206",2007,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,1.59406060606061,0.825,2.1401,"1",1.45681818181818,0.044,0.1081
"207",2007,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,NA,NA,NA,"2",1.7025641025641,0.039,0.1054
"208",2007,"High","Cucu Mesa","blue oak",2022-03-08,"pd",NA,10,NA,NA,NA,"3",1.52941176470588,0.034,0.086
