week,tree,branch,year,sub_branch,species,area_cm2,area_stem_mm2,lma_g_cm2,ldm_g,lma_old,area_old,sla_cm_g,alas_cm2_per_mm2,alas_measured,leaf_count
10,2301,4,1,NA,L,71.0477949122935,1.33243289294229,0.0163833374622946,1.164,0.0163833374622946,71.0477949122935,61.037624495097504,53.3218560489039,yes,10
10,2301,5,1,NA,L,30.1900034485901,1.62860163162095,0.0185160628070781,0.559,0.0185160628070781,30.1900034485901,54.0071618042757,18.5373776265605,yes,4
10,2301,6,1,NA,L,106.526183318715,3.11807488733456,0.0190657351716382,2.031,0.0190657351716382,106.526183318715,52.4501148787371,34.1640875116304,yes,13
10,2331,1,1,NA,L,42.0772006166014,3.58002154335233,0.0200583686089374,0.844,0.0200583686089374,42.0772006166014,49.8545031002386,11.7533372654513,yes,8
10,2331,2,1,NA,L,57.7544847976391,2.62303842494515,0.0183016090214211,1.057,0.0183016090214211,57.7544847976391,54.6400045389206,22.0181619332728,yes,9
10,2331,3,1,NA,L,36.6791271799448,2.29658276959048,0.0185118908819417,0.679,0.0185118908819417,36.6791271799448,54.0193331074297,15.9711758120023,yes,10
10,2331,4,1,NA,L,51.2676948637062,1.86870275891007,0.018647220292262,0.956,0.018647220292262,51.2676948637062,53.6272958825379,27.4349115284703,yes,7
10,2331,5,1,NA,L,32.5833127046607,1.8445517653856,0.0179232850046111,0.584,0.0179232850046111,32.5833127046607,55.7933436723642,17.6646236316655,yes,7
10,2331,6,1,NA,L,19.5945631535531,1.38929081123375,0.0186786506609938,0.366,0.0186786506609938,19.5945631535531,53.5370577965932,14.1040039962204,yes,7
10,2345,1,1,NA,L,88.1125216605998,3.58002154335233,0.0171598766157671,1.512,0.0171598766157671,88.1125216605998,58.2754772887565,24.6122881087724,yes,12
10,2345,2,1,NA,L,30.7349451465838,2.673514983159,0.0172116786764072,0.529,0.0172116786764072,30.7349451465838,58.1000853432586,11.496081129221,yes,5
10,2345,3,1,NA,L,61.7686163631597,2.43284935093994,0.0172903338763628,1.068,0.0172903338763628,61.7686163631597,57.8357831115728,25.3894127638011,yes,9
10,2345,4,1,NA,L,66.202831464607,1.67989304042932,0.0161624507038198,1.07,0.0161624507038198,66.202831464607,61.8718051071093,39.4089563271765,yes,9
10,2345,5,1,NA,L,56.0998224255727,2.37104342421908,0.0177005907873845,0.993,0.0177005907873845,56.0998224255727,56.4952894517348,23.6603943447597,yes,10
10,2345,6,1,NA,L,86.5547118815388,2.88023177976521,0.0185893981393194,1.609,0.0185893981393194,86.5547118815388,53.7941030960465,30.0513009021082,yes,14
10,2352,1,1,NA,L,44.7995753091478,1.55039560950065,0.016004616004777,0.717,0.016004616004777,44.7995753091478,62.4819739318658,28.8955767383635,yes,8
10,2352,2,1,NA,L,73.6674825182801,2.88023177976521,0.0122713573085069,0.904,0.0122713573085069,73.6674825182801,81.490578006947,25.5769285777013,yes,12
10,2352,3,1,NA,L,66.6439191773299,2.31003271313866,0.0162055295266516,1.08,0.0162055295266516,66.6439191773299,61.7073325716018,28.8497729050686,yes,12
10,2352,4,1,NA,L,68.9205385623097,2.32352192659501,0.0126232327568574,0.87,0.0126232327568574,68.9205385623097,79.2190098417353,29.6620994936376,yes,12
10,2354,1,0,NA,L,6.65482334830355,0.164388744337607,0.0129229576051667,0.086,0.0129229576051667,6.65482334830355,77.381666840739,40.4822323761806,yes,8
10,2354,1,1,NA,L,28.1946066529389,0.899202357273739,0.0141161749443493,0.398,0.0141161749443493,28.1946066529389,70.8407202335148,31.3551298268625,yes,7
10,2354,2,0,NA,L,9.06330228761593,0.352565235549115,0.0122471916391523,0.111,0.0122471916391523,9.06330228761593,81.6513719605039,25.7067384238834,yes,5
10,2354,2,1,a,L,56.5000686834139,1.73781615497989,0.011380517138889,0.643,0.011380517138889,56.5000686834139,87.8694691810481,32.5121092478668,yes,9
10,2354,2,1,b,L,10.3468908696138,0.933131557932508,0.0110178024912575,0.114,0.0110178024912575,10.3468908696138,90.7622006106474,11.0883516709465,yes,4
10,2354,2,2,NA,L,55.9749642635057,2.56593997846615,0.0175078271669203,0.98,0.0175078271669203,55.9749642635057,57.117310472965,21.8146039008153,yes,3
10,2354,3,1,NA,L,63.8153567020909,4.47689224982849,0.0153881455929843,0.982,0.0153881455929843,63.8153567020909,64.9850882913349,14.2543874502532,yes,6
10,2354,4,1,NA,L,21.5619543801425,0.916088417786784,0.012429300019613,0.268,0.012429300019613,21.5619543801425,80.4550536572481,23.5369795769659,yes,5
10,2354,4,2,NA,L,12.9514087923586,2.01061929829747,0.01683214571442,0.218,0.01683214571442,12.9514087923586,59.4101320750395,6.44150227908658,yes,1
10,2376,1,1,NA,L,80.7598928831738,2.25646855839495,0.0170257779067273,1.375,0.0170257779067273,80.7598928831738,58.7344675513991,35.7903913984155,yes,10
10,2376,2,1,NA,L,66.6742585438135,1.97309690104115,0.0173380255775977,1.156,0.0173380255775977,66.6742585438135,57.6766942420532,33.7916797237029,yes,9
10,2376,3,1,NA,L,61.278518904578704,1.9793260902246,0.0172817492806745,1.059,0.0172817492806745,61.278518904578704,57.8645126577703,30.9592841761739,yes,8
10,2376,4,1,NA,L,24.849108048768,1.04321001927118,0.0156142425409606,0.388,0.0156142425409606,24.849108048768,64.0440929091959,23.8198517937245,yes,4
10,2376,5,1,NA,L,16.6446432123798,1.41026094219646,0.0170024671835268,0.283,0.0170024671835268,16.6446432123798,58.8149936833209,11.8025272588604,yes,4
10,2376,6,1,NA,L,62.9821910225032,1.9793260902246,0.015544076573173,0.979,0.015544076573173,62.9821910225032,64.3331879698705,31.8200175976847,yes,7
10,2377,1,0,NA,L,9.71793246443485,0.577508178284665,0.0151266743762608,0.147,0.0151266743762608,9.71793246443485,66.1083841118017,16.8273503819451,yes,6
10,2377,1,1,a,L,9.57207012557145,2.42594275584056,0.020267298239044,0.194,0.020267298239044,9.57207012557145,49.3405676575848,3.94571145692795,yes,3
10,2377,1,1,b,L,5.15302470736603,0.903409146186436,0.0182417134281602,0.094,0.0182417134281602,5.15302470736603,54.8194117804897,5.7039766855566,yes,1
10,2377,1,1,NA,L,91.8851051929627,4.09177226040655,0.0152908351908554,1.405,0.0152908351908554,91.8851051929627,65.3986513828916,22.4560653294603,yes,11
10,2377,2,1,NA,L,29.8259310507871,4.19096313970512,0.0214913659831278,0.641,0.214913659831278,2.98259310507871,46.5303136517739,7.11672473761858,yes,6
10,2377,2,1,NA,L,29.8259310507871,4.19096313970512,0.0214913659831278,0.641,0.214913659831278,2.98259310507871,46.5303136517739,7.11672473761858,yes,1
10,2377,2,2,NA,L,35.9381464985188,2.38470935226219,0.0193666081256774,0.696,0.0193666081256774,35.9381464985188,51.635267957642,15.0702417736681,yes,5
10,2377,3,1,NA,L,48.0995648635932,3.16519877713841,0.016008460828776,0.77,0.016008460828776,48.0995648635932,62.4669673553158,15.1963804646352,yes,7
10,2377,3,1,NA,L,48.0995648635932,3.16519877713841,0.016008460828776,0.77,0.016008460828776,48.0995648635932,62.4669673553158,15.1963804646352,yes,8
10,2377,3,2,NA,L,70.0127557557188,4.05599737406379,0.0191536525812364,1.341,0.0191536525812364,70.0127557557188,52.2093629796561,17.2615387286534,yes,11
10,2377,4,0,a,L,29.4268516916568,0.845407491819535,0.013083288828657001,0.385,0.013083288828657001,29.4268516916568,76.4333810172904,34.8078908412825,yes,5
10,2377,4,0,b,L,4.16582839793857,0.33695544705159,0.0156031391096582,0.065,0.0156031391096582,4.16582839793857,64.0896676605934,12.363143063542,yes,6
10,2377,4,1,a,L,16.5314540374218,1.7612602901573,0.0185706592599207,0.307,0.0185706592599207,16.5314540374218,53.848384486716,9.38615043432641,yes,5
10,2377,4,1,b,L,5.45058387864736,4.02926929281567,0.0225663897186964,0.123,0.0225663897186964,5.45058387864736,44.3136900703037,1.35274747914366,yes,1
10,2377,4,1,NA,L,55.7847597736278,3.78406798620299,0.0179439689990961,1.001,0.0179439689990961,55.7847597736278,55.7290307428849,14.7420078013988,yes,7
10,2377,5,1,NA,L,27.2715897726113,1.76714586764426,0.0149972921787917,0.409,0.0149972921787917,27.2715897726113,66.6787036005166,15.4325629094594,yes,7
10,2377,6,1,NA,L,25.552747971445,1.73197966487814,0.0151060074020748,0.386,0.0151060074020748,25.552747971445,66.1988289415674,14.7534919084878,yes,9
10,2380,1,1,a,L,52.1206978213793,2.43284935093994,0.0164426041058965,0.857,0.0164426041058965,52.1206978213793,60.8176170611194,21.423725970226,yes,8
10,2380,1,1,b,L,45.1928201747235,2.76853343471453,0.0163300275828497,0.738,0.0163300275828497,45.1928201747235,61.2368837055874,16.3237400740958,yes,8
10,2380,2,1,a,L,93.8828357860358,3.03259902346431,0.0159773614361051,1.5,0.0159773614361051,93.8828357860358,62.5885571906905,30.9578797129559,yes,12
10,2380,2,1,b,L,57.0566793685166,1.74951858761451,0.0171583767375745,0.979,0.0171583767375745,57.0566793685166,58.2805713672284,32.6127883249953,yes,11
10,2380,3,1,NA,L,44.5930342373172,2.0675655738823,0.0145089925156644,0.647,0.0145089925156644,44.5930342373172,68.9227731643233,21.5678935655637,yes,8
10,2380,4,1,NA,L,35.3336929662689,2.31003271313866,0.0165847368561056,0.586,0.0165847368561056,35.3336929662689,60.2964043792985,15.2957543697555,yes,6
11,2004,1,0,NA,B,16.126540184737,1.1499014510302,0.0147582802804321,0.238,0.0147582802804321,16.126540184737,67.7585722047773,14.0242802287875,yes,13
11,2004,2,0,NA,B,12.0202236210547,1.09358840271461,0.0157235011559141,0.189,0.0157235011559141,12.0202236210547,63.5990667780672,10.991542696701,yes,11
11,2004,3,0,NA,B,15.0716637500769,0.865901475145687,0.0128054873835024,0.193,0.0128054873835024,15.0716637500769,78.0915220211238,17.4057490172783,yes,11
11,2005,1,0,NA,B,66.943812146033,1.75538453014738,0.0122341404492085,0.819,0.0122341404492085,66.943812146033,81.7384763687827,38.1362664398167,yes,9
11,2005,2,0,NA,B,70.6067071995706,2.22331002968402,0.0126475236619649,0.893,0.0126475236619649,70.6067071995706,79.0668613657005,31.7574725327917,yes,10
11,2005,3,0,NA,B,50.8534458213341,1.47411381288067,0.0122705549235017,0.624,0.0122705549235017,50.8534458213341,81.4959067649585,34.4976387691245,yes,8
11,2006,1,0,NA,B,12.2209301993307,0.55417694409324,0.0135014272488879,0.165,0.0135014272488879,12.2209301993307,74.0662436323073,22.0523973968765,yes,8
11,2006,2,0,NA,B,29.7815888997726,2.13177187374005,0.0109463602192994,0.326,0.0109463602192994,29.7815888997726,91.3545671772166,13.9703451699655,yes,8
11,2006,3,0,NA,B,7.35612947355875,NA,0.0110112254401109,0.081,0.0110112254401109,7.35612947355875,90.8164132538117,NA,yes,6
11,2007,1,0,NA,B,22.2655943028196,0.393135959427114,0.0105544005160572,0.235,0.0105544005160572,22.2655943028196,94.7472097992324,56.6358629092732,yes,8
11,2007,2,0,NA,B,20.5012434519279,0.287475362757551,0.0119504946407024,0.245,0.0119504946407024,20.5012434519279,83.6785447017465,71.314784179325,yes,7
11,2007,3,0,NA,B,11.8720274847695,NA,0.0112028042531593,0.133,0.0112028042531593,11.8720274847695,89.2633645471391,NA,yes,7
11,2008,1,0,NA,B,13.3271501772707,NA,0.0129810197753342,0.173,0.0129810197753342,13.3271501772707,77.0355501576341,NA,yes,4
11,2008,2,0,NA,B,23.5398476951302,NA,0.0123620171111048,0.291,0.0123620171111048,23.5398476951302,80.8929474059457,NA,yes,6
11,2008,3,0,NA,B,26.7464853527031,NA,0.0118520245116229,0.317,0.0118520245116229,26.7464853527031,84.3737708287164,NA,yes,9
11,2020,1,0,NA,B,18.2479620411662,0.55417694409324,0.0124397452980176,0.227,0.0124397452980176,18.2479620411662,80.3874979787057,32.9280426327083,yes,7
11,2020,2,0,NA,B,16.9958797243628,0.570793023987617,0.0125324492438408,0.213,0.0125324492438408,16.9958797243628,79.7928625556939,29.7759065197186,yes,6
11,2020,3,0,NA,B,17.3121092750187,0.570793023987617,0.0124768158846876,0.216,0.0124768158846876,17.3121092750187,80.1486540510125,30.3299244165154,yes,6
11,2020,4,0,NA,B,9.70276278119306,0.395919214168654,0.0127798651576178,0.124,0.0127798651576178,9.70276278119306,78.2480869451053,24.5069257413202,yes,3
11,2021,1,0,NA,B,14.8394509066064,NA,0.0134775876316934,0.2,0.0134775876316934,14.8394509066064,74.197254533032,NA,yes,5
11,2021,2,0,NA,B,28.305462030475,NA,0.0140608904236043,0.398,0.0140608904236043,28.305462030475,71.1192513328517,NA,yes,10
11,2021,3,0,NA,B,29.2599851759971,NA,0.0128844904647889,0.377,0.0128844904647889,29.2599851759971,77.6126927745281,NA,yes,9
11,2021,3,0,NA,B,29.2599851759971,NA,0.0128844904647889,0.377,0.0128844904647889,29.2599851759971,77.6126927745281,NA,yes,12
11,2022,1,0,NA,L,38.4936546754055,1.28679635091038,0.0147297003826002,0.567,0.0147297003826002,38.4936546754055,67.8900435192337,29.9143331018713,yes,8
11,2022,1,1,NA,L,30.1374930065993,1.83253517348562,0.0207382876824938,0.625,0.0207382876824938,30.1374930065993,48.2199888105589,16.4457923878621,yes,5
11,2022,2,0,NA,L,58.8303654090955,1.66270754686648,0.0158761550009954,0.934,0.0158761550009954,58.8303654090955,62.9875432645562,35.3822688301177,yes,7
11,2022,2,1,NA,L,20.5047441480607,2.27648148534602,0.0176056817580015,0.361,0.0176056817580015,20.5047441480607,56.7998452854867,9.00720883523636,yes,6
11,2022,3,0,NA,L,100.010220917009,1.93592793295837,0.0154584200077201,1.546,0.0154584200077201,100.010220917009,64.6896642412736,51.6600949934016,yes,8
11,2022,3,1,NA,L,15.547758424127,2.05484212363526,0.0187808423590422,0.292,0.0187808423590422,15.547758424127,53.2457480278322,7.56640047685081,yes,5
11,2023,1,0,b,L,79.462301516645,1.79672101723469,0.0158439911249774,1.259,0.0158439911249774,79.462301516645,63.115410259448,44.2262881963413,yes,7
11,2023,1,0,c,L,9.12164722316129,0.994019550549895,0.0145806998172756,0.133,0.0145806998172756,9.12164722316129,68.5838137079796,9.17652697888604,yes,2
11,2023,2,0,a,L,16.201221702235,1.46873874419992,0.014690250178304,0.238,0.014690250178304,16.201221702235,68.0723600934244,11.0307035653645,yes,3
11,2023,2,0,b,L,44.2511329150214,0.817128249198705,0.0146888894629713,0.65,0.0146888894629713,44.2511329150214,68.0786660231098,54.1544524478441,yes,6
11,2023,2,0,c,L,34.3604994413723,0.797223314495101,0.0151336566247313,0.52,0.0151336566247313,34.3604994413723,66.0778835411006,43.1002189933865,yes,5
11,2023,2,1,a,L,13.4590097316032,1.4366944991333,0.0199866115980553,0.269,0.0199866115980553,13.4590097316032,50.0334934260342,9.36803874429981,yes,4
11,2023,2,1,b,L,3.9919604900134,1.08895946228908,0.0200402785047934,0.08,0.0200402785047934,3.9919604900134,49.8995061251675,3.66584857219751,yes,2
11,2023,3,0,NA,L,34.2251391909071,1.31205181060213,0.0160116222447853,0.548,0.0160116222447853,34.2251391909071,62.4546335600495,26.085204040228,yes,5
11,2023,3,1,NA,L,40.2253323623917,2.22992210047212,0.0205343238076576,0.826,0.0205343238076576,40.2253323623917,48.6989495912732,18.038895777514,yes,7
11,2023,4,0,a,L,50.4882065248202,1.29686908235595,0.014696501442079,0.742,0.014696501442079,50.4882065248202,68.0434050199733,38.9308429136895,yes,6
11,2023,4,0,b,L,25.1560024097366,0.853575632718868,0.0147479712379263,0.371,0.0147479712379263,25.1560024097366,67.8059364143844,29.4713221013678,yes,4
11,2023,4,1,NA,L,6.0923781696463,1.82055785149381,0.0190401837787976,0.116,0.0190401837787976,6.0923781696463,52.5205014624681,3.34643481098246,yes,2
11,2024,1,0,NA,B,59.541006724038,2.05484212363526,0.0119917354321747,0.714,0.0119917354321747,59.541006724038,83.3907657199412,28.9759519912424,yes,9
11,2024,2,0,NA,B,55.6890740793334,1.41026094219646,0.0117258189473531,0.653,0.0117258189473531,55.6890740793334,85.2818898611538,39.4884892668151,yes,9
11,2024,3,0,NA,B,31.0686781779032,1.94209821727956,0.0138403055816461,0.43,0.0138403055816461,31.0686781779032,72.2527399486121,15.9974804062296,yes,7
11,2024,4,0,NA,B,24.2236503397218,2.13824649984955,0.0144486894044236,0.35,0.0144486894044236,24.2236503397218,69.2104295420623,11.3287454657011,yes,9
11,2025,1,0,NA,B,33.9602531835312,1.33755270721994,0.0115723518866633,0.393,0.0115723518866633,33.9602531835312,86.4128579733618,25.3898429573789,yes,9
11,2025,2,0,NA,B,35.319690181738,1.53388752185374,0.0126558301530946,0.447,0.0126558301530946,35.319690181738,79.0149668495257,23.0262582350584,yes,11
11,2025,3,0,NA,B,17.7531969877416,0.837278620828371,0.0115472159826509,0.205,0.0115472159826509,17.7531969877416,86.6009609158127,21.2034519287944,yes,9
11,2025,4,0,NA,B,27.1689026860515,1.2222808005258,0.0118517852458323,0.322,0.0118517852458323,27.1689026860515,84.3754741802842,22.2280368589313,yes,10
11,2026,1,0,NA,B,25.2715253821164,0.474778098512279,0.0104069697425591,0.263,0.0104069697425591,25.2715253821164,96.0894501221156,53.2280774140698,yes,8
11,2026,2,0,NA,B,11.8323529285986,0.376642597995768,0.00963460105423866,0.114,0.00963460105423866,11.8323529285986,103.792569549111,31.4153337714911,yes,7
11,2026,3,0,NA,B,31.2670509587574,0.874167790815445,0.0106182063808295,0.332,0.0106182063808295,31.2670509587574,94.1778643336066,35.7677911349156,yes,9
11,2027,1,0,NA,B,30.9881621668506,NA,0.010003820114625,0.31,0.010003820114625,30.9881621668506,99.9618134414535,NA,yes,6
11,2027,2,0,NA,B,43.1204080641524,NA,0.00932273181185865,0.402,0.00932273181185865,43.1204080641524,107.264696676996,NA,yes,7
11,2027,3,0,NA,B,15.7776374701757,NA,0.00855641411809525,0.135,0.00855641411809525,15.7776374701757,116.871388667968,NA,yes,5
11,2089,1,1,NA,L,90.0028975722694,3.05579281297714,0.0157883805780695,1.421,0.0157883805780695,90.0028975722694,63.3377182070861,29.4532067717585,yes,8
11,2089,2,0,a,L,11.5277923650519,0.528101725068444,0.0135325129964117,0.156,0.0135325129964117,11.5277923650519,73.8961049041788,21.828734537002,yes,5
11,2089,2,0,b,L,20.9224938865654,1.10753412885343,0.0155335210879754,0.325,0.0155335210879754,20.9224938865654,64.3769042663551,18.8910601863125,yes,7
11,2089,2,1,NA,L,39.2778106091351,1.91747598485705,0.0158359132129258,0.622,0.0158359132129258,39.2778106091351,63.1476054809246,20.4841212715701,yes,6
11,2089,3,0,NA,L,28.1339279199717,0.989606594619306,0.0161015554347256,0.453,0.0161015554347256,28.1339279199717,62.1058011478404,28.429406264006,yes,8
11,2089,3,1,NA,L,31.6789662037076,1.17378246393601,0.016509377125406,0.523,0.016509377125406,31.6789662037076,60.5716371007793,26.988788107704,yes,5
11,2089,4,0,NA,L,26.9892002845718,1.40500368324022,0.0162287135365911,0.438,0.0162287135365911,26.9892002845718,61.6191787318991,19.2093448625909,yes,8
11,2089,4,1,NA,L,44.0317559573709,2.33705040995953,0.0159203280622892,0.701,0.0159203280622892,44.0317559573709,62.812775973425,18.8407386377829,yes,7
11,2091,1,1,NA,L,49.9946083701065,2.46057390610787,0.0190620555109665,0.953,0.0190620555109665,49.9946083701065,52.4602396328505,20.3182713780737,yes,12
11,2091,2,1,NA,L,32.3954420122046,1.88691908756237,0.0187989409056548,0.609,0.0187989409056548,32.3954420122046,53.1944860627333,17.1684319829818,yes,9
11,2091,3,1,NA,L,40.674588366091,1.89911239404911,0.0175539576104288,0.714,0.0175539576104288,40.674588366091,56.9672105967661,21.4176835944756,yes,11
11,2092,1,1,NA,L,11.9513765971112,1.60045001620167,0.019495662119485,0.233,0.019495662119485,11.9513765971112,51.2934617901768,7.46751006037368,yes,5
11,2092,2,1,NA,L,14.5523938237232,1.67989304042932,0.0186910829444835,0.272,0.0186910829444835,14.5523938237232,53.5014478813353,8.66269070321531,yes,9
11,2092,3,1,NA,L,22.3076026564122,1.4366944991333,0.0199483560315293,0.445,0.0199483560315293,22.3076026564122,50.1294441717128,15.5270328311756,yes,12
11,2093,1,1,NA,L,43.2569352133285,1.96687752933475,0.0186328503400688,0.806,0.0186328503400688,43.2569352133285,53.6686541108294,21.9926937840197,yes,12
11,2093,2,1,NA,L,57.5701148013158,2.08672438033068,0.00215389530536712,0.124,0.00215389530536712,57.5701148013158,464.27511936545,27.5887488275729,yes,12
11,2093,3,1,NA,L,40.3863643844969,1.57810543845301,0.0203534042374842,0.822,0.0203534042374842,40.3863643844969,49.1318301514561,25.5916768299632,yes,9
11,2301,1,1,NA,L,101.891261638992,2.26980069221863,0.0177149636874185,1.805,0.0177149636874185,101.891261638992,56.4494524315745,44.8899597168587,yes,11
11,2301,2,1,NA,L,76.8379463158148,1.59484914554894,0.017491357648680102,1.344,0.017491357648680102,76.8379463158148,57.1710910087908,48.1788177460304,yes,9
11,2301,3,1,NA,L,67.4047371368413,1.5448830961413,0.0163193277909658,1.1,0.0163193277909658,67.4047371368413,61.2770337607648,43.6309629545433,yes,10
11,2330,1,0,a,L,60.4430194275692,1.16420060634256,0.015535292725163,0.939,0.015535292725163,60.4430194275692,64.3695627556647,51.9180449643094,yes,7
11,2330,1,1,NA,L,36.086342634804,2.49545049330123,0.0206172181960728,0.744,0.0206172181960728,36.086342634804,48.5031487026935,14.4608529528732,yes,4
11,2331,1,1,NA,L,56.9574929780895,3.00949359124486,0.0225080131334636,1.282,0.0225080131334636,56.9574929780895,44.4286216677765,18.9259392822064,yes,9
11,2331,2,0,NA,L,4.52640009960888,NA,0.0172322371605506,0.078,0.0172322371605506,4.52640009960888,58.0307705078062,NA,yes,5
11,2331,2,1,NA,L,16.4567725199237,1.77304126260826,0.0206601871410918,0.34,0.0206601871410918,16.4567725199237,48.4022721174226,9.28166358391158,yes,3
11,2331,3,0,NA,L,10.7191315583932,0.727597767309917,0.0180051899679204,0.193,0.0180051899679204,10.7191315583932,55.5395417533326,14.7322216202286,yes,8
11,2331,3,1,NA,L,30.9519883068125,1.66842622724372,0.020741801581086,0.642,0.020741801581086,30.9519883068125,48.2118197925428,18.5516073778976,yes,7
11,2345,1,0,a,L,2.31512704243981,NA,0.015981844331535,0.037,0.015981844331535,2.31512704243981,62.5710011470219,NA,yes,7
11,2345,1,0,b,L,8.29898363197174,0.738981131940659,0.0157850654742014,0.131,0.0157850654742014,8.29898363197174,63.3510200913873,11.2303051773156,yes,4
11,2345,1,1,a,L,83.4530951079475,2.47449508855409,0.0178064096733362,1.486,0.0178064096733362,83.4530951079475,56.1595525625488,33.72530238349,yes,8
11,2345,1,1,b,L,54.6727053021333,1.42080491254007,0.0150715058903048,0.824,0.0150715058903048,54.6727053021333,66.3503705122977,38.4800930934221,yes,9
11,2345,1,1,NA,L,80.9851043343789,3.22858040892458,0.0174353050675838,1.412,0.0174353050675838,80.9851043343789,57.3548897552259,25.0838121022219,yes,9
11,2345,2,0,b,L,3.58237904248499,NA,0.0161903582262381,0.058,0.0161903582262381,3.58237904248499,61.7651559049136,NA,yes,6
11,2345,2,1,a,L,40.9103019056942,1.99807256263719,0.0186505590146672,0.763,0.0186505590146672,40.9103019056942,53.6176958134917,20.4748829800745,yes,8
11,2345,2,1,b,L,73.2544003746189,1.81458391671346,0.0135008954403054,0.989,0.0135008954403054,73.2544003746189,74.0691611472385,40.3698058270547,yes,8
11,2345,2,1,NA,L,58.7393473096447,2.10597154407244,0.016632803133643,0.977,0.016632803133643,58.7393473096447,60.1221569187766,27.8918048417962,yes,8
11,2345,3,1,a,L,66.3078523485886,3.37348637007141,0.0158653909414756,1.052,0.0158653909414756,66.3078523485886,63.0302778978979,19.6555862613979,yes,8
11,2345,3,1,b,L,67.2250347353616,2.42594275584056,0.01585718779018,1.066,0.01585718779018,67.2250347353616,63.062884367131,27.7108907757673,yes,9
11,2345,3,1,NA,L,70.0886041719278,2.43284935093994,0.017292397449191,1.212,0.017292397449191,70.0886041719278,57.8288813299734,28.8092660340226,yes,11
11,2352,1,0,NA,L,23.4604985827885,0.805155835945415,0.0147908195034939,0.347,0.0147908195034939,23.4604985827885,67.6095060022723,29.1378358516661,yes,6
11,2352,1,1,NA,L,9.13798380511399,1.25681377602268,0.0133508662963184,0.122,0.0133508662963184,9.13798380511399,74.901506599295,7.27075401260487,yes,1
11,2352,2,1,NA,L,13.7320640299555,0.6647610054996,0.0176229880280266,0.242,0.0176229880280266,13.7320640299555,56.7440662394855,20.6571443215674,yes,5
11,2352,3,0,NA,L,1.8903759116696,NA,0.016398854750863,0.031,0.016398854750863,1.8903759116696,60.9798681183742,NA,yes,2
11,2352,3,1,NA,L,7.55100155828025,0.632643129355166,0.0154946332744033,0.117,0.0154946332744033,7.55100155828025,64.5384748570961,11.9356414507761,yes,4
11,2377,1,1,NA,L,59.7148746319631,2.85022956992342,0.0210667778799395,1.258,0.0210667778799395,59.7148746319631,47.4681038409882,20.9508999773543,yes,11
11,2377,2,1,NA,L,58.6658326908576,2.90283652065549,0.0171309253427953,1.005,0.0171309253427953,58.6658326908576,58.3739628764752,20.2098300312173,yes,10
11,2377,3,1,NA,L,23.3239714336124,1.50657039198307,0.020236690880173,0.472,0.020236690880173,23.3239714336124,49.4151937152805,15.4815012678641,yes,6
11,2378,1,0,NA,B,25.3952166454726,0.809136822886136,0.0109863209239343,0.279,0.0109863209239343,25.3952166454726,91.0222818834143,31.3855653669173,yes,7
