tree,plot,site,species,date,year,branch_number,length_mm,leaf_number,lma_g_cm2,sla_cm_g,alas_cm2_per_mm2
2007,High,Cucu Mesa,blue oak,2023-09-29,0,3,92,15,0.02087919374088317,47.89456970466815,14.240249583467373
2007,High,Cucu Mesa,blue oak,2023-05-12,0,3,21.2,8,0.016660244677776707,60.02312807169702,21.847106965116897
2007,High,Cucu Mesa,blue oak,2023-07-28,0,3,56.03,12,0.017716569830937924,56.4443348539021,17.941317545038647
2007,High,Cucu Mesa,blue oak,2023-05-12,0,2,13.02,5,0.00978227537565164,102.22570532915361,2.4194593295153926
2007,High,Cucu Mesa,blue oak,2023-09-29,0,2,238,13,0.022646530273707492,44.15687471387151,2.894813910047476
2007,High,Cucu Mesa,blue oak,2023-04-14,0,2,24.17,10,0.013440233236151603,74.40347071583514,54.93293990040643
2007,High,Cucu Mesa,blue oak,2023-05-12,0,1,40.3,9,0.015885615914307576,62.95003010234798,14.108693606018631
2007,High,Cucu Mesa,blue oak,2023-05-12,0,2,22.49,6,0.014999413627301516,66.66927286942924,11.783022331248043
2007,High,Cucu Mesa,blue oak,2023-04-14,0,1,20.25,10,0.011787511649580616,84.83554712207464,77.81764508370692
2007,High,Cucu Mesa,blue oak,2023-04-14,0,3,19.72,9,0.01338398813936249,74.7161451121573,38.671351143769044
2007,High,Cucu Mesa,blue oak,2023-05-12,0,1,17.17,6,0.01089108910891089,91.81818181818183,4.791886367651744
2007,NA,NA,NA,2023-07-28,0,2,50.99,14,0.016534357661118226,60.480123902942694,12.729067852789171
2007,NA,NA,NA,2023-07-28,0,1,230.48,19,0.02334798199024022,42.83025404157044,9.549208085870154
2007,NA,NA,NA,2023-09-29,0,1,217,21,0.022962179834575644,43.54987232066858,8.802443914130857
2007,NA,NA,NA,2023-09-29,0,3,92,15,0.02087919374088317,47.89456970466815,14.240249583467373
2007,NA,NA,NA,2023-05-12,0,3,21.2,8,0.016660244677776707,60.02312807169702,21.847106965116897
2007,NA,NA,NA,2023-07-28,0,3,56.03,12,0.017716569830937924,56.4443348539021,17.941317545038647
2007,NA,NA,NA,2023-05-12,0,2,13.02,5,0.00978227537565164,102.22570532915361,2.4194593295153926
2007,NA,NA,NA,2023-09-29,0,2,238,13,0.022646530273707492,44.15687471387151,2.894813910047476
2007,NA,NA,NA,2023-04-14,0,2,24.17,10,0.013440233236151603,74.40347071583514,54.93293990040643
2007,NA,NA,NA,2023-05-12,0,1,40.3,9,0.015885615914307576,62.95003010234798,14.108693606018631
2007,NA,NA,NA,2023-05-12,0,2,22.49,6,0.014999413627301516,66.66927286942924,11.783022331248043
2007,NA,NA,NA,2023-04-14,0,1,20.25,10,0.011787511649580616,84.83554712207464,77.81764508370692
2007,NA,NA,NA,2023-04-14,0,3,19.72,9,0.01338398813936249,74.7161451121573,38.671351143769044
2007,NA,NA,NA,2023-05-12,0,1,17.17,6,0.01089108910891089,91.81818181818183,4.791886367651744
2008,High,Cucu Mesa,blue oak,2023-07-28,0,3,25.97,10,0.01639327577140337,61.00062086092715,14.035820720840569
2008,High,Cucu Mesa,blue oak,2023-04-14,0,1,17.91,7,0.008481724461105905,117.90055248618783,41.070361488822655
2008,High,Cucu Mesa,blue oak,2023-09-29,0,1,248,23,0.019304461422746527,51.80149697528966,5.915903003146744
2008,High,Cucu Mesa,blue oak,2023-07-28,0,2,25.76,7,0.01580334877092982,63.27772768259693,13.073556111830277
2008,High,Cucu Mesa,blue oak,2023-09-29,0,2,26,8,0.017988462210826877,55.59118885649497,14.863988998095325
2008,High,Cucu Mesa,blue oak,2023-05-12,0,1,23.03,9,0.015135241661329261,66.07096354166667,27.799071002355333
2008,High,Cucu Mesa,blue oak,2023-05-12,0,2,26.68,10,0.01453566371021838,68.79630816561979,35.23993689551126
2008,High,Cucu Mesa,blue oak,2023-05-12,0,3,31.2,9,0.01579220914217406,63.32236300806319,22.11476167295549
2008,High,Cucu Mesa,blue oak,2023-04-14,0,3,21.06,7,0.011018935978358882,90.75286415711948,81.98708985985168
2008,High,Cucu Mesa,blue oak,2023-07-28,0,1,243,22,0.01834006505343675,54.525433638666925,8.07659598069486
2008,High,Cucu Mesa,blue oak,2023-04-14,0,2,44.15,14,0.011065209928859744,90.37334189131364,55.87315314212614
2008,High,Cucu Mesa,blue oak,2023-09-29,0,3,317,25,0.02121033069665491,47.146836808051766,5.42980754219517
2009,Hobbiton,LL,blue oak,2023-04-14,0,2,23.54,6,0.006864282819026135,145.68164313222078,74.84405232733896
2009,Hobbiton,LL,blue oak,2023-04-14,0,3,11.49,4,0.006371087928464978,156.95906432748538,39.447013867277605
2009,Hobbiton,LL,blue oak,2023-07-28,0,2,17.56,4,0.01546081328267905,64.67965052784855,25.67422712909318
2009,Hobbiton,LL,blue oak,2023-05-12,0,1,17.98,3,0.00945203769581227,105.79729283591944,46.672463554099934
2009,Hobbiton,LL,blue oak,2023-07-28,0,1,13.06,4,0.014210759680756725,70.36921476859074,8.465936694250571
2009,Hobbiton,LL,blue oak,2023-07-28,0,3,23.8,7,0.02511332921872007,39.819491525423736,17.246273660024997
2009,Hobbiton,LL,blue oak,2023-04-14,0,1,19.72,7,0.006940004917629702,144.0921169176262,76.30665848975529
2009,Hobbiton,LL,blue oak,2023-09-29,0,2,677,64,0.018654986091581064,53.60497161942655,8.995839831166075
2009,Hobbiton,LL,blue oak,2023-09-29,0,3,511,48,0.018845459465488965,53.06317958611013,7.833200596383883
2009,Hobbiton,LL,blue oak,2023-05-12,0,3,39.68,10,0.01141221819880855,87.62538382804503,52.99078144131126
2009,Hobbiton,LL,blue oak,2023-09-29,0,1,113,10,0.01750927294777936,57.112594165529096,7.934818970186944
2009,Hobbiton,LL,blue oak,2023-05-12,0,2,28.12,9,0.009769045074042491,102.3641504794689,52.57575094886127
2010,Weathertop,LL,blue oak,2023-04-14,0,1,29.4,9,0.012405467286477484,80.6096196868009,57.741943241633315
2010,Weathertop,LL,blue oak,2023-07-28,0,2,198.5,13,0.017992533026995976,55.57861133280128,6.084302379589171
2010,Weathertop,LL,blue oak,2023-05-12,0,1,30.69,6,0.012058817324529018,82.92687193841849,27.18473386783994
2010,Weathertop,LL,blue oak,2023-07-28,0,3,29.72,6,0.016626204664165378,60.14601769911504,8.703171577983314
2010,Weathertop,LL,blue oak,2023-04-14,0,3,4.57,4,0.010311472238343975,96.97936210131331,25.92847111302601
2010,Weathertop,LL,blue oak,2023-09-29,0,2,325,11,0.02025263649712989,49.37628738568015,2.6264090870157006
2010,Weathertop,LL,blue oak,2023-05-12,0,2,31.76,7,0.014169006354098498,70.57657926102503,28.392624873955622
2010,Weathertop,LL,blue oak,2023-07-28,0,1,20,18,0.020270565608881897,49.332614555256065,6.660632781926504
2010,Weathertop,LL,blue oak,2023-05-12,0,3,33.6,6,0.013859949101320186,72.15033711088796,19.333068512860685
2010,Weathertop,LL,blue oak,2023-09-29,0,1,463,33,0.01916524701873935,52.177777777777784,10.075607591751016
2010,Weathertop,LL,blue oak,2023-07-28,0,1,372,18,0.020270565608881897,49.332614555256065,6.660632781926504
2010,Weathertop,LL,blue oak,2023-09-29,0,3,417,22,0.0195229830356643,51.221680527674216,4.485241450894126
2010,Weathertop,LL,blue oak,2023-04-14,0,2,14.27,6,0.011968845848985077,83.55024474517708,45.61184181429656
2011,Weathertop,LL,blue oak,2023-07-28,0,1,9.11,5,0.016508832635221272,60.57363485934915,20.255633036170654
2011,Weathertop,LL,blue oak,2023-04-14,0,2,36.92,13,0.011498647217974356,86.96675191815856,31.318892852412095
2011,Weathertop,LL,blue oak,2023-09-29,0,3,69,8,0.02040625971603275,49.004570848146265,4.896958054507965
2011,Weathertop,LL,blue oak,2023-07-28,1,2,14.03,6,0.017512613382592152,57.10170025188917,12.302297513980028
2011,Weathertop,LL,blue oak,2023-04-14,0,3,17.65,7,0.011320598350805951,88.33455344070278,25.626729995699574
2011,Weathertop,LL,blue oak,2023-07-28,0,2,11.33,6,0.016483962647178236,60.66502463054188,4.750373867827057
2011,Weathertop,LL,blue oak,2023-09-29,0,2,122,15,0.021692404158828765,46.09908577574617,10.275701568371232
2011,Weathertop,LL,blue oak,2023-04-14,0,1,17.98,6,0.011591355599214146,86.27118644067797,31.911411292568943
2011,Weathertop,LL,blue oak,2023-09-29,0,1,80,9,0.021633518960487933,46.22456484432459,4.795242418847152
2011,Weathertop,LL,blue oak,2023-07-28,0,3,30.23,8,0.01772955068504936,56.40300861336892,4.5803630179740376
2012,Low,Cucu Mesa,blue oak,2023-04-14,0,3,12.93,7,0.006842793129200896,146.13915416098226,61.742607529212606
2012,Low,Cucu Mesa,blue oak,2023-04-14,0,2,46.23,11,0.0067491813287450745,148.16611842105263,22.939956877493426
2012,Low,Cucu Mesa,blue oak,2023-07-28,0,1,108,14,0.015304390007276255,65.34072900158479,6.194148476685652
2012,Low,Cucu Mesa,blue oak,2023-09-29,0,3,12.7,5,0.01659113648402095,60.27314650585314,13.79029604159037
2012,Low,Cucu Mesa,blue oak,2023-09-29,0,2,282.43,34,0.019493365500603134,51.299504950495056,19.453616563703296
2012,Low,Cucu Mesa,blue oak,2023-09-29,0,1,99.34,19,0.019022915578114506,52.568177359230916,9.97778820136335
2012,Low,Cucu Mesa,blue oak,2023-07-28,0,2,75.9,12,0.015406915454353784,64.90591857680465,4.58625137391896
2012,Low,Cucu Mesa,blue oak,2023-05-12,0,2,25.85,10,0.012410222147987307,80.57873485868102,41.78886058446703
2012,Low,Cucu Mesa,blue oak,2023-05-12,0,1,3.16,3,0.011742424242424242,85.16129032258065,8.07968847569456
2012,Low,Cucu Mesa,blue oak,2023-05-12,0,3,40.62,10,0.0147708807279818,67.7007700770077,56.77224604492349
2012,Low,Cucu Mesa,blue oak,2023-07-28,0,3,261.87,17,0.008083073727933541,123.7153134635149,8.020157387641117
2012,Low,Cucu Mesa,blue oak,2023-04-14,0,1,30.22,12,0.006881518208240725,145.31677018633542,14.67342937331003
2012,NA,NA,NA,2023-04-14,0,3,12.93,7,0.006842793129200896,146.13915416098226,61.742607529212606
2012,NA,NA,NA,2023-04-14,0,2,46.23,11,0.0067491813287450745,148.16611842105263,22.939956877493426
2012,NA,NA,NA,2023-07-28,0,1,108,14,0.015304390007276255,65.34072900158479,6.194148476685652
2012,NA,NA,NA,2023-09-29,0,3,12.7,5,0.01659113648402095,60.27314650585314,13.79029604159037
2012,NA,NA,NA,2023-09-29,0,2,282.43,34,0.019493365500603134,51.299504950495056,19.453616563703296
2012,NA,NA,NA,2023-09-29,0,1,99.34,19,0.019022915578114506,52.568177359230916,9.97778820136335
2012,NA,NA,NA,2023-07-28,0,2,75.9,12,0.015406915454353784,64.90591857680465,4.58625137391896
2012,NA,NA,NA,2023-05-12,0,2,25.85,10,0.012410222147987307,80.57873485868102,41.78886058446703
2012,NA,NA,NA,2023-05-12,0,1,3.16,3,0.011742424242424242,85.16129032258065,8.07968847569456
2012,NA,NA,NA,2023-05-12,0,3,40.62,10,0.0147708807279818,67.7007700770077,56.77224604492349
2012,NA,NA,NA,2023-07-28,0,3,261.87,17,0.008083073727933541,123.7153134635149,8.020157387641117
2012,NA,NA,NA,2023-04-14,0,1,30.22,12,0.006881518208240725,145.31677018633542,14.67342937331003
2013,Low,Cucu Mesa,blue oak,2023-07-28,0,3,38,15,0.02020804176983529,49.485250049943396,8.999307653054705
2013,Low,Cucu Mesa,blue oak,2023-05-12,0,2,36.79,17,0.012599795291709315,79.3663688058489,40.28324620671289
2013,Low,Cucu Mesa,blue oak,2023-07-28,0,3,159,15,0.02020804176983529,49.485250049943396,8.999307653054705
2013,Low,Cucu Mesa,blue oak,2023-04-14,0,1,42.36,12,0.0096742113114422,103.36759946697126,187.33088530427165
2013,Low,Cucu Mesa,blue oak,2023-07-28,0,1,71.28,8,0.014499908575607972,68.96595208070617,7.673109719180833
2013,Low,Cucu Mesa,blue oak,2023-04-14,0,2,30.39,10,0.010276537519804119,97.30903994393834,76.53146906124489
2013,Low,Cucu Mesa,blue oak,2023-05-12,0,3,28.56,16,0.011857526122564247,84.33462339982138,27.272839185828126
2013,Low,Cucu Mesa,blue oak,2023-04-14,0,3,50.22,13,0.010687753585919196,93.5650314129127,44.66902037035066
2013,Low,Cucu Mesa,blue oak,2023-05-12,0,1,62.14,19,0.01135787011104155,88.04467653031621,33.43779075666195
2013,Low,Cucu Mesa,blue oak,2023-07-28,0,2,118,11,0.017046997585998792,58.6613563447284,7.488874854638873
2013,NA,NA,NA,2023-07-28,0,3,38,15,0.02020804176983529,49.485250049943396,8.999307653054705
2013,NA,NA,NA,2023-05-12,0,2,36.79,17,0.012599795291709315,79.3663688058489,40.28324620671289
2013,NA,NA,NA,2023-07-28,0,3,159,15,0.02020804176983529,49.485250049943396,8.999307653054705
2013,NA,NA,NA,2023-04-14,0,1,42.36,12,0.0096742113114422,103.36759946697126,187.33088530427165
2013,NA,NA,NA,2023-07-28,0,1,71.28,8,0.014499908575607972,68.96595208070617,7.673109719180833
2013,NA,NA,NA,2023-04-14,0,2,30.39,10,0.010276537519804119,97.30903994393834,76.53146906124489
2013,NA,NA,NA,2023-05-12,0,3,28.56,16,0.011857526122564247,84.33462339982138,27.272839185828126
2013,NA,NA,NA,2023-04-14,0,3,50.22,13,0.010687753585919196,93.5650314129127,44.66902037035066
2013,NA,NA,NA,2023-05-12,0,1,62.14,19,0.01135787011104155,88.04467653031621,33.43779075666195
2013,NA,NA,NA,2023-07-28,0,2,118,11,0.017046997585998792,58.6613563447284,7.488874854638873
2015,NA,NA,NA,2023-07-28,0,1,182.5,9,0.014011773872392,71.36855112758728,5.172324659669355
2015,NA,NA,NA,2023-09-29,0,1,447,46,0.019029447675020177,52.55013267214755,5.108701984157229
2015,NA,NA,NA,2023-07-28,0,2,37.24,5,0.0160760042574999,62.20451201569397,13.187137780847769
2015,NA,NA,NA,2023-09-29,0,2,206,14,0.017251836719156442,57.96484260076493,8.809238762669603
2015,NA,NA,NA,2023-09-29,0,3,147,13,0.019427187296745686,51.47425536827523,5.6319097207957
2015,NA,NA,NA,2023-07-28,0,3,73.83,6,0.01764564026595928,56.671222178836395,6.692317657768686
2015,Low,Cucu Mesa,blue oak,2023-07-28,0,1,182.5,9,0.014011773872392,71.36855112758728,5.172324659669355
2015,Low,Cucu Mesa,blue oak,2023-09-29,0,1,447,46,0.019029447675020177,52.55013267214755,5.108701984157229
2015,Low,Cucu Mesa,blue oak,2023-07-28,0,2,37.24,5,0.0160760042574999,62.20451201569397,13.187137780847769
2015,Low,Cucu Mesa,blue oak,2023-09-29,0,2,206,14,0.017251836719156442,57.96484260076493,8.809238762669603
2015,Low,Cucu Mesa,blue oak,2023-09-29,0,3,147,13,0.019427187296745686,51.47425536827523,5.6319097207957
2015,Low,Cucu Mesa,blue oak,2023-07-28,0,3,73.83,6,0.01764564026595928,56.671222178836395,6.692317657768686
2020,Chamise,Chamise,blue oak,2023-05-12,0,1,13.53,5,0.014347473655768711,69.69868173258004,21.91095760159761
2020,Chamise,Chamise,blue oak,2023-07-28,0,3,158,18,0.019688092366017575,50.79212253829322,9.600221543971992
2020,Chamise,Chamise,blue oak,2023-04-14,0,3,13.67,6,0.014017085858826899,71.34150493701055,33.11977800400167
2020,Chamise,Chamise,blue oak,2023-07-28,0,1,34.84,10,0.017266702123307283,57.91493898827154,20.03716944102954
2020,Chamise,Chamise,blue oak,2023-09-29,0,3,155.53,11,0.02082586448521983,48.01721439749608,8.330781417312705
2020,Chamise,Chamise,blue oak,2023-04-14,0,1,10.64,6,0.013527971710943875,73.92091152815013,90.36214000770003
2020,Chamise,Chamise,blue oak,2023-04-14,0,2,20.31,10,0.013786318620056404,72.53568030447194,35.89697362902556
2020,Chamise,Chamise,blue oak,2023-05-12,0,3,15.57,5,0.015042402994267305,66.47874015748032,31.239839374285374
2020,Chamise,Chamise,blue oak,2023-09-29,0,3,13,5,0.014689604280047968,68.07535321821035,9.014328100880913
2020,Chamise,Chamise,blue oak,2023-09-29,0,2,52,5,0.020706303780710977,48.29447160586686,7.32761149314003
2020,Chamise,Chamise,blue oak,2023-05-12,0,2,12.31,7,0.014342341100234387,69.72362412881519,34.818763004860536
2020,Chamise,Chamise,blue oak,2023-09-29,0,1,119.08,13,0.02004921788815659,49.87725733634312,11.606893205140956
2020,Chamise,Chamise,blue oak,2023-07-28,0,2,126,16,0.01789380530973451,55.88526211671613,10.720542736657487
2021,Chamise,Chamise,blue oak,2023-07-28,0,3,22.12,5,0.01824876697520438,54.79822288041466,1.613556327596525
2021,Chamise,Chamise,blue oak,2023-04-14,0,1,20.39,8,0.014800721986438364,67.56427158866182,25.887857000125074
2021,Chamise,Chamise,blue oak,2023-05-12,0,1,16.62,10,0.013216343974616332,75.66389024987751,68.98868747632163
