"","tree_id","branch","year","date","sub_branch","notes_leaf_area","area_cm2","species","lwm_g","ldm_g","swm_g","sdm_g","l_cm","d_mm","length_new_cm","notes","week","dry_scan","area_mm2","lma_g_cm2","d_cm","r_mm","r_cm","area_stem_mm2","alas_cm2_per_mm2","sla_cm_g"
"33","2005","2",0,2022-04-04,NA,NA,41.111,"B",1.284,0.617,0.108,0.049,1.72,1.3325,1.72,NA,14,NA,411.11,0.0150081486706721,0.13325,1.3325,0.066625,5.57807447103544,7.37010597715607,66.6304700162075
"34","2005","2",0,2022-04-27,NA,NA,36.447,"B",1.1186,0.519,0.1401,0.0646,1.716,1.27,1.716,NA,17,NA,364.47,0.0142398551321096,0.127,1.27,0.0635,5.06707479097498,7.19290744729408,70.2254335260116
"35","2005","2",0,2022-07-19,NA,NA,59.853,"B",1.653,0.95,0.181,0.113,2.45,1.4,2.45,NA,29,NA,598.53,0.0158722202730022,0.14,1.4,0.07,6.15752160103599,9.72030694783593,63.0031578947368
"36","2005","3",0,2022-03-08,NA,NA,53.212,"B",2.067,0.689,0.214,0.066,3.47,NA,3.47,NA,10,NA,532.12,0.0129482071713147,NA,NA,NA,NA,NA,77.2307692307692
"37","2005","3",0,2022-03-15,NA,NA,43.58,"B",1.485,0.624,0.184,0.072,3.75,1.37,3.75,NA,11,NA,435.8,0.0143184947223497,0.137,1.37,0.0685,5.89645525152268,7.39088115503735,69.8397435897436
"38","2005","3",0,2022-04-04,NA,NA,35.35,"B",1.046,0.515,0.108,0.05,2.44,0.9325,2.44,NA,14,NA,353.5,0.0145685997171146,0.09325,0.9325,0.046625,2.73179152688309,12.9402260941681,68.6407766990291
"39","2005","3",0,2022-04-27,NA,NA,55.495,"B",1.8027,0.8732,0.3377,0.1634,4.754,1.7625,4.754,NA,17,NA,554.95,0.0157347508784575,0.17625,1.7625,0.088125,9.75906305406542,5.6865090114242,63.5535959688502
"40","2005","3",0,2022-07-19,NA,NA,37.19,"B",1.079,0.631,0.19,0.12,2.5,1.525,2.5,NA,29,NA,371.9,0.0169669265931702,0.1525,1.525,0.07625,7.30616641500476,5.09022076524598,58.9381933438986
"41","2005","4",0,2022-03-08,NA,NA,17.816,"B",0.828,0.251,0.103,0.029,2.26,NA,2.26,NA,10,NA,178.16,0.0140884598114055,NA,NA,NA,NA,NA,70.9800796812749
"42","2006","1",0,2022-03-08,NA,NA,8.572,"B",0.434,0.137,0.025,0.007,0.68,NA,0.68,NA,10,NA,85.72,0.0159822678488101,NA,NA,NA,NA,NA,62.5693430656934
"43","2006","1",0,2022-03-15,NA,NA,10.473,"B",0.459,0.165,0.042,0.015,1.3,0.84,1.3,NA,11,NA,104.73,0.0157547980521341,0.084,0.84,0.042,2.21670777637296,4.72457403345074,63.4727272727273
"44","2006","1",0,2022-04-04,NA,NA,NA,"B",0.737,0.362,0.03,0.013,0.81,1.0925,0.81,NA,14,NA,NA,NA,0.10925,1.0925,0.054625,3.74966754664618,NA,NA
"45","2006","1",0,2022-04-27,NA,NA,50.411,"B",1.4527,0.7419,0.1881,0.0962,2.87,1.9225,2.87,NA,17,NA,504.11,0.0147170260459027,0.19225,1.9225,0.096125,11.611346082622,4.34152936630209,67.9485105809408
"46","2006","1",0,2022-07-19,NA,NA,17.479,"B",0.459,0.267,0.059,0.038,1.12,1.155,1.12,NA,29,NA,174.79,0.0152754734252532,0.1155,1.155,0.05775,4.19096313970512,4.1706403557703,65.4644194756554
"47","2006","2",0,2022-03-08,NA,NA,4.986,"B",0.26,0.08,0.021,0.006,0.63,NA,0.63,NA,10,NA,49.86,0.0160449257922182,NA,NA,NA,NA,NA,62.325
"48","2006","2",0,2022-03-15,NA,NA,25.522,"B",0.916,0.326,0.053,0.02,1.38,1.6475,1.38,NA,11,NA,255.22,0.0127732936290259,0.16475,1.6475,0.082375,8.52708749496018,2.99305009067685,78.2883435582822
"49","2006","2",0,2022-04-04,NA,NA,NA,"B",0.553,0.274,0.032,0.013,0.84,NA,0.84,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2006","2",0,2022-04-27,NA,NA,41.002,"B",1.1535,0.5933,0.1,0.0529,1.636,1.485,1.636,NA,17,NA,410.02,0.0144700258523974,0.1485,1.485,0.07425,6.92791865951255,5.91837202703025,69.1083768751053
"51","2006","2",0,2022-07-19,NA,NA,20.755,"B",0.56,0.353,0.078,0.053,1.56,1.265,1.56,NA,29,NA,207.55,0.0170079498915924,0.1265,1.265,0.06325,5.02725510409073,4.12849548516276,58.7960339943343
"52","2006","3",0,2022-03-08,NA,NA,10.356,"B",0.55,0.169,0.042,0.012,1.1,NA,1.1,NA,10,NA,103.56,0.0163190421011974,NA,NA,NA,NA,NA,61.2781065088757
"53","2006","3",0,2022-03-15,NA,NA,6.304,"B",0.225,0.081,0.026,0.01,0.78,NA,0.78,NA,11,NA,63.04,0.0128489847715736,NA,NA,NA,NA,NA,77.8271604938272
"54","2006","3",0,2022-04-04,NA,NA,NA,"B",0.443,0.216,0.026,0.009,0.66,NA,0.66,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2006","3",0,2022-04-27,NA,NA,15.059,"B",0.4397,0.2291,0.0448,0.0249,0.881,1.0575,0.881,NA,17,NA,150.59,0.015213493591872,0.10575,1.0575,0.052875,3.51326269946355,4.28632905882597,65.7311217808817
"56","2006","3",0,2022-07-19,NA,NA,21.595,"B",0.506,0.326,0.076,0.052,1.42,1.3525,1.42,NA,29,NA,215.95,0.0150960870571892,0.13525,1.3525,0.067625,5.74677799653321,3.75775782760833,66.2423312883435
"57","2006","4",0,2022-03-08,NA,NA,4.761,"B",0.244,0.079,0.043,0.012,1.26,NA,1.26,NA,10,NA,47.61,0.0165931526990128,NA,NA,NA,NA,NA,60.2658227848101
"58","2007","1",0,2022-03-15,NA,NA,19.081,"B",0.523,0.235,0.044,0.017,1.98,0.7075,1.98,NA,11,NA,190.81,0.0123159163565851,0.07075,0.7075,0.035375,1.57254383770846,12.1338429762348,81.1957446808511
"59","2007","1",0,2022-04-04,NA,NA,21.548,"B",0.619,0.327,0.064,0.028,1.9,0.895,1.9,NA,14,NA,215.48,0.0151754223129757,0.0895,0.895,0.04475,2.51649425534176,8.56270581753169,65.8960244648318
"60","2007","1",0,2022-04-27,NA,NA,29.795,"B",0.8188,0.4215,0.1101,0.0572,2.485,1.1275,2.485,NA,17,NA,297.95,0.0141466689041786,0.11275,1.1275,0.056375,3.99376929583011,7.46037084092687,70.6880189798339
"61","2007","1",0,2022-07-19,NA,NA,32.303,"B",0.866,0.512,0.117,0.071,2.44,1.1475,2.44,NA,29,NA,323.03,0.0158499210599635,0.11475,1.1475,0.057375,4.13671176156844,7.80885927322919,63.091796875
"62","2007","2",0,2022-03-15,NA,NA,17.569,"B",0.529,0.245,0.027,0.011,0.99,0.605,0.99,NA,11,NA,175.69,0.0139450167909386,0.0605,0.605,0.03025,1.1499014510302,15.2787006088738,71.7102040816327
"63","2007","2",0,2022-04-04,NA,NA,13.072,"B",0.37,0.194,0.051,0.022,1.27,0.6,1.27,NA,14,NA,130.72,0.0148408812729498,0.06,0.6,0.03,1.13097335529233,11.5581856449848,67.3814432989691
"64","2007","2",0,2022-04-27,NA,NA,29.003,"B",0.7689,0.3954,0.0567,0.0297,1.683,1.08,1.683,NA,17,NA,290.03,0.013633072440782,0.108,1.08,0.054,3.66435367114713,7.91490194529191,73.3510369246333
"65","2007","2",0,2022-07-19,NA,NA,19.703,"B",0.507,0.297,0.045,0.027,1.14,1.0475,1.14,NA,29,NA,197.03,0.0150738466223418,0.10475,1.0475,0.052375,3.44713217410549,5.71576574522061,66.3400673400673
"66","2007","3",0,2022-03-15,NA,NA,10.174,"B",0.29,0.133,NA,0.009,1.09,NA,1.09,NA,11,NA,101.74,0.0130725378415569,NA,NA,NA,NA,NA,76.4962406015038
"67","2007","3",0,2022-04-04,NA,NA,36.239,"B",1.023,0.54,0.199,0.091,5.73,1.3425,5.73,NA,14,NA,362.39,0.0149010734291785,0.13425,1.3425,0.067125,5.66211207451897,6.40026186749027,67.1092592592592
"68","2007","3",0,2022-04-27,NA,NA,16.573,"B",0.4045,0.21,0.0513,0.0266,1.367,0.88,1.367,NA,17,NA,165.73,0.012671212212635,0.088,0.88,0.044,2.43284935093994,6.81217683848652,78.9190476190476
"69","2007","3",0,2022-07-19,NA,NA,17.857,"B",0.472,0.275,0.064,0.039,1.32,1.1425,1.32,NA,29,NA,178.57,0.0154001232009856,0.11425,1.1425,0.057125,4.10074052568484,4.35457934686511,64.9345454545454
"70","2008","1",0,2022-03-15,NA,NA,11.421,"B",0.505,0.173,0.03,0.011,0.9,NA,0.9,NA,11,NA,114.21,0.0151475352420979,NA,NA,NA,NA,NA,66.0173410404624
"71","2008","1",0,2022-04-04,NA,NA,26.426,"B",0.737,0.384,0.05,0.022,1.76,0.8325,1.76,NA,14,NA,264.26,0.0145311435707258,0.08325,0.8325,0.041625,2.17730042352449,12.1370481144826,68.8177083333333
"72","2008","2",0,2022-03-15,NA,NA,20.173,"B",0.802,0.291,0.033,0.012,1.16,NA,1.16,NA,11,NA,201.73,0.0144252218311605,NA,NA,NA,NA,NA,69.3230240549828
"73","2008","2",0,2022-04-04,NA,NA,30.991,"B",0.942,0.48,0.053,0.023,1.43,0.9725,1.43,NA,14,NA,309.91,0.0154883675905908,0.09725,0.9725,0.048625,2.97118088708663,10.4305329018147,64.5645833333333
"74","2008","3",0,2022-03-15,NA,NA,22.921,"B",0.913,0.317,0.06,0.021,1.5,NA,1.5,NA,11,NA,229.21,0.0138301121242529,NA,NA,NA,NA,NA,72.3059936908517
"75","2008","3",0,2022-04-04,NA,NA,24.088,"B",0.678,0.357,0.055,0.024,1.55,0.8,1.55,NA,14,NA,240.88,0.0148206575888409,0.08,0.8,0.04,2.01061929829747,11.9803883412424,67.4733893557423
"76","2009","1",0,2022-03-30,NA,NA,20.239,"B",0.502,0.195,0.049,0.019,1.28,0.865,1.28,NA,13,NA,202.39,0.00963486338257819,0.0865,0.865,0.04325,2.35061816323222,8.61007556079219,103.789743589744
"77","2009","1",0,2022-03-30,NA,NA,17.037,"B",0.502,0.195,0.049,0.019,1.28,0.865,1.28,NA,13,NA,170.37,0.0114456770558197,0.0865,0.865,0.04325,2.35061816323222,7.24788069218917,87.3692307692308
"78","2009","1",0,2022-04-25,NA,NA,35.268,"B",0.974,0.547,0.118,0.064,2.05,1.335,2.05,NA,17,NA,352.68,0.0155098105931723,0.1335,1.335,0.06675,5.59902496704407,6.29895387278819,64.4753199268739
"79","2009","1",0,2022-05-23,NA,NA,26.321,"B",0.798,0.363,0.062,0.027,1.01,1.14,1.01,NA,21,NA,263.21,0.0137912693286729,0.114,1.14,0.057,4.0828138126053,6.44677940461954,72.5096418732782
"80","2009","1",0,2022-07-19,NA,NA,15.585,"B",0.398,0.257,0.06,0.041,1.13,1.1,1.13,NA,29,NA,155.85,0.0164902149502727,0.11,1.1,0.055,3.80132711084365,4.09988394725155,60.6420233463035
"81","2009","2",0,2022-03-30,NA,NA,26.665,"B",0.674,0.271,0.08,0.032,1.33,0.8225,1.33,NA,13,NA,266.65,0.0101631351959497,0.08225,0.8225,0.041125,2.12530706510758,12.5464223206966,98.3948339483395
"82","2009","2",0,2022-03-30,NA,NA,20.846,"B",0.674,0.271,0.08,0.032,1.33,0.8225,1.33,NA,13,NA,208.46,0.0130000959416675,0.08225,0.8225,0.041125,2.12530706510758,9.80846501771018,76.9225092250922
"83","2009","2",0,2022-04-25,NA,NA,32.056,"B",0.829,0.47,0.104,0.056,1.79,1.1175,1.79,NA,17,NA,320.56,0.0146618417768904,0.11175,1.1175,0.055875,3.92324054075702,8.17079647984433,68.2042553191489
"84","2009","2",0,2022-05-23,NA,NA,21.758,"B",0.648,0.297,0.054,0.024,0.95,1.1025,0.95,NA,21,NA,217.58,0.0136501516683519,0.11025,1.1025,0.055125,3.81862550539248,5.69786169638117,73.2592592592593
"85","2009","2",0,2022-07-19,NA,NA,25.335,"B",0.639,0.415,0.079,0.054,1.19,1.245,1.19,NA,29,NA,253.35,0.0163805012828103,0.1245,1.245,0.06225,4.86954715288052,5.20274251477643,61.0481927710843
"86","2009","3",0,2022-03-30,NA,NA,20.543,"B",0.617,0.249,0.059,0.024,1.41,1.06,1.41,NA,13,NA,205.43,0.0121209171007156,0.106,1.06,0.053,3.52989350557349,5.81972231387826,82.5020080321285
"87","2009","3",0,2022-03-30,NA,NA,23.959,"B",0.617,0.249,0.059,0.024,1.41,1.06,1.41,NA,13,NA,239.59,0.0103927542885763,0.106,1.06,0.053,3.52989350557349,6.78745689131136,96.2208835341365
"88","2009","3",0,2022-04-25,NA,NA,24.25,"B",0.661,0.378,0.093,0.051,1.86,1.2575,1.86,NA,17,NA,242.5,0.0155876288659794,0.12575,1.2575,0.062875,4.96782009807563,4.88141670214541,64.1534391534392
"89","2009","3",0,2022-05-23,NA,NA,13.715,"B",0.426,0.195,0.06,0.025,1.15,1.2725,1.15,NA,21,NA,137.15,0.014218009478673,0.12725,1.2725,0.063625,5.08704353927936,2.69606499219051,70.3333333333333
"90","2009","3",0,2022-07-19,NA,NA,23.4,"B",0.595,0.388,0.088,0.062,1.45,1.3725,1.45,NA,29,NA,234,0.0165811965811966,0.13725,1.3725,0.068625,5.91799479615386,3.95404200341775,60.3092783505155
"91","2009","4",0,2022-03-30,NA,NA,27.698,"B",0.892,0.334,0.066,0.023,1.25,1.26,1.25,NA,13,NA,276.98,0.0120586323922305,0.126,1.26,0.063,4.98759249683916,5.5533807177618,82.9281437125749
"92","2009","4",0,2022-03-30,NA,NA,33.638,"B",0.892,0.334,0.066,0.023,1.25,1.26,1.25,NA,13,NA,336.38,0.00992924668529639,0.126,1.26,0.063,4.98759249683916,6.74433607423176,100.712574850299
"93","2009","5",0,2022-03-30,NA,NA,22.994,"B",0.527,0.167,0.045,0.014,1.38,1.3825,1.38,NA,13,NA,229.94,0.00726276419935635,0.13825,1.3825,0.069125,6.00454567376026,3.82943210849129,137.688622754491
"94","2009","5",0,2022-03-30,NA,NA,14.728,"B",0.527,0.167,0.045,0.014,1.38,1.3825,1.38,NA,13,NA,147.28,0.0113389462248778,0.13825,1.3825,0.069125,6.00454567376026,2.45280838887796,88.1916167664671
"95","2009","6",0,2022-03-30,NA,NA,12.588,"B",0.409,0.097,0.04,0.013,1.06,0.7475,1.06,NA,13,NA,125.88,0.00770575150937401,0.07475,0.7475,0.037375,1.75538453014738,7.17107834996308,129.773195876289
"96","2009","6",0,2022-03-30,NA,NA,17.116,"B",0.409,0.097,0.04,0.013,1.06,0.7475,1.06,NA,13,NA,171.16,0.00566721196541248,0.07475,0.7475,0.037375,1.75538453014738,9.75057014918716,176.453608247423
"97","2010","1",0,2022-04-25,NA,NA,32.976,"B",0.86,0.462,0.092,0.046,1.54,1.4275,1.54,NA,17,NA,329.76,0.0140101892285298,0.14275,1.4275,0.071375,6.40180006480669,5.15105121468609,71.3766233766234
"98","2010","1",0,2022-05-23,NA,NA,31.499,"B",0.895,0.455,0.158,0.076,1.94,1.7325,1.94,NA,21,NA,314.99,0.0144449030127941,0.17325,1.7325,0.086625,9.42966706433653,3.34041486142504,69.2285714285714
"99","2010","1",0,2022-07-19,NA,NA,41.416,"B",1.108,0.673,0.127,0.083,1.78,1.425,1.78,NA,29,NA,414.16,0.0162497585474213,0.1425,1.425,0.07125,6.37939658219577,6.49215007506944,61.5393759286776
"100","2010","2",0,2022-04-25,NA,NA,26.048,"B",0.676,0.361,0.118,0.06,1.37,1.3025,1.37,NA,17,NA,260.48,0.0138590294840295,0.13025,1.3025,0.065125,5.32973157176917,4.88730054210845,72.1551246537396
"101","2010","2",0,2022-05-23,NA,NA,47.289,"B",1.462,0.724,0.249,0.12,2.47,1.93,2.47,NA,21,NA,472.89,0.0153101144029267,0.193,1.93,0.0965,11.7021184753566,4.04106317156038,65.3162983425414
"102","2010","2",0,2022-07-19,NA,NA,32.972,"B",0.981,0.588,0.102,0.067,1.28,1.595,1.28,NA,29,NA,329.72,0.0178333131141575,0.1595,1.595,0.07975,7.99229025054877,4.1254757980963,56.0748299319728
"103","2010","3",0,2022-04-25,NA,NA,30.164,"B",0.888,0.485,0.149,0.072,2.54,1.6075,2.54,NA,17,NA,301.64,0.0160787693939796,0.16075,1.6075,0.080375,8.11805213146279,3.71566965960894,62.1938144329897
"104","2010","3",0,2022-05-23,NA,NA,40.646,"B",1.215,0.604,0.15,0.073,2.37,1.5725,2.37,NA,21,NA,406.46,0.0148600108251734,0.15725,1.5725,0.078625,7.76839286911825,5.2322276543943,67.294701986755
"105","2010","3",0,2022-07-19,NA,NA,30.399,"B",0.859,0.525,0.114,0.075,1.53,1.525,1.53,NA,29,NA,303.99,0.0172703049442416,0.1525,1.525,0.07625,7.30616641500476,4.16073194521948,57.9028571428571
"106","2010","3",0,2022-07-19,NA,NA,30.399,"B",1.054,0.623,0.449,0.285,5.23,2,5.23,NA,29,NA,303.99,0.0204940952005,0.2,2,0.1,12.5663706143592,2.41907555752526,48.7945425361156
"107","2010","4",0,2022-07-19,NA,NA,25.553,"B",0.736,0.439,0.206,0.13,2.94,1.7725,2.94,NA,29,NA,255.53,0.017179978867452,0.17725,1.7725,0.088625,9.87011835436982,2.58892538899363,58.2072892938497
"108","2010","5",0,2022-07-19,NA,NA,22.885,"B",0.657,0.394,0.165,0.104,2.35,1.875,2.35,NA,29,NA,228.85,0.017216517369456,0.1875,1.875,0.09375,11.0446616727766,2.0720417408899,58.0837563451777
"109","2011","1",0,2022-04-25,NA,NA,27.748,"B",0.781,0.431,0.078,0.039,1.2,1.15,1.2,NA,17,NA,277.48,0.015532651001874,0.115,1.15,0.0575,4.1547562843725,6.67861075374505,64.3805104408353
"110","2011","1",0,2022-05-23,NA,NA,21.451,"B",0.636,0.336,0.057,0.029,0.92,1.3375,0.92,NA,21,NA,214.51,0.0156636054263205,0.13375,1.3375,0.066875,5.62001473296086,3.81689390851449,63.8422619047619
"111","2011","1",0,2022-07-19,NA,NA,23.136,"B",0.59,0.377,0.058,0.039,1.05,1.26,1.05,NA,29,NA,231.36,0.0162949515905947,0.126,1.26,0.063,4.98759249683916,4.63871096419009,61.368700265252
"112","2011","2",0,2022-04-25,NA,NA,20.709,"B",0.591,0.324,0.061,0.031,0.98,1.1525,0.98,NA,17,NA,207.09,0.015645371577575,0.11525,1.1525,0.057625,4.17284007708473,4.96280701331548,63.9166666666667
"113","2011","2",0,2022-05-23,NA,NA,15.039,"B",0.445,0.235,0.037,0.019,0.8,1.0075,0.8,NA,21,NA,150.39,0.0156260389653567,0.10075,1.0075,0.050375,3.1888932579804,4.71605625630897,63.9957446808511
"114","2011","2",0,2022-07-19,NA,NA,18.519,"B",0.511,0.327,0.043,0.029,0.8,1.2025,0.8,NA,29,NA,185.19,0.0176575409039365,0.12025,1.2025,0.060125,4.54276261204492,4.07659426246437,56.6330275229358
"115","2011","3",0,2022-04-25,NA,NA,28.311,"B",0.776,0.428,0.057,0.028,0.93,1.3075,0.93,NA,17,NA,283.11,0.0151177987354738,0.13075,1.3075,0.065375,5.37072935589852,5.2713510817496,66.1471962616822
"116","2011","3",0,2022-05-23,NA,NA,18.489,"B",0.56,0.299,0.052,0.027,0.96,1.105,0.96,NA,21,NA,184.89,0.0161717778138353,0.1105,1.105,0.05525,3.83596316984948,4.81991071898782,61.8361204013378
"117","2011","3",0,2022-07-19,NA,NA,25.467,"B",0.662,0.421,0.081,0.054,1.08,1.4075,1.08,NA,29,NA,254.67,0.0165311972356383,0.14075,1.4075,0.070375,6.22367176134814,4.09195744514705,60.4916864608076
"118","2012","1",0,2022-04-04,NA,NA,13.289,"B",0.355,0.141,0.019,0.007,0.5,NA,0.5,NA,14,NA,132.89,0.0106102791782677,NA,NA,NA,NA,NA,94.2482269503546
"119","2012","1",0,2022-04-27,NA,NA,16.266,"B",0.4637,0.2805,0.1006,0.0483,3.147,1.0525,3.147,NA,17,NA,162.66,0.017244559203246,0.10525,1.0525,0.052625,3.48011889696818,4.67397824084995,57.9893048128342
