"","tree","plot","site","species","date_lfm","date_wp","week","time","mpa","type","lfm_y0_percent","lfm_y1_percent","lfm_wet_wt_y0_g","lfm_wet_wt_y1_g","lfm_dry_wt_y0_g","lfm_dry_wt_y1_g","lfm_both_percent","lfm_wet_wt_both_g","lfm_dry_wt_both_g"
"44",2004,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.844,"leaf",77.990852482504,NA,3.23,NA,1.8147,NA,NA,NA,NA
"45",2004,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.897,"leaf",77.990852482504,NA,3.23,NA,1.8147,NA,NA,NA,NA
"46",2004,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.712,"leaf",77.990852482504,NA,3.23,NA,1.8147,NA,NA,NA,NA
"47",2005,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"pd",1.06,"leaf",216.456239493544,NA,8.8478,NA,2.7959,NA,NA,NA,NA
"48",2005,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"md",2.15,"leaf",108.362634786685,NA,3.5555,NA,1.7064,NA,NA,NA,NA
"49",2005,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"pd",1.03,"leaf",216.456239493544,NA,8.8478,NA,2.7959,NA,NA,NA,NA
"50",2005,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.428,"leaf",131.804212092783,NA,7.1653,NA,3.0911,NA,NA,NA,NA
"51",2005,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.431,"leaf",131.804212092783,NA,7.1653,NA,3.0911,NA,NA,NA,NA
"52",2005,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"md",2.1,"leaf",108.362634786685,NA,3.5555,NA,1.7064,NA,NA,NA,NA
"53",2005,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.829,"leaf",84.6602751146311,NA,8.86,NA,4.798,NA,NA,NA,NA
"54",2005,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.829,"leaf",72.149961744453,NA,2.25,NA,1.307,NA,NA,NA,NA
"55",2005,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.867,"leaf",84.6602751146311,NA,8.86,NA,4.798,NA,NA,NA,NA
"56",2005,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.867,"leaf",72.149961744453,NA,2.25,NA,1.307,NA,NA,NA,NA
"57",2005,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.503,"leaf",84.6602751146311,NA,8.86,NA,4.798,NA,NA,NA,NA
"58",2005,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.503,"leaf",72.149961744453,NA,2.25,NA,1.307,NA,NA,NA,NA
"59",2005,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",0.914,"leaf",101.789781223401,NA,8.7716,NA,4.3469,NA,NA,NA,NA
"60",2005,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",0.847,"leaf",101.789781223401,NA,8.7716,NA,4.3469,NA,NA,NA,NA
"61",2005,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",0.992,"leaf",101.789781223401,NA,8.7716,NA,4.3469,NA,NA,NA,NA
"62",2005,"High","Cucu Mesa","blue oak","2022-05-23",2022-05-25,21,"md",2.95,"leaf",74.9499521281225,NA,2.01,NA,1.1489,NA,NA,NA,NA
"63",2005,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",2.95,"leaf",106.703935205564,NA,4.6959,NA,2.2718,NA,NA,NA,NA
"64",2005,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3,"leaf",106.703935205564,NA,4.6959,NA,2.2718,NA,NA,NA,NA
"65",2005,"High","Cucu Mesa","blue oak","2022-05-23",2022-05-25,21,"md",3,"leaf",74.9499521281225,NA,2.01,NA,1.1489,NA,NA,NA,NA
"66",2005,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.05,"leaf",106.703935205564,NA,4.6959,NA,2.2718,NA,NA,NA,NA
"67",2005,"High","Cucu Mesa","blue oak","2022-05-23",2022-05-25,21,"md",3.05,"leaf",74.9499521281225,NA,2.01,NA,1.1489,NA,NA,NA,NA
"68",2005,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.79,"leaf",85.743884264476,NA,5.11,NA,2.7511,NA,NA,NA,NA
"69",2005,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.798,"leaf",85.743884264476,NA,5.11,NA,2.7511,NA,NA,NA,NA
"70",2005,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.6,"leaf",85.743884264476,NA,5.11,NA,2.7511,NA,NA,NA,NA
"71",2006,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"md",1.41,"leaf",160.109994776784,NA,8.4658,NA,3.2547,NA,NA,NA,NA
"72",2006,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"md",1.3,"leaf",160.109994776784,NA,8.4658,NA,3.2547,NA,NA,NA,NA
"73",2006,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"md",1.51,"leaf",160.109994776784,NA,8.4658,NA,3.2547,NA,NA,NA,NA
"74",2006,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.509,"leaf",106.285509774974,NA,9.2222,NA,4.4706,NA,NA,NA,NA
"75",2006,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.592,"leaf",106.285509774974,NA,9.2222,NA,4.4706,NA,NA,NA,NA
"76",2006,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.521,"leaf",106.285509774974,NA,9.2222,NA,4.4706,NA,NA,NA,NA
"77",2006,"High","Cucu Mesa","blue oak","2022-04-12",2022-04-13,15,"md",1.6,"leaf",101.309504200297,NA,4.8886,NA,2.4284,NA,NA,NA,NA
"78",2006,"High","Cucu Mesa","blue oak","2022-04-12",2022-04-13,15,"md",1.94,"leaf",101.309504200297,NA,4.8886,NA,2.4284,NA,NA,NA,NA
"79",2006,"High","Cucu Mesa","blue oak","2022-04-12",2022-04-13,15,"md",1.641,"leaf",101.309504200297,NA,4.8886,NA,2.4284,NA,NA,NA,NA
"80",2006,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.638,"leaf",79.3058580601364,NA,6.339,NA,3.5353,NA,NA,NA,NA
"81",2006,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.778,"leaf",79.3058580601364,NA,6.339,NA,3.5353,NA,NA,NA,NA
"82",2006,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.735,"leaf",79.3058580601364,NA,6.339,NA,3.5353,NA,NA,NA,NA
"83",2006,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",1.018,"leaf",115.962397617275,NA,4.6406,NA,2.1488,NA,NA,NA,NA
"84",2006,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",0.968,"leaf",115.962397617275,NA,4.6406,NA,2.1488,NA,NA,NA,NA
"85",2006,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",0.988,"leaf",115.962397617275,NA,4.6406,NA,2.1488,NA,NA,NA,NA
"86",2006,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.134,"leaf",87.3489630297566,NA,4.1554,NA,2.218,NA,NA,NA,NA
"87",2006,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.374,"leaf",87.3489630297566,NA,4.1554,NA,2.218,NA,NA,NA,NA
"88",2006,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.09,"leaf",87.3489630297566,NA,4.1554,NA,2.218,NA,NA,NA,NA
"89",2006,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.742,"leaf",84.0819730727987,NA,3.09,NA,1.6786,NA,NA,NA,NA
"90",2006,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.781,"leaf",84.0819730727987,NA,3.09,NA,1.6786,NA,NA,NA,NA
"91",2006,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.778,"leaf",84.0819730727987,NA,3.09,NA,1.6786,NA,NA,NA,NA
"92",2007,"High","Cucu Mesa","blue oak","2022-03-08",2022-03-08,10,"md",1.8,"leaf",146.844162051224,NA,8.78,NA,3.5569,NA,NA,NA,NA
"93",2007,"High","Cucu Mesa","blue oak","2022-03-08",2022-03-08,10,"md",1.9,"leaf",146.844162051224,NA,8.78,NA,3.5569,NA,NA,NA,NA
"94",2007,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"md",1.9,"leaf",123.799791070536,NA,9.8548,NA,4.4034,NA,NA,NA,NA
"95",2007,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"md",1.8,"leaf",123.799791070536,NA,9.8548,NA,4.4034,NA,NA,NA,NA
"96",2007,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"md",1.61,"leaf",123.799791070536,NA,9.8548,NA,4.4034,NA,NA,NA,NA
"97",2007,"High","Cucu Mesa","blue oak","2022-03-08",2022-03-08,10,"md",1.61,"leaf",146.844162051224,NA,8.78,NA,3.5569,NA,NA,NA,NA
"98",2007,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"pd",0.858,"leaf",181.348536615486,NA,6.8348,NA,2.4293,NA,NA,NA,NA
"99",2007,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"pd",0.671,"leaf",181.348536615486,NA,6.8348,NA,2.4293,NA,NA,NA,NA
"100",2007,"High","Cucu Mesa","blue oak","2022-03-11",2022-03-08,10,"pd",0.916,"leaf",181.348536615486,NA,6.8348,NA,2.4293,NA,NA,NA,NA
"101",2007,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"md",2.1,"leaf",93.7573356807512,NA,2.6413,NA,1.3632,NA,NA,NA,NA
"102",2007,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.271,"leaf",94.5303620018599,NA,5.6478,NA,2.9033,NA,NA,NA,NA
"103",2007,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.4,"leaf",94.5303620018599,NA,5.6478,NA,2.9033,NA,NA,NA,NA
"104",2007,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.42,"leaf",94.5303620018599,NA,5.6478,NA,2.9033,NA,NA,NA,NA
"105",2007,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.376,"leaf",94.5303620018599,NA,5.6478,NA,2.9033,NA,NA,NA,NA
"106",2007,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.664,"leaf",78.9125471742068,NA,7.68,NA,4.2926,NA,NA,NA,NA
"107",2007,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.354,"leaf",78.9125471742068,NA,7.68,NA,4.2926,NA,NA,NA,NA
"108",2007,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"md",2.261,"leaf",78.9125471742068,NA,7.68,NA,4.2926,NA,NA,NA,NA
"109",2007,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",1.018,"leaf",86.0114404576183,NA,3.577,NA,1.923,NA,NA,NA,NA
"110",2007,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",0.836,"leaf",86.0114404576183,NA,3.577,NA,1.923,NA,NA,NA,NA
"111",2007,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",1.056,"leaf",86.0114404576183,NA,3.577,NA,1.923,NA,NA,NA,NA
"112",2007,"High","Cucu Mesa","blue oak","2022-04-27",2022-04-27,17,"pd",1.046,"leaf",86.0114404576183,NA,3.577,NA,1.923,NA,NA,NA,NA
"113",2007,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.35,"leaf",82.8391226583827,NA,1.9423,NA,1.0623,NA,NA,NA,NA
"114",2007,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.25,"leaf",82.8391226583827,NA,1.9423,NA,1.0623,NA,NA,NA,NA
"115",2007,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.6,"leaf",82.8391226583827,NA,1.9423,NA,1.0623,NA,NA,NA,NA
"116",2007,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.78,"leaf",87.8685762426285,NA,2.23,NA,1.187,NA,NA,NA,NA
"117",2007,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.569,"leaf",87.8685762426285,NA,2.23,NA,1.187,NA,NA,NA,NA
"118",2007,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.668,"leaf",87.8685762426285,NA,2.23,NA,1.187,NA,NA,NA,NA
"119",2008,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"md",1.8,"leaf",103.546052631579,NA,3.0939,NA,1.52,NA,NA,NA,NA
"120",2008,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"md",1.75,"leaf",103.546052631579,NA,3.0939,NA,1.52,NA,NA,NA,NA
"121",2008,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"md",2.1,"leaf",103.546052631579,NA,3.0939,NA,1.52,NA,NA,NA,NA
"122",2008,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.655,"leaf",99.6523872814641,NA,7.8112,NA,3.9124,NA,NA,NA,NA
"123",2008,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.698,"leaf",156.056065286551,NA,5.5536,NA,2.1689,NA,NA,NA,NA
"124",2008,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.698,"leaf",99.6523872814641,NA,7.8112,NA,3.9124,NA,NA,NA,NA
"125",2008,"High","Cucu Mesa","blue oak","2022-04-04",2022-04-04,14,"pd",0.655,"leaf",156.056065286551,NA,5.5536,NA,2.1689,NA,NA,NA,NA
"126",2008,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.45,"leaf",70.1880437833286,NA,3.0319,NA,1.7815,NA,NA,NA,NA
"127",2008,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.4,"leaf",70.1880437833286,NA,3.0319,NA,1.7815,NA,NA,NA,NA
"128",2008,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"md",3.05,"leaf",70.1880437833286,NA,3.0319,NA,1.7815,NA,NA,NA,NA
"129",2008,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.638,"leaf",80.1554012239566,NA,2.62,NA,1.4543,NA,NA,NA,NA
"130",2008,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.93,"leaf",80.1554012239566,NA,2.62,NA,1.4543,NA,NA,NA,NA
"131",2008,"High","Cucu Mesa","blue oak","2022-05-25",2022-05-25,21,"pd",1.64,"leaf",80.1554012239566,NA,2.62,NA,1.4543,NA,NA,NA,NA
"132",2009,"Hobbiton","LL","blue oak","2022-03-30",2022-03-30,13,"pd",1.12,"leaf",152.939657954179,NA,3.9193,NA,1.5495,NA,NA,NA,NA
"133",2009,"Hobbiton","LL","blue oak","2022-03-30",2022-03-30,13,"pd",1.18,"leaf",152.939657954179,NA,3.9193,NA,1.5495,NA,NA,NA,NA
"134",2009,"Hobbiton","LL","blue oak","2022-03-30",2022-03-30,13,"pd",1.07,"leaf",152.939657954179,NA,3.9193,NA,1.5495,NA,NA,NA,NA
"135",2009,"Hobbiton","LL","blue oak","2022-04-04",NA,14,"pd",NA,"leaf",104.901616303584,NA,5.8315,NA,2.846,NA,NA,NA,NA
"136",2009,"Hobbiton","LL","blue oak","2022-04-25",2022-04-25,17,"md",2.924,"leaf",91.171686578047,NA,3.4084,NA,1.7829,NA,NA,NA,NA
"137",2009,"Hobbiton","LL","blue oak","2022-04-25",2022-04-25,17,"md",3.042,"leaf",91.171686578047,NA,3.4084,NA,1.7829,NA,NA,NA,NA
"138",2009,"Hobbiton","LL","blue oak","2022-04-25",2022-04-25,17,"md",3.134,"leaf",91.171686578047,NA,3.4084,NA,1.7829,NA,NA,NA,NA
"139",2009,"Hobbiton","LL","blue oak","2022-04-25",2022-04-25,17,"pd",1.256,"leaf",116.770968080271,NA,6.2003,NA,2.8603,NA,NA,NA,NA
"140",2009,"Hobbiton","LL","blue oak","2022-04-25",2022-04-25,17,"pd",1.314,"leaf",116.770968080271,NA,6.2003,NA,2.8603,NA,NA,NA,NA
"141",2009,"Hobbiton","LL","blue oak","2022-04-25",2022-04-25,17,"pd",1.258,"leaf",116.770968080271,NA,6.2003,NA,2.8603,NA,NA,NA,NA
"142",2009,"Hobbiton","LL","blue oak","2022-05-23",2022-05-23,21,"md",3.281,"leaf",61.4859437751004,NA,2.0105,NA,1.245,NA,NA,NA,NA
"143",2009,"Hobbiton","LL","blue oak","2022-05-23",2022-05-23,21,"md",3.271,"leaf",61.4859437751004,NA,2.0105,NA,1.245,NA,NA,NA,NA
"144",2009,"Hobbiton","LL","blue oak","2022-05-23",2022-05-23,21,"pd",1.783,"leaf",36.189111747851,NA,0.9506,NA,0.698,NA,NA,NA,NA
"145",2009,"Hobbiton","LL","blue oak","2022-05-23",2022-05-23,21,"pd",1.902,"leaf",36.189111747851,NA,0.9506,NA,0.698,NA,NA,NA,NA
"146",2009,"Hobbiton","LL","blue oak","2022-05-23",2022-05-23,21,"pd",1.682,"leaf",36.189111747851,NA,0.9506,NA,0.698,NA,NA,NA,NA
"147",2010,"Weathertop","LL","blue oak","2022-03-30",2022-03-30,13,"pd",0.518,"leaf",142.831938289841,NA,5.9183,NA,2.4372,NA,NA,NA,NA
"148",2010,"Weathertop","LL","blue oak","2022-03-30",2022-03-30,13,"pd",0.516,"leaf",142.831938289841,NA,5.9183,NA,2.4372,NA,NA,NA,NA
"149",2010,"Weathertop","LL","blue oak","2022-03-30",2022-03-30,13,"pd",0.479,"leaf",142.831938289841,NA,5.9183,NA,2.4372,NA,NA,NA,NA
"150",2010,"Weathertop","LL","blue oak","2022-04-25",2022-04-25,17,"md",2.64,"leaf",128.309768637532,NA,3.5525,NA,1.556,NA,NA,NA,NA
"151",2010,"Weathertop","LL","blue oak","2022-04-25",2022-04-25,17,"md",2.73,"leaf",128.309768637532,NA,3.5525,NA,1.556,NA,NA,NA,NA
"152",2010,"Weathertop","LL","blue oak","2022-04-25",2022-04-25,17,"md",2.51,"leaf",128.309768637532,NA,3.5525,NA,1.556,NA,NA,NA,NA
"153",2010,"Weathertop","LL","blue oak","2022-04-25",2022-04-25,17,"pd",1.182,"leaf",98.0646617389832,NA,7.0206,NA,3.5446,NA,NA,NA,NA
"154",2010,"Weathertop","LL","blue oak","2022-04-25",2022-04-25,17,"pd",1.118,"leaf",98.0646617389832,NA,7.0206,NA,3.5446,NA,NA,NA,NA
"155",2010,"Weathertop","LL","blue oak","2022-04-25",2022-04-25,17,"pd",1.213,"leaf",98.0646617389832,NA,7.0206,NA,3.5446,NA,NA,NA,NA
"156",2010,"Weathertop","LL","blue oak","2022-05-23",2022-05-23,21,"md",3.671,"leaf",89.495026778883,NA,2.4767,NA,1.307,NA,NA,NA,NA
"157",2010,"Weathertop","LL","blue oak","2022-05-23",2022-05-23,21,"md",3.57,"leaf",89.495026778883,NA,2.4767,NA,1.307,NA,NA,NA,NA
"158",2010,"Weathertop","LL","blue oak","2022-05-23",2022-05-23,21,"md",3.464,"leaf",89.495026778883,NA,2.4767,NA,1.307,NA,NA,NA,NA
"159",2011,"Weathertop","LL","blue oak","2022-04-04",2022-04-04,14,"pd",0.617,"leaf",142.023782813552,NA,4.3148,NA,1.7828,NA,NA,NA,NA
