"","tree","week","species","rep","date.x","mean_pd","mpa_pd","date_pd","date.y","mean_md","mpa_md","date_md"
"80",2010,18,"blue oak","1",NA,NA,NA,NA,2022-05-04,2.44725,2.447,2022-05-04
"81",2010,18,"blue oak","2",NA,NA,NA,NA,2022-05-04,2.44725,2.669,2022-05-04
"82",2010,18,"blue oak","3",NA,NA,NA,NA,2022-05-04,2.44725,2.124,2022-05-04
"83",2010,18,"blue oak","4",NA,NA,NA,NA,2022-05-04,2.44725,2.549,2022-05-04
"84",2010,19,"blue oak","1",2022-05-09,1.49625,1.64,2022-05-09,2022-05-09,2.285,2.278,2022-05-09
"85",2010,19,"blue oak","2",2022-05-09,1.49625,1.329,2022-05-09,2022-05-09,2.285,2.292,2022-05-09
"86",2010,19,"blue oak","3",2022-05-09,1.49625,1.528,2022-05-09,NA,NA,NA,NA
"87",2010,19,"blue oak","4",2022-05-09,1.49625,1.488,2022-05-09,NA,NA,NA,NA
"88",2010,21,"blue oak","1",2022-05-23,1.486,1.471,2022-05-23,2022-05-23,3.56833333333333,3.464,2022-05-23
"89",2010,21,"blue oak","2",2022-05-23,1.486,1.501,2022-05-23,2022-05-23,3.56833333333333,3.671,2022-05-23
"90",2010,21,"blue oak","3",NA,NA,NA,NA,2022-05-23,3.56833333333333,3.57,2022-05-23
"91",2010,29,"blue oak","1",2022-07-19,3.43333333333333,3.5,2022-07-19,2022-07-19,3.73333333333333,4,2022-07-19
"92",2010,29,"blue oak","2",2022-07-19,3.43333333333333,3.4,2022-07-19,2022-07-19,3.73333333333333,3,2022-07-19
"93",2010,29,"blue oak","3",2022-07-19,3.43333333333333,3.4,2022-07-19,2022-07-19,3.73333333333333,4.2,2022-07-19
"94",2010,12,NA,"1",2022-03-25,1.4875,1.65,2022-03-25,2022-03-25,1.96,2.05,2022-03-25
"95",2010,12,NA,"2",2022-03-25,1.4875,1.2,2022-03-25,2022-03-25,1.96,1.9,2022-03-25
"96",2010,12,NA,"3",2022-03-25,1.4875,1.6,2022-03-25,2022-03-25,1.96,1.93,2022-03-25
"97",2010,12,NA,"4",2022-03-25,1.4875,1.5,2022-03-25,NA,NA,NA,NA
"98",2010,13,"blue oak","1",2022-03-30,0.504333333333333,0.518,2022-03-30,NA,NA,NA,NA
"99",2010,13,"blue oak","2",2022-03-30,0.504333333333333,0.479,2022-03-30,NA,NA,NA,NA
"100",2010,13,"blue oak","3",2022-03-30,0.504333333333333,0.516,2022-03-30,NA,NA,NA,NA
"101",2011,15,NA,"1",2022-04-11,1.5,1.6,2022-04-11,2022-04-13,1.78133333333333,1.672,2022-04-13
"102",2011,15,NA,"2",2022-04-11,1.5,1.3,2022-04-11,2022-04-13,1.78133333333333,1.721,2022-04-13
"103",2011,15,NA,"3",2022-04-11,1.5,1.6,2022-04-11,2022-04-13,1.78133333333333,1.951,2022-04-13
"104",2011,17,NA,"1",2022-04-25,1.253,1.218,2022-04-25,2022-04-25,1.69666666666667,1.69,2022-04-25
"105",2011,17,NA,"2",2022-04-25,1.253,1.288,2022-04-25,2022-04-25,1.69666666666667,1.7,2022-04-25
"106",2011,17,NA,"3",NA,NA,NA,NA,2022-04-25,1.69666666666667,1.7,2022-04-25
"107",2011,18,NA,"1",NA,NA,NA,NA,2022-05-04,3.105,2.95,2022-05-04
"108",2011,18,NA,"2",NA,NA,NA,NA,2022-05-04,3.105,3.45,2022-05-04
"109",2011,18,NA,"3",NA,NA,NA,NA,2022-05-04,3.105,3.1,2022-05-04
"110",2011,18,NA,"4",NA,NA,NA,NA,2022-05-04,3.105,2.92,2022-05-04
"111",2011,19,NA,"1",2022-05-09,1.583,1.487,2022-05-09,2022-05-09,2.3015,2.285,2022-05-09
"112",2011,19,NA,"2",2022-05-09,1.583,1.682,2022-05-09,2022-05-09,2.3015,2.318,2022-05-09
"113",2011,19,NA,"3",2022-05-09,1.583,1.549,2022-05-09,NA,NA,NA,NA
"114",2011,19,NA,"4",2022-05-09,1.583,1.614,2022-05-09,NA,NA,NA,NA
"115",2011,21,NA,"1",2022-05-23,1.728,1.698,2022-05-23,NA,NA,NA,NA
"116",2011,21,NA,"2",2022-05-23,1.728,1.736,2022-05-23,NA,NA,NA,NA
"117",2011,21,NA,"3",2022-05-23,1.728,1.75,2022-05-23,NA,NA,NA,NA
"118",2011,29,NA,"1",2022-07-19,4.13333333333333,4.2,2022-07-19,2022-07-19,4.875,5.2,2022-07-19
"119",2011,29,NA,"2",2022-07-19,4.13333333333333,4.1,2022-07-19,2022-07-19,4.875,4.5,2022-07-19
"120",2011,29,NA,"3",2022-07-19,4.13333333333333,4.1,2022-07-19,2022-07-19,4.875,4.8,2022-07-19
"121",2011,29,NA,"4",NA,NA,NA,NA,2022-07-19,4.875,5,2022-07-19
"122",2012,15,"blue oak","1",NA,NA,NA,NA,2022-04-13,1.44133333333333,1.381,2022-04-13
"123",2012,15,"blue oak","2",NA,NA,NA,NA,2022-04-13,1.44133333333333,1.461,2022-04-13
"124",2012,15,"blue oak","3",NA,NA,NA,NA,2022-04-13,1.44133333333333,1.482,2022-04-13
"125",2012,19,"blue oak","1",NA,NA,NA,NA,2022-05-09,2.45666666666667,2.549,2022-05-09
"126",2012,19,"blue oak","2",NA,NA,NA,NA,2022-05-09,2.45666666666667,2.352,2022-05-09
"127",2012,19,"blue oak","3",NA,NA,NA,NA,2022-05-09,2.45666666666667,2.469,2022-05-09
"128",2012,29,"blue oak","1",2022-07-19,2.63,2.68,2022-07-19,2022-07-19,3.68333333333333,3.8,2022-07-19
"129",2012,29,"blue oak","2",2022-07-19,2.63,2.65,2022-07-19,2022-07-19,3.68333333333333,3.6,2022-07-19
"130",2012,29,"blue oak","3",2022-07-19,2.63,2.56,2022-07-19,2022-07-19,3.68333333333333,3.65,2022-07-19
"131",2013,15,"blue oak","1",NA,NA,NA,NA,2022-04-13,1.1585,1.334,2022-04-13
"132",2013,15,"blue oak","2",NA,NA,NA,NA,2022-04-13,1.1585,0.848,2022-04-13
"133",2013,15,"blue oak","3",NA,NA,NA,NA,2022-04-13,1.1585,1.231,2022-04-13
"134",2013,15,"blue oak","4",NA,NA,NA,NA,2022-04-13,1.1585,1.221,2022-04-13
"135",2013,19,"blue oak","1",NA,NA,NA,NA,2022-05-09,2.11233333333333,2.224,2022-05-09
"136",2013,19,"blue oak","2",NA,NA,NA,NA,2022-05-09,2.11233333333333,2.348,2022-05-09
"137",2013,19,"blue oak","3",NA,NA,NA,NA,2022-05-09,2.11233333333333,1.765,2022-05-09
"138",2013,29,"blue oak","1",NA,NA,NA,NA,2022-07-19,3.96666666666667,3.7,2022-07-19
"139",2013,29,"blue oak","2",NA,NA,NA,NA,2022-07-19,3.96666666666667,4,2022-07-19
"140",2013,29,"blue oak","3",NA,NA,NA,NA,2022-07-19,3.96666666666667,4.2,2022-07-19
"141",2015,15,"blue oak","1",NA,NA,NA,NA,2022-04-13,1.795,1.82,2022-04-13
"142",2015,15,"blue oak","2",NA,NA,NA,NA,2022-04-13,1.795,1.4,2022-04-13
"143",2015,15,"blue oak","3",NA,NA,NA,NA,2022-04-13,1.795,2.04,2022-04-13
"144",2015,15,"blue oak","4",NA,NA,NA,NA,2022-04-13,1.795,1.92,2022-04-13
"145",2015,19,"blue oak","1",NA,NA,NA,NA,2022-05-09,2.5325,2.514,2022-05-09
"146",2015,19,"blue oak","2",NA,NA,NA,NA,2022-05-09,2.5325,2.551,2022-05-09
"147",2015,29,"blue oak","1",2022-07-19,3.75,4.5,2022-07-19,2022-07-19,4.7,4.6,2022-07-19
"148",2015,29,"blue oak","2",2022-07-19,3.75,3.6,2022-07-19,2022-07-19,4.7,4.9,2022-07-19
"149",2015,29,"blue oak","3",2022-07-19,3.75,3.4,2022-07-19,2022-07-19,4.7,4.6,2022-07-19
"150",2015,29,"blue oak","4",2022-07-19,3.75,3.5,2022-07-19,NA,NA,NA,NA
"151",2020,11,"blue oak","1",2022-03-15,1.58275,1.64,2022-03-15,NA,NA,NA,NA
"152",2020,11,"blue oak","2",2022-03-15,1.58275,1.315,2022-03-15,NA,NA,NA,NA
"153",2020,11,"blue oak","3",2022-03-15,1.58275,1.786,2022-03-15,NA,NA,NA,NA
"154",2020,11,"blue oak","4",2022-03-15,1.58275,1.59,2022-03-15,NA,NA,NA,NA
"155",2020,15,"blue oak","1",NA,NA,NA,NA,2022-04-13,2.16666666666667,2.3,2022-04-13
"156",2020,15,"blue oak","2",NA,NA,NA,NA,2022-04-13,2.16666666666667,2.2,2022-04-13
"157",2020,15,"blue oak","3",NA,NA,NA,NA,2022-04-13,2.16666666666667,2,2022-04-13
"158",2020,19,"blue oak","1",2022-05-09,1.52875,1.368,2022-05-09,2022-05-09,2.22025,2.37,2022-05-09
"159",2020,19,"blue oak","2",2022-05-09,1.52875,1.588,2022-05-09,2022-05-09,2.22025,2.256,2022-05-09
"160",2020,19,"blue oak","3",2022-05-09,1.52875,1.621,2022-05-09,2022-05-09,2.22025,2.041,2022-05-09
"161",2020,19,"blue oak","4",2022-05-09,1.52875,1.538,2022-05-09,2022-05-09,2.22025,2.214,2022-05-09
"162",2020,21,"blue oak","1",NA,NA,NA,NA,2022-05-23,2.9805,2.931,2022-05-23
"163",2020,21,"blue oak","2",NA,NA,NA,NA,2022-05-23,2.9805,3.03,2022-05-23
"164",2020,29,"blue oak","1",2022-07-19,2.8575,3.1,2022-07-19,2022-07-19,3.86666666666667,3.85,2022-07-19
"165",2020,29,"blue oak","2",2022-07-19,2.8575,2.73,2022-07-19,2022-07-19,3.86666666666667,4,2022-07-19
"166",2020,29,"blue oak","3",2022-07-19,2.8575,2.7,2022-07-19,2022-07-19,3.86666666666667,3.75,2022-07-19
"167",2020,29,"blue oak","4",2022-07-19,2.8575,2.9,2022-07-19,NA,NA,NA,NA
"168",2021,11,"blue oak","1",2022-03-15,1.39666666666667,1.52,2022-03-15,NA,NA,NA,NA
"169",2021,11,"blue oak","2",2022-03-15,1.39666666666667,1.14,2022-03-15,NA,NA,NA,NA
"170",2021,11,"blue oak","3",2022-03-15,1.39666666666667,1.53,2022-03-15,NA,NA,NA,NA
"171",2021,15,"blue oak","1",NA,NA,NA,NA,2022-04-13,1.97666666666667,2.4,2022-04-13
"172",2021,15,"blue oak","2",NA,NA,NA,NA,2022-04-13,1.97666666666667,1.7,2022-04-13
"173",2021,15,"blue oak","3",NA,NA,NA,NA,2022-04-13,1.97666666666667,1.83,2022-04-13
"174",2021,19,"blue oak","1",2022-05-09,1.28033333333333,1.281,2022-05-09,2022-05-09,2.092,2.144,2022-05-09
"175",2021,19,"blue oak","2",2022-05-09,1.28033333333333,1.269,2022-05-09,2022-05-09,2.092,2.04,2022-05-09
"176",2021,19,"blue oak","3",2022-05-09,1.28033333333333,1.291,2022-05-09,NA,NA,NA,NA
"177",2021,21,"blue oak","1",NA,NA,NA,NA,2022-05-23,3.7402,3.701,2022-05-23
"178",2021,21,"blue oak","2",NA,NA,NA,NA,2022-05-23,3.7402,4.02,2022-05-23
"179",2021,21,"blue oak","3",NA,NA,NA,NA,2022-05-23,3.7402,3.462,2022-05-23
"180",2021,21,"blue oak","4",NA,NA,NA,NA,2022-05-23,3.7402,3.406,2022-05-23
"181",2021,21,"blue oak","5",NA,NA,NA,NA,2022-05-23,3.7402,4.112,2022-05-23
"182",2021,29,"blue oak","1",2022-07-19,3.2,3.4,2022-07-19,2022-07-19,4.175,3.7,2022-07-19
"183",2021,29,"blue oak","2",2022-07-19,3.2,3,2022-07-19,2022-07-19,4.175,4.3,2022-07-19
"184",2021,29,"blue oak","3",2022-07-19,3.2,3.2,2022-07-19,2022-07-19,4.175,4.6,2022-07-19
"185",2021,29,"blue oak","4",NA,NA,NA,NA,2022-07-19,4.175,4.1,2022-07-19
"186",2022,11,"live oak","1",2022-03-15,1.0025,0.92,2022-03-15,NA,NA,NA,NA
"187",2022,11,"live oak","2",2022-03-15,1.0025,0.55,2022-03-15,NA,NA,NA,NA
"188",2022,11,"live oak","3",2022-03-15,1.0025,1.56,2022-03-15,NA,NA,NA,NA
"189",2022,11,"live oak","4",2022-03-15,1.0025,0.98,2022-03-15,NA,NA,NA,NA
"190",2022,19,"live oak","1",2022-05-09,1.344,1.294,2022-05-09,2022-05-09,2.063,2.091,2022-05-09
"191",2022,19,"live oak","2",2022-05-09,1.344,1.396,2022-05-09,2022-05-09,2.063,2.035,2022-05-09
"192",2022,19,"live oak","3",2022-05-09,1.344,1.478,2022-05-09,NA,NA,NA,NA
"193",2022,19,"live oak","4",2022-05-09,1.344,1.208,2022-05-09,NA,NA,NA,NA
"194",2022,21,"live oak","1",NA,NA,NA,NA,2022-05-23,2.65083333333333,2.709,2022-05-23
"195",2022,21,"live oak","2",NA,NA,NA,NA,2022-05-23,2.65083333333333,2.92,2022-05-23
"196",2022,21,"live oak","3",NA,NA,NA,NA,2022-05-23,2.65083333333333,2.313,2022-05-23
"197",2022,21,"live oak","4",NA,NA,NA,NA,2022-05-23,2.65083333333333,2.2,2022-05-23
"198",2022,21,"live oak","5",NA,NA,NA,NA,2022-05-23,2.65083333333333,2.962,2022-05-23
"199",2022,21,"live oak","6",NA,NA,NA,NA,2022-05-23,2.65083333333333,2.801,2022-05-23
"200",2022,29,"live oak","1",2022-07-19,2.3425,2.2,2022-07-19,2022-07-19,3.72,3.7,2022-07-19
"201",2022,29,"live oak","2",2022-07-19,2.3425,2.25,2022-07-19,2022-07-19,3.72,3.76,2022-07-19
"202",2022,29,"live oak","3",2022-07-19,2.3425,2.7,2022-07-19,2022-07-19,3.72,3.7,2022-07-19
"203",2022,29,"live oak","4",2022-07-19,2.3425,2.22,2022-07-19,NA,NA,NA,NA
"204",2023,11,"live oak","1",2022-03-15,0.70575,0.782,2022-03-15,NA,NA,NA,NA
"205",2023,11,"live oak","2",2022-03-15,0.70575,0.645,2022-03-15,NA,NA,NA,NA
"206",2023,11,"live oak","3",2022-03-15,0.70575,0.779,2022-03-15,NA,NA,NA,NA
"207",2023,11,"live oak","4",2022-03-15,0.70575,0.617,2022-03-15,NA,NA,NA,NA
"208",2023,19,"live oak","1",2022-05-09,1.22185714285714,1.27,2022-05-09,2022-05-09,1.849,1.971,2022-05-09
"209",2023,19,"live oak","2",2022-05-09,1.22185714285714,1.088,2022-05-09,2022-05-09,1.849,1.688,2022-05-09
"210",2023,19,"live oak","3",2022-05-09,1.22185714285714,1.089,2022-05-09,2022-05-09,1.849,1.888,2022-05-09
"211",2023,19,"live oak","4",2022-05-09,1.22185714285714,1.358,2022-05-09,NA,NA,NA,NA
"212",2023,19,"live oak","5",2022-05-09,1.22185714285714,1.479,2022-05-09,NA,NA,NA,NA
"213",2023,19,"live oak","6",2022-05-09,1.22185714285714,1.089,2022-05-09,NA,NA,NA,NA
"214",2023,19,"live oak","7",2022-05-09,1.22185714285714,1.18,2022-05-09,NA,NA,NA,NA
"215",2023,21,"live oak","1",NA,NA,NA,NA,2022-05-23,2.149,2.02,2022-05-23
"216",2023,21,"live oak","2",NA,NA,NA,NA,2022-05-23,2.149,2.305,2022-05-23
"217",2023,21,"live oak","3",NA,NA,NA,NA,2022-05-23,2.149,1.933,2022-05-23
"218",2023,21,"live oak","4",NA,NA,NA,NA,2022-05-23,2.149,2.298,2022-05-23
"219",2023,21,"live oak","5",NA,NA,NA,NA,2022-05-23,2.149,2.189,2022-05-23
"220",2023,29,"live oak","1",2022-07-19,2.3,2.3,2022-07-19,2022-07-19,3.46666666666667,3.5,2022-07-19
"221",2023,29,"live oak","2",2022-07-19,2.3,2.5,2022-07-19,2022-07-19,3.46666666666667,3.6,2022-07-19
"222",2023,29,"live oak","3",2022-07-19,2.3,2.1,2022-07-19,2022-07-19,3.46666666666667,3.3,2022-07-19
"223",2024,11,"blue oak","1",2022-03-15,1.0925,0.77,2022-03-15,NA,NA,NA,NA
"224",2024,11,"blue oak","2",2022-03-15,1.0925,0.9,2022-03-15,NA,NA,NA,NA
"225",2024,11,"blue oak","3",2022-03-15,1.0925,1.26,2022-03-15,NA,NA,NA,NA
"226",2024,11,"blue oak","4",2022-03-15,1.0925,1.44,2022-03-15,NA,NA,NA,NA
"227",2024,15,"blue oak","1",NA,NA,NA,NA,2022-04-13,2.33666666666667,1.85,2022-04-13
"228",2024,15,"blue oak","2",NA,NA,NA,NA,2022-04-13,2.33666666666667,2.56,2022-04-13
"229",2024,15,"blue oak","3",NA,NA,NA,NA,2022-04-13,2.33666666666667,2.6,2022-04-13
"230",2024,19,"blue oak","1",2022-05-09,1.346,1.251,2022-05-09,2022-05-09,2.20733333333333,2.159,2022-05-09
"231",2024,19,"blue oak","2",2022-05-09,1.346,1.389,2022-05-09,2022-05-09,2.20733333333333,2.312,2022-05-09
"232",2024,19,"blue oak","3",2022-05-09,1.346,1.398,2022-05-09,2022-05-09,2.20733333333333,2.151,2022-05-09
"233",2024,21,"blue oak","1",NA,NA,NA,NA,2022-05-23,2.692,2.716,2022-05-23
"234",2024,21,"blue oak","2",NA,NA,NA,NA,2022-05-23,2.692,2.668,2022-05-23
"235",2024,21,"blue oak","3",NA,NA,NA,NA,2022-05-23,2.692,2.716,2022-05-23
"236",2024,21,"blue oak","4",NA,NA,NA,NA,2022-05-23,2.692,2.668,2022-05-23
"237",2024,29,"blue oak","1",2022-07-19,2.76,2.45,2022-07-19,2022-07-19,4.1,4.3,2022-07-19
"238",2024,29,"blue oak","2",2022-07-19,2.76,2.9,2022-07-19,2022-07-19,4.1,3.9,2022-07-19
"239",2024,29,"blue oak","3",2022-07-19,2.76,3.1,2022-07-19,2022-07-19,4.1,4.1,2022-07-19
"240",2024,29,"blue oak","4",2022-07-19,2.76,2.45,2022-07-19,NA,NA,NA,NA
"241",2024,29,"blue oak","5",2022-07-19,2.76,2.9,2022-07-19,NA,NA,NA,NA
"242",2025,11,"blue oak","1",2022-03-15,1.3425,1.1,2022-03-15,NA,NA,NA,NA
"243",2025,11,"blue oak","2",2022-03-15,1.3425,1.35,2022-03-15,NA,NA,NA,NA
"244",2025,11,"blue oak","3",2022-03-15,1.3425,1.42,2022-03-15,NA,NA,NA,NA
"245",2025,11,"blue oak","4",2022-03-15,1.3425,1.5,2022-03-15,NA,NA,NA,NA
"246",2025,15,"blue oak","1",NA,NA,NA,NA,2022-04-13,1.6755,1.471,2022-04-13
"247",2025,15,"blue oak","2",NA,NA,NA,NA,2022-04-13,1.6755,2.231,2022-04-13
"248",2025,15,"blue oak","3",NA,NA,NA,NA,2022-04-13,1.6755,1.447,2022-04-13
"249",2025,15,"blue oak","4",NA,NA,NA,NA,2022-04-13,1.6755,1.553,2022-04-13
"250",2025,19,"blue oak","1",2022-05-09,1.70942857142857,1.778,2022-05-09,2022-05-09,1.9545,1.947,2022-05-09
"251",2025,19,"blue oak","2",2022-05-09,1.70942857142857,1.968,2022-05-09,2022-05-09,1.9545,1.962,2022-05-09
