tag,site,plot,species,date,pd_md,water_potential_mpa,year
1478,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.6,2023
1478,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.15,2023
1478,Cucu Mesa,Low,blue oak,2023-07-28,md,2.612,2023
1478,Cucu Mesa,Low,blue oak,2023-07-28,md,2.201,2023
1478,Cucu Mesa,Low,blue oak,2023-07-28,pd,0.591,2023
1478,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.859,2023
1478,Cucu Mesa,Low,blue oak,2023-07-28,pd,0.263,2023
1478,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.55,2023
1478,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.798,2023
1478,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.789,2023
1478,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.55,2023
1478,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.35,2023
1478,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.375,2023
1478,Cucu Mesa,Low,blue oak,2023-07-28,pd,0.691,2023
1478,Cucu Mesa,Low,blue oak,2023-07-28,md,2.801,2023
1478,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.75,2023
1478,Cucu Mesa,Low,blue oak,2023-09-29,md,3,2023
1478,Cucu Mesa,Low,blue oak,2023-09-29,md,3.05,2023
1478,Cucu Mesa,Low,blue oak,2023-04-14,md,0.74,2023
1478,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.9,2023
1478,Cucu Mesa,Low,blue oak,2023-04-14,md,0.77,2023
1478,Cucu Mesa,Low,blue oak,2023-09-29,md,3.05,2023
1478,Cucu Mesa,Low,blue oak,2023-04-14,md,0.76,2023
1478,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.1,2023
2004,Cucu Mesa,High,blue oak,2023-05-12,md,2.1,2023
2004,Cucu Mesa,High,blue oak,2023-07-28,md,2.492,2023
2004,Cucu Mesa,High,blue oak,2023-09-29,pd,0.5,2023
2004,Cucu Mesa,High,blue oak,2023-05-12,md,1.72,2023
2004,Cucu Mesa,High,blue oak,2023-05-12,md,1.79,2023
2004,Cucu Mesa,High,blue oak,2023-09-29,md,3.5,2023
2004,Cucu Mesa,High,blue oak,2023-07-28,md,2.5,2023
2004,Cucu Mesa,High,blue oak,2023-04-14,md,0.715,2023
2004,Cucu Mesa,High,blue oak,2023-05-12,md,1.64,2023
2004,Cucu Mesa,High,blue oak,2023-09-29,pd,0.65,2023
2004,Cucu Mesa,High,blue oak,2023-09-29,md,3.9,2023
2004,Cucu Mesa,High,blue oak,2023-09-29,pd,0.55,2023
2004,Cucu Mesa,High,blue oak,2023-07-28,pd,0.638,2023
2004,Cucu Mesa,High,blue oak,2023-07-28,pd,0.811,2023
2004,Cucu Mesa,High,blue oak,2023-04-14,md,0.85,2023
2004,Cucu Mesa,High,blue oak,2023-09-29,md,4.04,2023
2004,Cucu Mesa,High,blue oak,2023-09-29,md,3.2,2023
2004,Cucu Mesa,High,blue oak,2023-09-29,md,4.4,2023
2004,Cucu Mesa,High,blue oak,2023-04-14,pd,0.426,2023
2004,Cucu Mesa,High,blue oak,2023-07-28,md,2.554,2023
2004,Cucu Mesa,High,blue oak,2023-04-14,pd,0.358,2023
2004,Cucu Mesa,High,blue oak,2023-04-14,pd,0.43,2023
2004,Cucu Mesa,High,blue oak,2023-04-14,md,0.716,2023
2004,Cucu Mesa,High,blue oak,2023-07-28,pd,1.633,2023
2004,Cucu Mesa,High,blue oak,2023-07-28,pd,1.34,2023
2005,Cucu Mesa,High,blue oak,2023-04-14,md,0.7,2023
2005,Cucu Mesa,High,blue oak,2023-05-12,md,1.58,2023
2005,Cucu Mesa,High,blue oak,2023-09-29,pd,0.5,2023
2005,Cucu Mesa,High,blue oak,2023-09-29,pd,0.4,2023
2005,Cucu Mesa,High,blue oak,2023-07-28,md,2.534,2023
2005,Cucu Mesa,High,blue oak,2023-04-14,pd,0.512,2023
2005,Cucu Mesa,High,blue oak,2023-05-12,pd,0.35,2023
2005,Cucu Mesa,High,blue oak,2023-05-12,pd,0.325,2023
2005,Cucu Mesa,High,blue oak,2023-04-14,md,0.775,2023
2005,Cucu Mesa,High,blue oak,2023-09-29,md,5.1,2023
2005,Cucu Mesa,High,blue oak,2023-09-29,pd,0.4,2023
2005,Cucu Mesa,High,blue oak,2023-05-12,md,1.65,2023
2005,Cucu Mesa,High,blue oak,2023-07-28,md,2.572,2023
2005,Cucu Mesa,High,blue oak,2023-07-28,pd,0.76,2023
2005,Cucu Mesa,High,blue oak,2023-04-14,pd,0.282,2023
2005,Cucu Mesa,High,blue oak,2023-05-12,md,1.61,2023
2005,Cucu Mesa,High,blue oak,2023-09-29,md,4.75,2023
2005,Cucu Mesa,High,blue oak,2023-09-29,pd,0.3,2023
2005,Cucu Mesa,High,blue oak,2023-05-12,md,1.8,2023
2005,Cucu Mesa,High,blue oak,2023-07-28,md,2.536,2023
2005,Cucu Mesa,High,blue oak,2023-07-28,md,2.692,2023
2005,Cucu Mesa,High,blue oak,2023-04-14,pd,0.552,2023
2005,Cucu Mesa,High,blue oak,2023-09-29,md,5.3,2023
2005,Cucu Mesa,High,blue oak,2023-04-14,pd,0.28,2023
2005,Cucu Mesa,High,blue oak,2023-04-14,pd,0.398,2023
2005,Cucu Mesa,High,blue oak,2023-04-14,md,0.725,2023
2005,Cucu Mesa,High,blue oak,2023-07-28,md,2.613,2023
2005,Cucu Mesa,High,blue oak,2023-04-14,pd,0.565,2023
2005,Cucu Mesa,High,blue oak,2023-07-28,pd,0.7,2023
2005,Cucu Mesa,High,blue oak,2023-05-12,pd,0.4,2023
2005,Cucu Mesa,High,blue oak,2023-07-28,md,2.572,2023
2005,Cucu Mesa,High,blue oak,2023-07-28,pd,0.6,2023
2006,Cucu Mesa,High,blue oak,2023-09-29,pd,0.55,2023
2006,Cucu Mesa,High,blue oak,2023-09-29,pd,0.6,2023
2006,Cucu Mesa,High,blue oak,2023-07-28,md,3.02,2023
2006,Cucu Mesa,High,blue oak,2023-07-28,md,2.682,2023
2006,Cucu Mesa,High,blue oak,2023-09-29,md,3.55,2023
2006,Cucu Mesa,High,blue oak,2023-05-12,pd,0.275,2023
2006,Cucu Mesa,High,blue oak,2023-09-29,md,3.4,2023
2006,Cucu Mesa,High,blue oak,2023-07-28,md,2.909,2023
2006,Cucu Mesa,High,blue oak,2023-05-12,pd,0.275,2023
2006,Cucu Mesa,High,blue oak,2023-09-29,md,3.55,2023
2006,Cucu Mesa,High,blue oak,2023-09-29,pd,0.55,2023
2006,Cucu Mesa,High,blue oak,2023-05-12,pd,0.25,2023
2006,Cucu Mesa,High,blue oak,2023-09-29,pd,0.45,2023
2006,Cucu Mesa,High,blue oak,2023-04-14,md,1.35,2023
2006,Cucu Mesa,High,blue oak,2023-04-14,pd,0.2,2023
2006,Cucu Mesa,High,blue oak,2023-09-29,pd,0.45,2023
2006,Cucu Mesa,High,blue oak,2023-04-14,md,1.25,2023
2006,Cucu Mesa,High,blue oak,2023-05-12,md,1.06,2023
2006,Cucu Mesa,High,blue oak,2023-04-14,md,1,2023
2006,Cucu Mesa,High,blue oak,2023-09-29,pd,0.7,2023
2006,Cucu Mesa,High,blue oak,2023-04-14,md,1,2023
2006,Cucu Mesa,High,blue oak,2023-04-14,pd,0.274,2023
2006,Cucu Mesa,High,blue oak,2023-05-12,md,1.03,2023
2006,Cucu Mesa,High,blue oak,2023-05-12,md,1.07,2023
2006,Cucu Mesa,High,blue oak,2023-05-12,md,1.2,2023
2006,Cucu Mesa,High,blue oak,2023-04-14,pd,0.223,2023
2006,Cucu Mesa,High,blue oak,2023-05-12,md,1.39,2023
2006,Cucu Mesa,High,blue oak,2023-04-14,pd,0.176,2023
2007,Cucu Mesa,High,blue oak,2023-09-29,md,3.85,2023
2007,Cucu Mesa,High,blue oak,2023-09-29,pd,0.4,2023
2007,Cucu Mesa,High,blue oak,2023-09-29,md,4.15,2023
2007,Cucu Mesa,High,blue oak,2023-09-29,pd,0.7,2023
2007,Cucu Mesa,High,blue oak,2023-09-29,md,4.15,2023
2007,Cucu Mesa,High,blue oak,2023-05-12,pd,0.41,2023
2007,Cucu Mesa,High,blue oak,2023-04-14,md,1.15,2023
2007,Cucu Mesa,High,blue oak,2023-07-28,md,1.8,2023
2007,Cucu Mesa,High,blue oak,2023-07-28,md,2.05,2023
2007,Cucu Mesa,High,blue oak,2023-05-12,pd,0.4,2023
2007,Cucu Mesa,High,blue oak,2023-09-29,pd,0.45,2023
2007,Cucu Mesa,High,blue oak,2023-05-12,md,2,2023
2007,Cucu Mesa,High,blue oak,2023-04-14,md,1.1,2023
2007,Cucu Mesa,High,blue oak,2023-05-12,md,1.81,2023
2007,Cucu Mesa,High,blue oak,2023-05-12,pd,0.375,2023
2007,Cucu Mesa,High,blue oak,2023-05-12,md,2.001,2023
2007,Cucu Mesa,High,blue oak,2023-07-28,md,2.05,2023
2007,Cucu Mesa,High,blue oak,2023-04-14,md,1.2,2023
2007,Cucu Mesa,High,blue oak,2023-07-28,md,1.8,2023
2007,Cucu Mesa,High,blue oak,2023-09-29,pd,0.35,2023
2007,Cucu Mesa,High,blue oak,2023-09-29,pd,0.65,2023
2008,Cucu Mesa,High,blue oak,2023-04-14,md,1.55,2023
2008,Cucu Mesa,High,blue oak,2023-04-14,md,1.35,2023
2008,Cucu Mesa,High,blue oak,2023-05-12,md,1.225,2023
2008,Cucu Mesa,High,blue oak,2023-05-12,md,1.25,2023
2008,Cucu Mesa,High,blue oak,2023-09-29,md,3.925,2023
2008,Cucu Mesa,High,blue oak,2023-05-12,md,1.275,2023
2008,Cucu Mesa,High,blue oak,2023-04-14,pd,0.258,2023
2008,Cucu Mesa,High,blue oak,2023-09-29,md,2.55,2023
2008,Cucu Mesa,High,blue oak,2023-09-29,md,4.65,2023
2008,Cucu Mesa,High,blue oak,2023-09-29,md,4.55,2023
2008,Cucu Mesa,High,blue oak,2023-09-29,pd,0.35,2023
2008,Cucu Mesa,High,blue oak,2023-09-29,pd,0.35,2023
2008,Cucu Mesa,High,blue oak,2023-09-29,pd,0.3,2023
2008,Cucu Mesa,High,blue oak,2023-04-14,pd,0.178,2023
2008,Cucu Mesa,High,blue oak,2023-04-14,md,1.4,2023
2008,Cucu Mesa,High,blue oak,2023-05-12,pd,0.31,2023
2008,Cucu Mesa,High,blue oak,2023-05-12,pd,0.31,2023
2008,Cucu Mesa,High,blue oak,2023-04-14,pd,0.218,2023
2008,Cucu Mesa,High,blue oak,2023-05-12,pd,0.32,2023
2009,LL,Hobbiton,blue oak,2023-09-29,pd,0.49,2023
2009,LL,Hobbiton,blue oak,2023-07-28,pd,1.097,2023
2009,LL,Hobbiton,blue oak,2023-09-29,pd,0.6,2023
2009,LL,Hobbiton,blue oak,2023-09-29,md,3.47,2023
2009,LL,Hobbiton,blue oak,2023-07-28,pd,0.8,2023
2009,LL,Hobbiton,blue oak,2023-05-12,md,1.8,2023
2009,LL,Hobbiton,blue oak,2023-07-28,pd,0.937,2023
2009,LL,Hobbiton,blue oak,2023-09-29,md,2.44,2023
2009,LL,Hobbiton,blue oak,2023-04-14,pd,0.22,2023
2009,LL,Hobbiton,blue oak,2023-09-29,md,3.32,2023
2009,LL,Hobbiton,blue oak,2023-09-29,pd,0.59,2023
2009,LL,Hobbiton,blue oak,2023-07-28,md,3.7,2023
2009,LL,Hobbiton,blue oak,2023-07-28,md,3.61,2023
2009,LL,Hobbiton,blue oak,2023-05-12,md,2.1,2023
2009,LL,Hobbiton,blue oak,2023-05-12,md,1.85,2023
2009,LL,Hobbiton,blue oak,2023-09-29,md,3.47,2023
2009,LL,Hobbiton,blue oak,2023-07-28,md,3.571,2023
2009,LL,Hobbiton,blue oak,2023-04-14,md,1.15,2023
2009,LL,Hobbiton,blue oak,2023-09-29,md,2.63,2023
2009,LL,Hobbiton,blue oak,2023-04-14,md,1.2,2023
2009,LL,Hobbiton,blue oak,2023-04-14,pd,0.24,2023
2009,LL,Hobbiton,blue oak,2023-04-14,pd,0.2,2023
2009,LL,Hobbiton,blue oak,2023-09-29,md,3.57,2023
2009,LL,Hobbiton,blue oak,2023-04-14,md,1.15,2023
2010,LL,Weathertop,blue oak,2023-07-28,md,2.95,2023
2010,LL,Weathertop,blue oak,2023-05-12,md,2.1,2023
2010,LL,Weathertop,blue oak,2023-07-28,md,3.01,2023
2010,LL,Weathertop,blue oak,2023-05-12,md,1.675,2023
2010,LL,Weathertop,blue oak,2023-05-12,pd,0.25,2023
2010,LL,Weathertop,blue oak,2023-05-12,md,1.5,2023
2010,LL,Weathertop,blue oak,2023-04-14,pd,0.223,2023
2010,LL,Weathertop,blue oak,2023-07-28,md,2.201,2023
2010,LL,Weathertop,blue oak,2023-04-14,pd,0.264,2023
2010,LL,Weathertop,blue oak,2023-09-29,pd,0.55,2023
2010,LL,Weathertop,blue oak,2023-04-14,pd,0.126,2023
2010,LL,Weathertop,blue oak,2023-09-29,pd,0.45,2023
2010,LL,Weathertop,blue oak,2023-09-29,pd,0.5,2023
2010,LL,Weathertop,blue oak,2023-05-12,md,2.25,2023
2010,LL,Weathertop,blue oak,2023-05-12,md,2.05,2023
2010,LL,Weathertop,blue oak,2023-04-14,md,0.736,2023
2010,LL,Weathertop,blue oak,2023-04-14,md,0.714,2023
2010,LL,Weathertop,blue oak,2023-04-14,pd,0.143,2023
2010,LL,Weathertop,blue oak,2023-09-29,pd,0.6,2023
2010,LL,Weathertop,blue oak,2023-07-28,pd,1.05,2023
2010,LL,Weathertop,blue oak,2023-05-12,pd,0.3,2023
2010,LL,Weathertop,blue oak,2023-05-12,md,1.85,2023
2010,LL,Weathertop,blue oak,2023-05-12,pd,0.13,2023
2010,LL,Weathertop,blue oak,2023-05-12,pd,0.1,2023
2010,LL,Weathertop,blue oak,2023-04-14,md,0.758,2023
2010,LL,Weathertop,blue oak,2023-07-28,pd,1.15,2023
2010,LL,Weathertop,blue oak,2023-04-14,pd,0.154,2023
2011,LL,Weathertop,blue oak,2023-07-28,md,3.82,2023
2011,LL,Weathertop,blue oak,2023-04-14,pd,0.225,2023
2011,LL,Weathertop,blue oak,2023-07-28,md,2.8,2023
2011,LL,Weathertop,blue oak,2023-09-29,pd,1.068,2023
2011,LL,Weathertop,blue oak,2023-09-29,pd,0.941,2023
2011,LL,Weathertop,blue oak,2023-07-28,md,2.9,2023
2011,LL,Weathertop,blue oak,2023-07-28,md,3.56,2023
2011,LL,Weathertop,blue oak,2023-09-29,pd,0.875,2023
2011,LL,Weathertop,blue oak,2023-09-29,pd,0.963,2023
2011,LL,Weathertop,blue oak,2023-04-14,md,0.954,2023
2011,LL,Weathertop,blue oak,2023-04-14,md,1.092,2023
2011,LL,Weathertop,blue oak,2023-07-28,md,3.6,2023
2011,LL,Weathertop,blue oak,2023-07-28,md,3.75,2023
2011,LL,Weathertop,blue oak,2023-04-14,md,1.11,2023
2011,LL,Weathertop,blue oak,2023-04-14,pd,0.2,2023
2011,LL,Weathertop,blue oak,2023-04-14,pd,0.2,2023
2011,LL,Weathertop,blue oak,2023-07-28,pd,0.7,2023
2011,LL,Weathertop,blue oak,2023-07-28,pd,0.8,2023
2011,LL,Weathertop,blue oak,2023-05-12,pd,0.31,2023
2011,LL,Weathertop,blue oak,2023-07-28,pd,0.9,2023
2011,LL,Weathertop,blue oak,2023-05-12,pd,0.375,2023
2011,LL,Weathertop,blue oak,2023-05-12,pd,0.35,2023
2011,LL,Weathertop,blue oak,2023-04-14,md,1.201,2023
2012,Cucu Mesa,Low,blue oak,2023-07-28,pd,0.803,2023
2012,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.9,2023
2012,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.512,2023
2012,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.4,2023
2012,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.55,2023
2012,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.458,2023
2012,Cucu Mesa,Low,blue oak,2023-09-29,md,4,2023
2012,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.55,2023
2012,Cucu Mesa,Low,blue oak,2023-07-28,pd,0.998,2023
2012,Cucu Mesa,Low,blue oak,2023-07-28,md,2.006,2023
2012,Cucu Mesa,Low,blue oak,2023-07-28,md,2.025,2023
2012,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.85,2023
2012,Cucu Mesa,Low,blue oak,2023-07-28,md,2.201,2023
2012,Cucu Mesa,Low,blue oak,2023-07-28,pd,0.761,2023
2012,Cucu Mesa,Low,blue oak,2023-04-14,md,1.15,2023
2012,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.489,2023
2012,Cucu Mesa,Low,blue oak,2023-07-28,md,2.216,2023
2012,Cucu Mesa,Low,blue oak,2023-04-14,md,1.15,2023
2012,Cucu Mesa,Low,blue oak,2023-09-29,md,4.15,2023
2012,Cucu Mesa,Low,blue oak,2023-09-29,md,4.1,2023
2012,Cucu Mesa,Low,blue oak,2023-04-14,md,1.15,2023
2013,Cucu Mesa,Low,blue oak,2023-07-28,md,2.55,2023
2013,Cucu Mesa,Low,blue oak,2023-07-28,md,2.431,2023
2013,Cucu Mesa,Low,blue oak,2023-07-28,pd,0.63,2023
2013,Cucu Mesa,Low,blue oak,2023-05-12,md,1.8,2023
2013,Cucu Mesa,Low,blue oak,2023-07-28,pd,0.76,2023
2013,Cucu Mesa,Low,blue oak,2023-05-12,md,1.56,2023
2013,Cucu Mesa,Low,blue oak,2023-07-28,pd,0.51,2023
2013,Cucu Mesa,Low,blue oak,2023-05-12,md,1.5,2023
2013,Cucu Mesa,Low,blue oak,2023-07-28,md,2.547,2023
2013,Cucu Mesa,Low,blue oak,2023-05-12,md,1.9,2023
2013,Cucu Mesa,Low,blue oak,2023-05-12,md,1.65,2023
2013,Cucu Mesa,Low,blue oak,2023-05-12,md,1.3,2023
2013,Cucu Mesa,Low,blue oak,2023-05-12,md,1,2023
2014,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.469,2023
2014,Cucu Mesa,Low,blue oak,2023-04-14,md,1.1,2023
2014,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.316,2023
2014,Cucu Mesa,Low,blue oak,2023-04-14,md,1.05,2023
2014,Cucu Mesa,Low,blue oak,2023-04-14,md,1.45,2023
2014,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.369,2023
2014,Cucu Mesa,Low,blue oak,2023-04-14,md,1.15,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,md,3.15,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,md,2.9,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,md,2.9,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,md,2.8,2023
2015,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.14,2023
2015,Cucu Mesa,Low,blue oak,2023-04-14,md,1.05,2023
2015,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.59,2023
2015,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.589,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,pd,2.1,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,md,2.1,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,md,2.15,2023
2015,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.2,2023
2015,Cucu Mesa,Low,blue oak,2023-04-14,md,1.05,2023
2015,Cucu Mesa,Low,blue oak,2023-04-14,md,1.15,2023
2015,Cucu Mesa,Low,blue oak,2023-04-14,pd,0.6,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,md,2.1,2023
2015,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.18,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,pd,2.1,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,md,2.75,2023
2015,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.12,2023
2015,Cucu Mesa,Low,blue oak,2023-07-28,pd,2.3,2023
2015,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.14,2023
2015,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.26,2023
2016,Cucu Mesa,Low,blue oak,2023-04-14,md,0.95,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.8,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.7,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,md,3.05,2023
2016,Cucu Mesa,Low,blue oak,2023-07-28,pd,2.1,2023
2016,Cucu Mesa,Low,blue oak,2023-07-28,md,2.662,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.22,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.4,2023
2016,Cucu Mesa,Low,blue oak,2023-07-28,md,3.102,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,md,3.425,2023
2016,Cucu Mesa,Low,blue oak,2023-04-14,md,1,2023
2016,Cucu Mesa,Low,blue oak,2023-07-28,pd,1.9,2023
2016,Cucu Mesa,Low,blue oak,2023-07-28,pd,1.1,2023
2016,Cucu Mesa,Low,blue oak,2023-04-14,md,0.65,2023
2016,Cucu Mesa,Low,blue oak,2023-07-28,pd,3.2,2023
2016,Cucu Mesa,Low,blue oak,2023-07-28,md,2.2,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,md,0.95,2023
2016,Cucu Mesa,Low,blue oak,2023-07-28,md,2.628,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,md,3.225,2023
2016,Cucu Mesa,Low,blue oak,2023-07-28,pd,2.9,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.24,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.18,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.17,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.95,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,md,1.6,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,md,1.3,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.45,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,md,3.25,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,md,1.5,2023
2016,Cucu Mesa,Low,blue oak,2023-09-29,pd,0.7,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,pd,0.28,2023
2016,Cucu Mesa,Low,blue oak,2023-05-12,md,1.1,2023
2020,Chamise,Chamise,blue oak,2023-09-29,pd,1.186,2023
2020,Chamise,Chamise,blue oak,2023-09-29,pd,1.194,2023
2020,Chamise,Chamise,blue oak,2023-05-12,pd,0.231,2023
2020,Chamise,Chamise,blue oak,2023-04-14,md,1.3,2023
2020,Chamise,Chamise,blue oak,2023-04-14,pd,0.4,2023
2020,Chamise,Chamise,blue oak,2023-04-14,pd,0.6,2023
2020,Chamise,Chamise,blue oak,2023-05-12,md,1.1,2023
2020,Chamise,Chamise,blue oak,2023-09-29,pd,1.158,2023
2020,Chamise,Chamise,blue oak,2023-09-29,md,2.9,2023
2020,Chamise,Chamise,blue oak,2023-09-29,md,3,2023
2020,Chamise,Chamise,blue oak,2023-07-28,md,3.061,2023
2020,Chamise,Chamise,blue oak,2023-04-14,md,1.1,2023
2020,Chamise,Chamise,blue oak,2023-09-29,md,2.7,2023
2020,Chamise,Chamise,blue oak,2023-09-29,pd,0.894,2023
2020,Chamise,Chamise,blue oak,2023-09-29,pd,0.841,2023
2020,Chamise,Chamise,blue oak,2023-07-28,md,3.2,2023
2020,Chamise,Chamise,blue oak,2023-05-12,pd,0.31,2023
2020,Chamise,Chamise,blue oak,2023-05-12,md,1.3,2023
2020,Chamise,Chamise,blue oak,2023-04-14,pd,0.35,2023
2020,Chamise,Chamise,blue oak,2023-04-14,pd,0.25,2023
2020,Chamise,Chamise,blue oak,2023-05-12,md,1.4,2023
2020,Chamise,Chamise,blue oak,2023-10-19,md,3.7,2023
2020,Chamise,Chamise,blue oak,2023-05-12,pd,0.275,2023
2020,Chamise,Chamise,blue oak,2023-04-14,md,1.4,2023
2020,Chamise,Chamise,blue oak,2023-07-28,pd,0.589,2023
2020,Chamise,Chamise,blue oak,2023-10-19,md,4,2023
2020,Chamise,Chamise,blue oak,2023-07-28,pd,0.748,2023
2020,Chamise,Chamise,blue oak,2023-07-28,md,3.08,2023
2020,Chamise,Chamise,blue oak,2023-10-19,md,3.8,2023
2020,Chamise,Chamise,blue oak,2023-04-14,pd,0.4,2023
2020,Chamise,Chamise,blue oak,2023-05-12,pd,0.25,2023
2020,Chamise,Chamise,blue oak,2023-05-12,pd,0.25,2023
2020,Chamise,Chamise,blue oak,2023-07-28,pd,0.728,2023
2020,Chamise,Chamise,blue oak,2023-10-19,md,3.4,2023
2021,Chamise,Chamise,blue oak,2023-05-12,pd,0.301,2023
2021,Chamise,Chamise,blue oak,2023-07-28,pd,0.87,2023
2021,Chamise,Chamise,blue oak,2023-10-19,md,3.6,2023
2021,Chamise,Chamise,blue oak,2023-09-29,pd,0.612,2023
2021,Chamise,Chamise,blue oak,2023-09-29,md,2.898,2023
2021,Chamise,Chamise,blue oak,2023-04-14,pd,0.45,2023
2021,Chamise,Chamise,blue oak,2023-07-28,pd,0.73,2023
2021,Chamise,Chamise,blue oak,2023-05-12,pd,0.25,2023
2021,Chamise,Chamise,blue oak,2023-04-14,pd,0.2,2023
2021,Chamise,Chamise,blue oak,2023-07-28,md,2.485,2023
2021,Chamise,Chamise,blue oak,2023-09-29,pd,0.872,2023
2021,Chamise,Chamise,blue oak,2023-07-28,pd,1.38,2023
2021,Chamise,Chamise,blue oak,2023-09-29,md,3.122,2023
2021,Chamise,Chamise,blue oak,2023-04-14,md,1,2023
2021,Chamise,Chamise,blue oak,2023-10-19,md,3.4,2023
2021,Chamise,Chamise,blue oak,2023-09-29,pd,0.561,2023
2021,Chamise,Chamise,blue oak,2023-05-12,md,1.62,2023
2021,Chamise,Chamise,blue oak,2023-07-28,md,2.447,2023
2021,Chamise,Chamise,blue oak,2023-04-14,pd,0.375,2023
2021,Chamise,Chamise,blue oak,2023-04-14,pd,0.2,2023
2021,Chamise,Chamise,blue oak,2023-07-28,pd,0.75,2023
2021,Chamise,Chamise,blue oak,2023-07-28,pd,1.02,2023
2021,Chamise,Chamise,blue oak,2023-04-14,md,1.025,2023
2021,Chamise,Chamise,blue oak,2023-04-14,md,1.025,2023
2021,Chamise,Chamise,blue oak,2023-09-29,md,2.995,2023
2021,Chamise,Chamise,blue oak,2023-04-14,pd,0.175,2023
2021,Chamise,Chamise,blue oak,2023-07-28,pd,1.1,2023
2021,Chamise,Chamise,blue oak,2023-07-28,pd,0.8,2023
2021,Chamise,Chamise,blue oak,2023-05-12,md,1.6,2023
2021,Chamise,Chamise,blue oak,2023-07-28,pd,0.675,2023
2021,Chamise,Chamise,blue oak,2023-05-12,md,1.5,2023
2021,Chamise,Chamise,blue oak,2023-09-29,pd,0.496,2023
2021,Chamise,Chamise,blue oak,2023-07-28,md,2.719,2023
2021,Chamise,Chamise,blue oak,2023-05-12,pd,0.355,2023
2021,Chamise,Chamise,blue oak,2023-10-19,md,3.7,2023
2022,Chamise,Chamise,live oak,2023-05-12,md,1.4,2023
2022,Chamise,Chamise,live oak,2023-10-19,md,2.5,2023
2022,Chamise,Chamise,live oak,2023-09-29,pd,0.865,2023
2022,Chamise,Chamise,live oak,2023-05-12,md,1.4,2023
2022,Chamise,Chamise,live oak,2023-05-12,pd,0.16,2023
2022,Chamise,Chamise,live oak,2023-09-29,md,3.7,2023
2022,Chamise,Chamise,live oak,2023-10-19,md,2.5,2023
2022,Chamise,Chamise,live oak,2023-10-19,md,2.6,2023
