"","site","plot","tree","week","species","rep","plot_number.x","mean_pd","mpa_pd","date_pd","plot_number.y","mean_md","mpa_md","date_md"
"118","Chamise","Chamise","2023",19,"live oak","2","Chamise",1.22185714285714,1.088,2022-05-09,"Chamise",1.849,1.688,2022-05-09
"119","Chamise","Chamise","2023",19,"live oak","3","Chamise",1.22185714285714,1.089,2022-05-09,"Chamise",1.849,1.888,2022-05-09
"120","Chamise","Chamise","2023",19,"live oak","4","Chamise",1.22185714285714,1.358,2022-05-09,NA,NA,NA,NA
"121","Chamise","Chamise","2023",19,"live oak","5","Chamise",1.22185714285714,1.479,2022-05-09,NA,NA,NA,NA
"122","Chamise","Chamise","2023",19,"live oak","6","Chamise",1.22185714285714,1.089,2022-05-09,NA,NA,NA,NA
"123","Chamise","Chamise","2023",19,"live oak","7","Chamise",1.22185714285714,1.18,2022-05-09,NA,NA,NA,NA
"124","Chamise","Chamise","2023",21,"live oak","1","Chamise",1.30166666666667,1.25,2022-05-25,"Chamise",2.149,2.02,2022-05-23
"125","Chamise","Chamise","2023",21,"live oak","2","Chamise",1.30166666666667,1.25,2022-05-25,"Chamise",2.149,2.305,2022-05-23
"126","Chamise","Chamise","2023",21,"live oak","3","Chamise",1.30166666666667,1.1,2022-05-25,"Chamise",2.149,1.933,2022-05-23
"127","Chamise","Chamise","2023",21,"live oak","4","Chamise",1.30166666666667,1.3,2022-05-25,"Chamise",2.149,2.298,2022-05-23
"128","Chamise","Chamise","2023",21,"live oak","5","Chamise",1.30166666666667,1.41,2022-05-25,"Chamise",2.149,2.189,2022-05-23
"129","Chamise","Chamise","2023",21,"live oak","6","Chamise",1.30166666666667,1.5,2022-05-25,NA,NA,NA,NA
"130","Chamise","Chamise","2023",29,"live oak","1","Chamise",2.3,2.3,2022-07-19,"Chamise",3.46666666666667,3.5,2022-07-19
"131","Chamise","Chamise","2023",29,"live oak","2","Chamise",2.3,2.5,2022-07-19,"Chamise",3.46666666666667,3.6,2022-07-19
"132","Chamise","Chamise","2023",29,"live oak","3","Chamise",2.3,2.1,2022-07-19,"Chamise",3.46666666666667,3.3,2022-07-19
"133","Chamise","Chamise","2023",33,"live oak","1","Chamise",2.3,2.3,2022-08-18,"Chamise",3.46666666666667,3.5,2022-08-18
"134","Chamise","Chamise","2023",33,"live oak","2","Chamise",2.3,2.5,2022-08-18,"Chamise",3.46666666666667,3.6,2022-08-18
"135","Chamise","Chamise","2023",33,"live oak","3","Chamise",2.3,2.1,2022-08-18,"Chamise",3.46666666666667,3.3,2022-08-18
"136","Chamise","Chamise","2024",10,"blue oak","1",NA,NA,NA,NA,"Chamise",1.685,1.65,2022-03-08
"137","Chamise","Chamise","2024",10,"blue oak","2",NA,NA,NA,NA,"Chamise",1.685,1.72,2022-03-08
"138","Chamise","Chamise","2024",11,"blue oak","1","Chamise",1.0925,0.77,2022-03-15,NA,NA,NA,NA
"139","Chamise","Chamise","2024",11,"blue oak","2","Chamise",1.0925,0.9,2022-03-15,NA,NA,NA,NA
"140","Chamise","Chamise","2024",11,"blue oak","3","Chamise",1.0925,1.26,2022-03-15,NA,NA,NA,NA
"141","Chamise","Chamise","2024",11,"blue oak","4","Chamise",1.0925,1.44,2022-03-15,NA,NA,NA,NA
"142","Chamise","Chamise","2024",14,"blue oak","1","Chamise",0.413,0.405,2022-04-04,"Chamise",2.25,2.2,2022-04-04
"143","Chamise","Chamise","2024",14,"blue oak","2",NA,NA,NA,NA,"Chamise",2.25,2.3,2022-04-04
"144","Chamise","Chamise","2024",14,"blue oak","3","Chamise",0.413,0.445,2022-04-04,NA,NA,NA,NA
"145","Chamise","Chamise","2024",14,"blue oak","4","Chamise",0.413,0.389,2022-04-04,NA,NA,NA,NA
"146","Chamise","Chamise","2024",15,"blue oak","1",NA,NA,NA,NA,"Chamise",2.33666666666667,1.85,2022-04-13
"147","Chamise","Chamise","2024",15,"blue oak","2",NA,NA,NA,NA,"Chamise",2.33666666666667,2.56,2022-04-13
"148","Chamise","Chamise","2024",15,"blue oak","3",NA,NA,NA,NA,"Chamise",2.33666666666667,2.6,2022-04-13
"149","Chamise","Chamise","2024",17,"blue oak","1","Chamise",1.017,1.005,2022-04-27,"Chamise",1.871,1.958,2022-04-27
"150","Chamise","Chamise","2024",17,"blue oak","2","Chamise",1.017,0.958,2022-04-27,"Chamise",1.871,1.881,2022-04-27
"151","Chamise","Chamise","2024",17,"blue oak","3","Chamise",1.017,1.088,2022-04-27,"Chamise",1.871,1.774,2022-04-27
"152","Chamise","Chamise","2024",19,"blue oak","1","Chamise",1.346,1.251,2022-05-09,"Chamise",2.20733333333333,2.159,2022-05-09
"153","Chamise","Chamise","2024",19,"blue oak","2","Chamise",1.346,1.389,2022-05-09,"Chamise",2.20733333333333,2.312,2022-05-09
"154","Chamise","Chamise","2024",19,"blue oak","3","Chamise",1.346,1.398,2022-05-09,"Chamise",2.20733333333333,2.151,2022-05-09
"155","Chamise","Chamise","2024",21,"blue oak","1","Chamise",1.7,1.75,2022-05-25,"Chamise",2.692,2.716,2022-05-23
"156","Chamise","Chamise","2024",21,"blue oak","2","Chamise",1.7,1.65,2022-05-25,"Chamise",2.692,2.668,2022-05-23
"157","Chamise","Chamise","2024",21,"blue oak","3",NA,NA,NA,NA,"Chamise",2.692,2.716,2022-05-23
"158","Chamise","Chamise","2024",21,"blue oak","4",NA,NA,NA,NA,"Chamise",2.692,2.668,2022-05-23
"159","Chamise","Chamise","2024",29,"blue oak","1","Chamise",2.76,2.45,2022-07-19,"Chamise",4.1,4.3,2022-07-19
"160","Chamise","Chamise","2024",29,"blue oak","2","Chamise",2.76,2.9,2022-07-19,"Chamise",4.1,3.9,2022-07-19
"161","Chamise","Chamise","2024",29,"blue oak","3","Chamise",2.76,3.1,2022-07-19,"Chamise",4.1,4.1,2022-07-19
"162","Chamise","Chamise","2024",29,"blue oak","4","Chamise",2.76,2.45,2022-07-19,NA,NA,NA,NA
"163","Chamise","Chamise","2024",29,"blue oak","5","Chamise",2.76,2.9,2022-07-19,NA,NA,NA,NA
"164","Chamise","Chamise","2024",33,"blue oak","1","Chamise",2.76,2.45,2022-08-18,"Chamise",4.1,4.3,2022-08-18
"165","Chamise","Chamise","2024",33,"blue oak","2","Chamise",2.76,2.9,2022-08-18,"Chamise",4.1,3.9,2022-08-18
"166","Chamise","Chamise","2024",33,"blue oak","3","Chamise",2.76,3.1,2022-08-18,"Chamise",4.1,4.1,2022-08-18
"167","Chamise","Chamise","2024",33,"blue oak","4","Chamise",2.76,2.45,2022-08-18,NA,NA,NA,NA
"168","Chamise","Chamise","2024",33,"blue oak","5","Chamise",2.76,2.9,2022-08-18,NA,NA,NA,NA
"169","Chamise","Chamise","2025",10,"blue oak","1",NA,NA,NA,NA,"Chamise",1.8025,2.07,2022-03-08
"170","Chamise","Chamise","2025",10,"blue oak","2",NA,NA,NA,NA,"Chamise",1.8025,1.71,2022-03-08
"171","Chamise","Chamise","2025",10,"blue oak","3",NA,NA,NA,NA,"Chamise",1.8025,1.64,2022-03-08
"172","Chamise","Chamise","2025",10,"blue oak","4",NA,NA,NA,NA,"Chamise",1.8025,1.79,2022-03-08
"173","Chamise","Chamise","2025",11,"blue oak","1","Chamise",1.3425,1.1,2022-03-15,NA,NA,NA,NA
"174","Chamise","Chamise","2025",11,"blue oak","2","Chamise",1.3425,1.35,2022-03-15,NA,NA,NA,NA
"175","Chamise","Chamise","2025",11,"blue oak","3","Chamise",1.3425,1.42,2022-03-15,NA,NA,NA,NA
"176","Chamise","Chamise","2025",11,"blue oak","4","Chamise",1.3425,1.5,2022-03-15,NA,NA,NA,NA
"177","Chamise","Chamise","2025",14,"blue oak","1","Chamise",0.1056,0.101,2022-04-04,NA,NA,NA,NA
"178","Chamise","Chamise","2025",14,"blue oak","2","Chamise",0.1056,0.05,2022-04-04,NA,NA,NA,NA
"179","Chamise","Chamise","2025",14,"blue oak","3","Chamise",0.1056,0.12,2022-04-04,NA,NA,NA,NA
"180","Chamise","Chamise","2025",14,"blue oak","4","Chamise",0.1056,0.113,2022-04-04,NA,NA,NA,NA
"181","Chamise","Chamise","2025",14,"blue oak","5","Chamise",0.1056,0.144,2022-04-04,NA,NA,NA,NA
"182","Chamise","Chamise","2025",15,"blue oak","1",NA,NA,NA,NA,"Chamise",1.6755,1.471,2022-04-13
"183","Chamise","Chamise","2025",15,"blue oak","2",NA,NA,NA,NA,"Chamise",1.6755,2.231,2022-04-13
"184","Chamise","Chamise","2025",15,"blue oak","3",NA,NA,NA,NA,"Chamise",1.6755,1.447,2022-04-13
"185","Chamise","Chamise","2025",15,"blue oak","4",NA,NA,NA,NA,"Chamise",1.6755,1.553,2022-04-13
"186","Chamise","Chamise","2025",17,"blue oak","1","Chamise",1.0305,1.021,2022-04-27,"Chamise",1.428,1.416,2022-04-27
"187","Chamise","Chamise","2025",17,"blue oak","2","Chamise",1.0305,1.04,2022-04-27,"Chamise",1.428,1.325,2022-04-27
"188","Chamise","Chamise","2025",17,"blue oak","3",NA,NA,NA,NA,"Chamise",1.428,1.543,2022-04-27
"189","Chamise","Chamise","2025",19,"blue oak","1","Chamise",1.70942857142857,1.778,2022-05-09,"Chamise",1.9545,1.947,2022-05-09
"190","Chamise","Chamise","2025",19,"blue oak","2","Chamise",1.70942857142857,1.968,2022-05-09,"Chamise",1.9545,1.962,2022-05-09
"191","Chamise","Chamise","2025",19,"blue oak","3","Chamise",1.70942857142857,1.902,2022-05-09,NA,NA,NA,NA
"192","Chamise","Chamise","2025",19,"blue oak","4","Chamise",1.70942857142857,1.553,2022-05-09,NA,NA,NA,NA
"193","Chamise","Chamise","2025",19,"blue oak","5","Chamise",1.70942857142857,1.688,2022-05-09,NA,NA,NA,NA
"194","Chamise","Chamise","2025",19,"blue oak","6","Chamise",1.70942857142857,1.579,2022-05-09,NA,NA,NA,NA
"195","Chamise","Chamise","2025",19,"blue oak","7","Chamise",1.70942857142857,1.498,2022-05-09,NA,NA,NA,NA
"196","Chamise","Chamise","2025",21,"blue oak","1","Chamise",1.5,1.45,2022-05-25,"Chamise",3.0585,3.069,2022-05-23
"197","Chamise","Chamise","2025",21,"blue oak","2","Chamise",1.5,1.55,2022-05-25,"Chamise",3.0585,3.048,2022-05-23
"198","Chamise","Chamise","2025",29,"blue oak","1","Chamise",3.125,3,2022-07-19,"Chamise",4.06666666666667,4.2,2022-07-19
"199","Chamise","Chamise","2025",29,"blue oak","2","Chamise",3.125,3.4,2022-07-19,"Chamise",4.06666666666667,4,2022-07-19
"200","Chamise","Chamise","2025",29,"blue oak","3","Chamise",3.125,3.7,2022-07-19,"Chamise",4.06666666666667,4,2022-07-19
"201","Chamise","Chamise","2025",29,"blue oak","4","Chamise",3.125,2.4,2022-07-19,NA,NA,NA,NA
"202","Chamise","Chamise","2025",33,"blue oak","1","Chamise",3.125,3,2022-08-18,"Chamise",4.06666666666667,4.2,2022-08-18
"203","Chamise","Chamise","2025",33,"blue oak","2","Chamise",3.125,3.4,2022-08-18,"Chamise",4.06666666666667,4,2022-08-18
"204","Chamise","Chamise","2025",33,"blue oak","3","Chamise",3.125,3.7,2022-08-18,"Chamise",4.06666666666667,4,2022-08-18
"205","Chamise","Chamise","2025",33,"blue oak","4","Chamise",3.125,2.4,2022-08-18,NA,NA,NA,NA
"206","Chamise","Chamise","Chamise-ARCA",10,"ARCA","1","Chamise",1.30814285714286,1.33,2022-03-08,"Chamise",2.9154,3.51,2022-03-08
"207","Chamise","Chamise","Chamise-ARCA",10,"ARCA","2","Chamise",1.30814285714286,1.39,2022-03-08,"Chamise",2.9154,3.01,2022-03-08
"208","Chamise","Chamise","Chamise-ARCA",10,"ARCA","3","Chamise",1.30814285714286,1.08,2022-03-08,"Chamise",2.9154,2.07,2022-03-08
"209","Chamise","Chamise","Chamise-ARCA",10,"ARCA","4","Chamise",1.30814285714286,1.307,2022-03-08,"Chamise",2.9154,3.117,2022-03-08
"210","Chamise","Chamise","Chamise-ARCA",10,"ARCA","5","Chamise",1.30814285714286,1.27,2022-03-08,"Chamise",2.9154,2.87,2022-03-08
"211","Chamise","Chamise","Chamise-ARCA",10,"ARCA","6","Chamise",1.30814285714286,1.38,2022-03-08,NA,NA,NA,NA
"212","Chamise","Chamise","Chamise-ARCA",10,"ARCA","7","Chamise",1.30814285714286,1.4,2022-03-08,NA,NA,NA,NA
"213","Chamise","Chamise","Chamise-ARCA",11,"ARCA","1","Chamise",1.936,2.1,2022-03-15,NA,NA,NA,NA
"214","Chamise","Chamise","Chamise-ARCA",11,"ARCA","2","Chamise",1.936,1.76,2022-03-15,NA,NA,NA,NA
"215","Chamise","Chamise","Chamise-ARCA",11,"ARCA","3","Chamise",1.936,1.98,2022-03-15,NA,NA,NA,NA
