,SHIFT_ID,LA_Tree_ID,lat,lon,20220224,20220228,20220308,20220316,20220322,20220405,20220412,20220420,20220429,20220503,20220511,20220517
36,SRLX050,2371,34.69156963,-120.0460555,0.027511826,0.024019193,0.036398333,0.030327402,0.04031346,0.079711474,0.027004955,0.044805877,0.04231517,0.049121756,0.031058013,0.041940257
37,SRL-051,2372,34.69147963,-120.0461149,0.019818265,0.020117486,0.003346765,0.04199983,0.066988975,0.08451113,0.038255166,0.034639142,0.039275706,0.041770857,0.031743333,0.03320617
38,SRA-077,2375,34.69185633,-120.0466441,0.053118177,0.06520337,0.09711525,0.047933698,0.07995602,0.09205838,0.035159744,0.029586978,0.013828055,0.029629426,3.53E-10,0.01977552
39,SRA-066,2345,34.69162601,-120.0465439,0.07710151,0.09834487,0.08152032,0.06821787,0.089613914,0.087733224,0.0509538,0.06900194,0.09025544,0.058036882,0.0545976,0.05680286
40,SRC-029,2009,34.69181659,-120.0469197,0.005469802,0.004991076,7.59E-08,0.007063378,0.040713724,0.058212128,0.006026143,0.020497251,0.019589433,2.16E-06,0.010903832,0.017152654
41,SRL-039,2347,34.69167859,-120.0468168,0.047833625,0.07357626,0.057766624,0.03520192,0.035220593,0.039478954,2.74E-08,0.011252025,0.011729419,0.008705982,2.09E-10,0.008127022
42,SRL-038,2346,34.69163159,-120.0468718,0.09377514,0.12898435,0.035927802,0.06164389,0.06578136,0.058720462,2.41E-11,8.23E-08,0.003971412,1.52E-11,4.18E-16,1.01E-11
43,SRC-028,2343,34.69149954,-120.0468186,0.06795116,0.08241723,0.09232769,0.060009852,0.06381432,0.06893019,0.010944369,0.031990666,0.029793452,0.022468429,0.021525566,0.02416794
44,SRL-015,1478,34.69630772,-120.0500321,0.062105216,0.076129146,0.08302665,0.040469736,0.091563635,0.098124035,0.063395664,0.082307026,0.09183257,0.09750505,0.05056308,0.045381803
45,SRL-016,2016,34.6965447,-120.0504075,0.04110901,0.039649863,0.05488099,0.062368363,0.07718892,0.100862585,0.05547062,0.047245488,0.06645484,0.06789794,0.022813765,0.044854444
46,SRL-016,2016,34.69654092,-120.0503491,0.04665581,0.06481783,0.054305498,0.06597738,0.109616645,0.09144585,0.056391858,0.06271175,0.079719976,0.052663952,0.034750175,0.026755098
47,SRL-011,2005,34.6974386,-120.050265,0.01995223,0.01484655,0.045703888,0.036107104,0.038162515,0.052297384,0.028856501,0.04147472,0.055115547,0.049918443,0.023364069,0.02411822
48,SRL-010,2004,34.69742968,-120.049936,0.058837887,0.07235245,0.10762691,0.06792468,0.09810923,0.027738318,0.06453463,0.07385504,0.042623516,0.039368972,0.0462396,0.04445567
49,SRL-017,2012,34.69703925,-120.0504432,0.017276172,0.028771294,0.035158362,0.060916215,0.07252149,0.060091797,0.040436126,0.040538993,0.026721463,0.06386585,0.033149526,0.005579132
50,SRL-018,2015,34.69763579,-120.0508557,2.68E-07,0.002796019,0.005024818,0.000908629,0.014001263,0.04304376,0.048420142,0.027314553,0.058955636,0.026846757,0.011695736,0.010434967
51,SRL-014,2006,34.69798442,-120.0504613,0.018929906,0.067692995,0.10136497,0.06939853,0.09032458,0.09685408,0.08133815,0.081067055,0.095237836,0.07036838,0.05699835,0.042049427
52,SRL-013,2007,34.69821664,-120.0506206,0.016224677,0.046024453,0.03476217,0.0476838,0.06381774,0.06930164,0.038919307,0.022466155,0.05073358,0.053939242,0.019103246,0.017220853
53,SRL-013,2007,34.69821333,-120.0505622,0.031054746,0.06041323,0.06459737,0.054040346,0.062038876,0.06664414,0.048255913,0.04018789,0.057332266,0.058477916,0.024208391,0.027549027
54,SRL-012,2008,34.69839719,-120.0507197,6.05E-07,0.02684454,0.036913373,0.05059361,0.05295921,0.060857933,0.015880141,0.034422398,0.048445687,0.027452603,0.005848547,0.006492513
55,SRL-001,2087,34.71827854,-120.0415579,2.17E-11,7.26E-09,0.007555252,0.02563036,0.055547006,0.084366515,0.064790405,0.06367726,-9999,0.066765964,0.044024397,0.05449078
56,SRL-001,2087,34.71827474,-120.041499,9.06E-14,8.43E-07,0.022000303,0.038227625,0.071027614,0.092108354,0.06782613,0.07756821,-9999,0.066765964,0.04468017,0.073739864
57,SRL-002,2088,34.71781201,-120.0410277,0.021384919,0.055046428,0.02771435,0.047517996,0.07210828,0.104944564,0.07857236,0.075383246,-9999,0.09240964,0.07738527,0.0795027
58,SRL-007,2086,34.71793625,-120.0406423,3.49E-11,0.005201504,0.013028424,0.02189369,0.03935495,0.06299703,0.040950596,0.035362978,-9999,0.046528053,0.026870059,0.03002745
59,SRL-009,2085,34.71807882,-120.0408553,0.07590212,0.1033575,0.058617946,0.07966012,0.08368223,0.08658361,0.055342104,0.07481647,-9999,0.08246282,0.04700881,0.044724535
60,SRL-004,2092,34.71802199,-120.040369,0.04999722,0.06204144,0.059636693,0.040520366,0.063325256,0.06091816,0.06895251,0.05181662,-9999,0.04750682,0.050866146,0.05274123
61,SRL-004,2092,34.71801916,-120.0403111,0.04831241,0.05697124,0.040599123,0.053196065,0.073617816,0.06091816,0.04611714,0.054088183,-9999,0.05460089,0.04672262,0.04498901
62,SRL-005,2091,34.71783806,-120.0401506,0.09059954,0.05287391,0.05851287,0.09797374,0.12495602,0.107825525,0.10277808,0.1341097,-9999,0.11140484,0.079981856,0.064254545
63,SRL-005,2091,34.71783246,-120.0400957,0.07528538,0.12968324,0.076532334,0.10215489,0.15187007,0.111003034,0.14252415,0.14303054,-9999,0.10073205,0.12097516,0.06173719
64,SRL-005,2091,34.7177906,-120.0401472,0.121828355,0.13300698,0.123249725,0.12696825,0.16146243,0.15048578,0.14312437,0.1341097,-9999,0.15590294,0.12370735,0.11992885
65,SRL-005,2091,34.71778937,-120.0400967,0.12695593,0.15293227,0.12327296,0.13411349,0.15187007,0.15048578,0.14653143,0.15356235,-9999,0.15615317,0.13626808,0.13977133
66,SRL-006,2090,34.71838255,-120.0403498,7.52E-10,0.011717654,0.030961148,0.03522911,0.03727063,0.06349761,0.039369643,0.04128644,-9999,0.047359463,0.039249603,0.030136516
67,SRL-006,2090,34.71838124,-120.0402959,0.002438646,0.038717955,0.05524186,0.03866936,0.07149452,0.07481468,0.028341806,0.037640322,-9999,0.030291688,0.016327411,0.027330738
68,SRL-003,2093,34.71834151,-120.0405716,2.56E-10,2.60E-13,2.05E-09,0.06100223,0.008659407,0.08312499,0.035719384,0.057254806,-9999,0.042195447,0.03182737,0.03686734
69,SRL-008,2089,34.71861933,-120.0408911,0.056660526,0.07132673,0.07257538,0.06964756,0.066179514,0.060999937,0.04188355,0.04913156,-9999,0.07354292,0.07777092,0.04147872
70,SRL-008,2089,34.71861986,-120.0408348,0.052758936,0.06349403,0.06153191,0.06457802,0.07724166,0.054552145,0.04999133,0.067623414,-9999,0.07331679,0.058550883,0.06187908
71,SRL-008,2089,34.71857286,-120.0408893,0.044648755,0.09588231,0.06407549,0.03962582,0.063048154,0.07665035,0.06708371,0.07185094,-9999,0.09318399,0.07123899,0.08759769
72,SRL-008,2089,34.71857628,-120.0408352,0.052758936,0.0781045,0.041673377,0.074651144,0.09389343,0.07665035,0.055432945,0.08496677,-9999,0.084665135,0.05948692,0.061392393
73,SRP-040,2040,34.74213639,-120.0404871,0.022604827,0.057851467,0.084622614,0.08629774,0.07400099,0.05725383,0.007037538,0.040301435,0.056314316,0.047221333,0.017165098,0.03459996
74,SRP-041,2041,34.74218807,-120.0407028,6.69E-12,1.24E-13,0.010627714,0.019643808,0.053455316,0.060220372,0.018397084,0.038664646,0.04530412,0.004922606,4.25E-08,0.001404054
75,SRP-042,2042,34.74300514,-120.040948,0.032026507,0.067003235,0.074097455,0.062384672,0.1115059,0.05375054,0.037583474,0.05205279,0.03464749,0.037188757,0.005824104,0.013840023
76,SRP-044,2044,34.74300496,-120.0409991,0.006289753,0.015905663,0.052585572,0.064976394,0.088229395,0.0742018,0.042573668,0.037652656,0.03464749,0.05653885,0.005824104,0.03249765
77,SRP-043,2043,34.74300719,-120.0410518,3.35E-09,2.82E-11,0.05149103,0.07096433,2.30E-08,0.0742018,0.032595344,0.04499363,0.028871166,0.014565527,0.01599102,2.58E-08
78,SRP-049,2049,34.74332646,-120.0412637,2.34E-07,2.04E-09,0.074617684,0.06453686,0.08215921,0.083578505,0.06181363,0.06588705,0.055116393,0.057952084,0.023703575,0.04692708
79,SRP-048,2048,34.74337018,-120.0412105,0.05908964,0.062611505,0.05114663,0.023920117,0.06813125,0.06702691,0.02623336,0.023156697,0.05122256,0.055303726,0.011827176,0.016941942
80,SRP-047,2047,34.7434575,-120.0410409,0.04896348,0.014710463,0.06014233,0.08350094,0.11161717,0.094659254,0.07939212,0.09662824,0.022253398,0.07989365,0.019569173,0.03959592
81,SRP-046,2046,34.74341024,-120.0409875,0.02303188,0.005777007,0.005214884,3.77E-09,0.035948735,0.003350385,5.33E-11,0.022496957,3.98E-07,0.010739493,7.25E-11,8.03E-12
82,SRP-045,2045,34.74336799,-120.0410424,0.032283094,0.030024076,0.028178653,0.06016798,0.06146969,0.049910504,0.028772159,0.035114642,0.046029437,0.024657242,0.000524323,0.005781717
83,SRP-050,2050,34.74254041,-120.0329917,0.0369895,0.058186986,0.022871032,0.08685147,0.11373273,0.089954495,0.044770427,0.06901947,0.08532119,0.07664116,0.02436172,0.04775039
84,SRP-051,2051,34.74240771,-120.0331067,9.01E-09,4.39E-10,0.02692977,0.03327234,0.052374396,0.036163487,0.00931497,0.041528445,0.01665361,0.016420946,0.007798432,0.004560512
85,SRP-052,2052,34.74231377,-120.0329459,0.046366002,0.025206843,0.103234015,0.102228135,0.10656605,0.13374779,0.06484133,0.10710571,0.042460166,0.097191855,0.087949224,0.10039776
