Plot Title: Chamise2_2023,,,,,,,,
#,"Date Time, GMT-07:00","Temp, ¡F (LGR S/N: 21308627, SEN S/N: 21308627)","RH, % (LGR S/N: 21308627, SEN S/N: 21308627)",Coupler Detached (LGR S/N: 21308627),Coupler Attached (LGR S/N: 21308627),Host Connected (LGR S/N: 21308627),Stopped (LGR S/N: 21308627),End Of File (LGR S/N: 21308627)
49,9/30/23 2:00,57.052,94.408,,,,,
50,9/30/23 2:15,57.052,94.359,,,,,
51,9/30/23 2:30,57.052,94.286,,,,,
52,9/30/23 2:45,57.052,94.383,,,,,
53,9/30/23 3:00,57.052,94.628,,,,,
54,9/30/23 3:15,57.052,94.774,,,,,
55,9/30/23 3:30,56.977,94.652,,,,,
56,9/30/23 3:45,56.745,94.799,,,,,
57,9/30/23 4:00,56.512,95.14,,,,,
58,9/30/23 4:15,56.358,95.58,,,,,
59,9/30/23 4:30,55.818,95.604,,,,,
60,9/30/23 4:45,55.508,95.995,,,,,
61,9/30/23 5:00,55.278,96.19,,,,,
62,9/30/23 5:15,55.2,96.068,,,,,
63,9/30/23 5:30,55.123,96.166,,,,,
64,9/30/23 5:45,54.583,95.751,,,,,
65,9/30/23 6:00,54.118,94.969,,,,,
66,9/30/23 6:15,53.964,94.335,,,,,
67,9/30/23 6:30,53.964,94.017,,,,,
68,9/30/23 6:45,54.041,93.48,,,,,
69,9/30/23 7:00,54.041,93.822,,,,,
70,9/30/23 7:15,54.196,93.529,,,,,
71,9/30/23 7:30,54.428,92.039,,,,,
72,9/30/23 7:45,54.658,91.331,,,,,
73,9/30/23 8:00,54.736,90.403,,,,,
74,9/30/23 8:15,55.278,89.06,,,,,
75,9/30/23 8:30,55.972,87.595,,,,,
76,9/30/23 8:45,56.59,87.009,,,,,
77,9/30/23 9:00,56.822,85.983,,,,,
78,9/30/23 9:15,58.057,84.835,,,,,
79,9/30/23 9:30,59.988,80.733,,,,,
80,9/30/23 9:45,61.918,76.41,,,,,
81,9/30/23 10:00,60.838,76.386,,,,,
82,9/30/23 10:15,60.683,77.094,,,,,
83,9/30/23 10:30,60.528,77.363,,,,,
84,9/30/23 10:45,60.451,78.144,,,,,
85,9/30/23 11:00,61.763,75.702,,,,,
86,9/30/23 11:15,62.69,72.503,,,,,
87,9/30/23 11:30,60.683,80.83,,,,,
88,9/30/23 11:45,57.362,88.034,,,,,
89,9/30/23 12:00,57.979,90.232,,,,,
90,9/30/23 12:15,59.139,87.57,,,,,
91,9/30/23 12:30,61.223,80.611,,,,,
92,9/30/23 12:45,60.528,81.49,,,,,
93,9/30/23 13:00,58.674,83.736,,,,,
94,9/30/23 13:15,61.918,81.148,,,,,
95,9/30/23 13:30,65.161,72.088,,,,,
96,9/30/23 13:45,63.385,72.65,,,,,
97,9/30/23 14:00,63.23,71.038,,,,,
98,9/30/23 14:15,63.385,69.646,,,,,
99,9/30/23 14:30,62.845,70.159,,,,,
100,9/30/23 14:45,62.535,71.746,,,,,
101,9/30/23 15:00,63.307,70.012,,,,,
102,9/30/23 15:15,65.471,65.348,,,,,
103,9/30/23 15:30,63.23,67.155,,,,,
104,9/30/23 15:45,62.767,67.009,,,,,
105,9/30/23 16:00,62.845,69.011,,,,,
106,9/30/23 16:15,62.535,68.547,,,,,
107,9/30/23 16:30,62.845,67.375,,,,,
108,9/30/23 16:45,61.61,69.744,,,,,
109,9/30/23 17:00,61.378,69.548,,,,,
110,9/30/23 17:15,60.913,70.281,,,,,
111,9/30/23 17:30,60.141,71.722,,,,,
112,9/30/23 17:45,59.524,71.819,,,,,
113,9/30/23 18:00,58.906,72.772,,,,,
114,9/30/23 18:15,57.672,75.726,,,,,
115,9/30/23 18:30,56.512,76.899,,,,,
116,9/30/23 18:45,55.431,78.681,,,,,
117,9/30/23 19:00,54.813,79.853,,,,,
118,9/30/23 19:15,54.505,81.563,,,,,
119,9/30/23 19:30,53.964,82.466,,,,,
120,9/30/23 19:45,53.656,84.518,,,,,
121,9/30/23 20:00,53.733,85.153,,,,,
122,9/30/23 20:15,53.733,85.299,,,,,
123,9/30/23 20:30,53.578,85.763,,,,,
124,9/30/23 20:45,53.501,86.349,,,,,
125,9/30/23 21:00,53.501,86.935,,,,,
126,9/30/23 21:15,53.346,87.302,,,,,
127,9/30/23 21:30,52.961,87.863,,,,,
128,9/30/23 21:45,52.884,88.425,,,,,
129,9/30/23 22:00,52.497,89.133,,,,,
130,9/30/23 22:15,52.189,90.11,,,,,
131,9/30/23 22:30,51.879,90.403,,,,,
132,9/30/23 22:45,51.57,91.013,,,,,
133,9/30/23 23:00,51.417,91.306,,,,,
134,9/30/23 23:15,51.262,91.624,,,,,
135,9/30/23 23:30,51.262,91.893,,,,,
136,9/30/23 23:45,51.03,91.795,,,,,
137,10/1/23 0:00,50.722,90.647,,,,,
138,10/1/23 0:15,50.875,88.938,,,,,
139,10/1/23 0:30,50.875,87.937,,,,,
140,10/1/23 0:45,50.567,87.619,,,,,
141,10/1/23 1:00,49.795,87.35,,,,,
142,10/1/23 1:15,49.1,89.377,,,,,
143,10/1/23 1:30,48.713,92.161,,,,,
144,10/1/23 1:45,48.558,94.066,,,,,
145,10/1/23 2:00,48.25,95.067,,,,,
146,10/1/23 2:15,47.709,95.238,,,,,
147,10/1/23 2:30,47.556,95.311,,,,,
148,10/1/23 2:45,47.091,95.629,,,,,
149,10/1/23 3:00,46.861,95.604,,,,,
150,10/1/23 3:15,46.783,96.361,,,,,
151,10/1/23 3:30,46.474,95.604,,,,,
152,10/1/23 3:45,45.779,96.337,,,,,
153,10/1/23 4:00,46.629,97.021,,,,,
154,10/1/23 4:15,46.319,95.897,,,,,
155,10/1/23 4:30,45.624,96.557,,,,,
156,10/1/23 4:45,45.856,97.045,,,,,
157,10/1/23 5:00,46.089,97.241,,,,,
158,10/1/23 5:15,46.706,96.63,,,,,
159,10/1/23 5:30,46.164,94.603,,,,,
160,10/1/23 5:45,45.934,94.994,,,,,
161,10/1/23 6:00,46.474,94.725,,,,,
162,10/1/23 6:15,46.783,94.212,,,,,
163,10/1/23 6:30,46.319,94.457,,,,,
164,10/1/23 6:45,46.629,93.944,,,,,
165,10/1/23 7:00,46.319,94.212,,,,,
166,10/1/23 7:15,46.783,93.895,,,,,
167,10/1/23 7:30,47.633,92.894,,,,,
168,10/1/23 7:45,48.945,90.818,,,,,
169,10/1/23 8:00,50.18,89.328,,,,,
170,10/1/23 8:15,51.417,87.619,,,,,
171,10/1/23 8:30,53.346,86.96,,,,,
172,10/1/23 8:45,53.964,85.446,,,,,
173,10/1/23 9:00,54.196,83.932,,,,,
174,10/1/23 9:15,54.583,83.712,,,,,
175,10/1/23 9:30,55.278,82.735,,,,,
176,10/1/23 9:45,56.899,77.314,,,,,
177,10/1/23 10:00,58.521,71.77,,,,,
178,10/1/23 10:15,58.597,68.376,,,,,
179,10/1/23 10:30,59.756,65.958,,,,,
180,10/1/23 10:45,61.223,62.979,,,,,
181,10/1/23 11:00,61.84,60.684,,,,,
182,10/1/23 11:15,62.613,57.631,,,,,
183,10/1/23 11:30,63.54,54.335,,,,,
184,10/1/23 11:45,63.385,54.579,,,,,
185,10/1/23 12:00,64.08,54.115,,,,,
186,10/1/23 12:15,64.312,53.162,,,,,
187,10/1/23 12:30,64.929,52.357,,,,,
188,10/1/23 12:45,65.701,53.089,,,,,
189,10/1/23 13:00,65.934,53.675,,,,,
190,10/1/23 13:15,69.022,49.597,,,,,
191,10/1/23 13:30,69.332,49.499,,,,,
192,10/1/23 13:45,68.635,48.449,,,,,
193,10/1/23 14:00,68.79,48.596,,,,,
194,10/1/23 14:15,69.177,49.499,,,,,
195,10/1/23 14:30,67.168,51.087,,,,,
196,10/1/23 14:45,68.018,51.233,,,,,
197,10/1/23 15:00,66.861,53.578,,,,,
198,10/1/23 15:15,66.551,54.481,,,,,
199,10/1/23 15:30,65.779,57.753,,,,,
200,10/1/23 15:45,66.166,57.973,,,,,
201,10/1/23 16:00,64.929,61.05,,,,,
202,10/1/23 16:15,65.856,60.684,,,,,
203,10/1/23 16:30,64.389,62.271,,,,,
204,10/1/23 16:45,63,66.032,,,,,
205,10/1/23 17:00,63.154,65.543,,,,,
206,10/1/23 17:15,63.54,63.834,,,,,
207,10/1/23 17:30,63.077,64.176,,,,,
208,10/1/23 17:45,62.69,64.908,,,,,
209,10/1/23 18:00,62.305,65.641,,,,,
210,10/1/23 18:15,62.073,66.032,,,,,
211,10/1/23 18:30,61.455,67.35,,,,,
212,10/1/23 18:45,60.219,69.377,,,,,
213,10/1/23 19:00,58.906,72.43,,,,,
214,10/1/23 19:15,57.979,75.385,,,,,
215,10/1/23 19:30,57.285,78.144,,,,,
216,10/1/23 19:45,56.745,79.414,,,,,
217,10/1/23 20:00,56.203,80.44,,,,,
218,10/1/23 20:15,55.818,81.05,,,,,
219,10/1/23 20:30,55.508,81.319,,,,,
220,10/1/23 20:45,55.431,81.319,,,,,
221,10/1/23 21:00,55.2,81.832,,,,,
222,10/1/23 21:15,54.813,82.662,,,,,
223,10/1/23 21:30,54.196,84.078,,,,,
224,10/1/23 21:45,53.811,84.64,,,,,
225,10/1/23 22:00,53.191,85.812,,,,,
226,10/1/23 22:15,52.729,86.691,,,,,
227,10/1/23 22:30,51.494,87.106,,,,,
228,10/1/23 22:45,51.417,89.402,,,,,
229,10/1/23 23:00,50.797,89.866,,,,,
230,10/1/23 23:15,50.722,89.792,,,,,
231,10/1/23 23:30,49.95,91.136,,,,,
232,10/1/23 23:45,50.025,91.673,,,,,
233,10/2/23 0:00,50.025,91.526,,,,,
234,10/2/23 0:15,50.103,92.576,,,,,
235,10/2/23 0:30,49.95,92.357,,,,,
236,10/2/23 0:45,49.177,91.868,,,,,
237,10/2/23 1:00,48.558,92.625,,,,,
238,10/2/23 1:15,48.636,94.212,,,,,
239,10/2/23 1:30,49.1,94.505,,,,,
240,10/2/23 1:45,49.1,94.457,,,,,
241,10/2/23 2:00,49.023,94.579,,,,,
242,10/2/23 2:15,48.868,94.53,,,,,
243,10/2/23 2:30,49.408,95.751,,,,,
244,10/2/23 2:45,49.717,95.482,,,,,
245,10/2/23 3:00,49.563,95.995,,,,,
246,10/2/23 3:15,49.872,96.288,,,,,
247,10/2/23 3:30,50.335,96.703,,,,,
248,10/2/23 3:45,50.567,96.899,,,,,
249,10/2/23 4:00,49.795,95.775,,,,,
250,10/2/23 4:15,49.33,96.532,,,,,
251,10/2/23 4:30,49.253,96.85,,,,,
252,10/2/23 4:45,49.485,96.996,,,,,
253,10/2/23 5:00,49.485,97.07,,,,,
254,10/2/23 5:15,49.1,96.63,,,,,
255,10/2/23 5:30,49.1,97.216,,,,,
256,10/2/23 5:45,49.1,96.972,,,,,
257,10/2/23 6:00,48.328,96.752,,,,,
258,10/2/23 6:15,48.405,97.558,,,,,
259,10/2/23 6:30,48.018,97.216,,,,,
260,10/2/23 6:45,48.018,97.582,,,,,
261,10/2/23 7:00,47.863,97.485,,,,,
262,10/2/23 7:15,47.941,97.705,,,,,
263,10/2/23 7:30,48.018,97.607,,,,,
264,10/2/23 7:45,48.173,97.705,,,,,
265,10/2/23 8:00,48.558,97.949,,,,,
266,10/2/23 8:15,48.868,97.998,,,,,
267,10/2/23 8:30,49.1,97.778,,,,,
268,10/2/23 8:45,49.64,97.973,,,,,
269,10/2/23 9:00,49.95,97.924,,,,,
270,10/2/23 9:15,50.644,97.338,,,,,
271,10/2/23 9:30,51.724,97.07,,,,,
272,10/2/23 9:45,52.729,95.824,,,,,
273,10/2/23 10:00,54.736,92.234,,,,,
274,10/2/23 10:15,56.512,87.546,,,,,
275,10/2/23 10:30,58.597,82.1,,,,,
276,10/2/23 10:45,60.913,74.945,,,,,
277,10/2/23 11:00,62.922,70.94,,,,,
278,10/2/23 11:15,64.544,66.374,,,,,
279,10/2/23 11:30,66.243,64.225,,,,,
280,10/2/23 11:45,67.015,62.393,,,,,
281,10/2/23 12:00,68.328,60.488,,,,,
282,10/2/23 12:15,69.485,59.341,,,,,
283,10/2/23 12:30,69.949,58.877,,,,,
284,10/2/23 12:45,71.416,56.142,,,,,
285,10/2/23 13:00,71.879,54.75,,,,,
286,10/2/23 13:15,72.806,51.819,,,,,
287,10/2/23 13:30,73.423,50.305,,,,,
288,10/2/23 13:45,72.729,51.819,,,,,
289,10/2/23 14:00,72.806,53.065,,,,,
290,10/2/23 14:15,72.421,53.089,,,,,
291,10/2/23 14:30,72.651,54.139,,,,,
292,10/2/23 14:45,72.729,51.941,,,,,
293,10/2/23 15:00,71.494,53.748,,,,,
294,10/2/23 15:15,72.111,52.698,,,,,
295,10/2/23 15:30,71.802,52.796,,,,,
296,10/2/23 15:45,71.879,53.602,,,,,
297,10/2/23 16:00,70.876,55.58,,,,,
298,10/2/23 16:15,70.489,56.093,,,,,
299,10/2/23 16:30,70.722,53.968,,,,,
300,10/2/23 16:45,69.795,54.774,,,,,
301,10/2/23 17:00,70.18,53.211,,,,,
302,10/2/23 17:15,69.022,54.017,,,,,
303,10/2/23 17:30,68.482,55.189,,,,,
304,10/2/23 17:45,67.788,58.193,,,,,
305,10/2/23 18:00,66.706,60.391,,,,,
306,10/2/23 18:15,65.779,61.88,,,,,
307,10/2/23 18:30,64.157,64.542,,,,,
308,10/2/23 18:45,63,66.593,,,,,
309,10/2/23 19:00,62.305,68.523,,,,,
310,10/2/23 19:15,61.61,70.501,,,,,
311,10/2/23 19:30,61.146,72.063,,,,,
312,10/2/23 19:45,60.606,72.991,,,,,
313,10/2/23 20:00,59.524,74.603,,,,,
314,10/2/23 20:15,59.061,74.969,,,,,
315,10/2/23 20:30,57.902,76.484,,,,,
316,10/2/23 20:45,56.745,78.51,,,,,
317,10/2/23 21:00,55.74,81.343,,,,,
318,10/2/23 21:15,55.123,83.492,,,,,
319,10/2/23 21:30,54.351,84.933,,,,,
320,10/2/23 21:45,53.733,88.327,,,,,
321,10/2/23 22:00,53.346,88.205,,,,,
322,10/2/23 22:15,53.656,88.23,,,,,
323,10/2/23 22:30,53.346,89.084,,,,,
324,10/2/23 22:45,52.884,89.133,,,,,
325,10/2/23 23:00,52.961,90.305,,,,,
326,10/2/23 23:15,53.656,90.525,,,,,
327,10/2/23 23:30,53.424,86.862,,,,,
328,10/2/23 23:45,52.266,89.231,,,,,
329,10/3/23 0:00,51.647,91.013,,,,,
330,10/3/23 0:15,51.802,92.43,,,,,
331,10/3/23 0:30,50.722,90.794,,,,,
332,10/3/23 0:45,51.184,93.114,,,,,
333,10/3/23 1:00,51.724,93.944,,,,,
334,10/3/23 1:15,52.034,93.651,,,,,
335,10/3/23 1:30,52.034,91.99,,,,,
336,10/3/23 1:45,51.262,93.187,,,,,
337,10/3/23 2:00,50.797,93.309,,,,,
338,10/3/23 2:15,51.03,95.092,,,,,
339,10/3/23 2:30,51.802,94.75,,,,,
340,10/3/23 2:45,52.342,93.773,,,,,
341,10/3/23 3:00,53.191,91.429,,,,,
342,10/3/23 3:15,53.424,90.867,,,,,
343,10/3/23 3:30,53.424,90.33,,,,,
344,10/3/23 3:45,52.497,89.89,,,,,
345,10/3/23 4:00,52.961,90.72,,,,,
346,10/3/23 4:15,52.961,89.573,,,,,
347,10/3/23 4:30,53.038,89.646,,,,,
348,10/3/23 4:45,53.114,87.888,,,,,
349,10/3/23 5:00,53.346,87.179,,,,,
350,10/3/23 5:15,53.656,85.861,,,,,
351,10/3/23 5:30,54.351,83.663,,,,,
352,10/3/23 5:45,54.891,81.123,,,,,
353,10/3/23 6:00,55.895,77.436,,,,,
354,10/3/23 6:15,56.435,74.286,,,,,
355,10/3/23 6:30,56.512,73.309,,,,,
356,10/3/23 6:45,56.745,72.479,,,,,
357,10/3/23 7:00,56.667,71.184,,,,,
358,10/3/23 7:15,56.435,71.062,,,,,
359,10/3/23 7:30,57.902,67.985,,,,,
360,10/3/23 7:45,59.911,65.69,,,,,
361,10/3/23 8:00,61.84,64.542,,,,,
362,10/3/23 8:15,63.307,65.885,,,,,
363,10/3/23 8:30,64.852,60.317,,,,,
364,10/3/23 8:45,65.316,56.264,,,,,
365,10/3/23 9:00,66.243,52.723,,,,,
366,10/3/23 9:15,69.332,49.206,,,,,
367,10/3/23 9:30,70.489,50.33,,,,,
368,10/3/23 9:45,70.027,53.993,,,,,
369,10/3/23 10:00,71.107,52.088,,,,,
370,10/3/23 10:15,72.189,48.742,,,,,
371,10/3/23 10:30,73.501,48.034,,,,,
372,10/3/23 10:45,74.196,49.744,,,,,
373,10/3/23 11:00,74.66,48.01,,,,,
374,10/3/23 11:15,75.74,44.127,,,,,
375,10/3/23 11:30,76.899,40.879,,,,,
376,10/3/23 11:45,77.594,38.095,,,,,
377,10/3/23 12:00,78.598,35.726,,,,,
378,10/3/23 12:15,79.448,34.603,,,,,
379,10/3/23 12:30,79.833,33.797,,,,,
380,10/3/23 12:45,80.915,32.479,,,,,
381,10/3/23 13:00,81.223,32.039,,,,,
382,10/3/23 13:15,82.767,31.013,,,,,
383,10/3/23 13:30,84.157,30.452,,,,,
384,10/3/23 13:45,82.845,31.673,,,,,
385,10/3/23 14:00,82.999,32.088,,,,,
386,10/3/23 14:15,82.612,32.991,,,,,
387,10/3/23 14:30,82.305,32.772,,,,,
388,10/3/23 14:45,81.765,34.505,,,,,
389,10/3/23 15:00,81.918,34.823,,,,,
390,10/3/23 15:15,82.537,33.822,,,,,
391,10/3/23 15:30,82.612,36.02,,,,,
392,10/3/23 15:45,81.61,36.899,,,,,
393,10/3/23 16:00,80.683,37.949,,,,,
394,10/3/23 16:15,79.448,38.828,,,,,
395,10/3/23 16:30,79.833,38.193,,,,,
396,10/3/23 16:45,79.293,38.974,,,,,
397,10/3/23 17:00,78.444,38.803,,,,,
398,10/3/23 17:15,77.517,39.683,,,,,
399,10/3/23 17:30,76.744,40.879,,,,,
400,10/3/23 17:45,76.667,40.342,,,,,
401,10/3/23 18:00,74.968,39.78,,,,,
402,10/3/23 18:15,73.346,39.048,,,,,
403,10/3/23 18:30,71.956,38.706,,,,,
404,10/3/23 18:45,70.257,40.147,,,,,
405,10/3/23 19:00,68.945,41.783,,,,,
406,10/3/23 19:15,67.863,42.344,,,,,
407,10/3/23 19:30,67.246,42.955,,,,,
408,10/3/23 19:45,66.319,43.81,,,,,
409,10/3/23 20:00,65.701,44.347,,,,,
410,10/3/23 20:15,65.624,44.371,,,,,
411,10/3/23 20:30,65.084,46.178,,,,,
412,10/3/23 20:45,63.307,49.524,,,,,
413,10/3/23 21:00,62.382,56.581,,,,,
414,10/3/23 21:15,62.073,58.828,,,,,
415,10/3/23 21:30,61.3,58.926,,,,,
416,10/3/23 21:45,60.991,59.194,,,,,
417,10/3/23 22:00,61.686,57.045,,,,,
418,10/3/23 22:15,61.223,56.606,,,,,
419,10/3/23 22:30,60.838,57.656,,,,,
420,10/3/23 22:45,62.15,54.847,,,,,
421,10/3/23 23:00,61.455,55.775,,,,,
422,10/3/23 23:15,62.227,55.263,,,,,
423,10/3/23 23:30,61.455,56.532,,,,,
424,10/3/23 23:45,62.382,56.972,,,,,
425,10/4/23 0:00,62.69,56.093,,,,,
426,10/4/23 0:15,62.613,56.899,,,,,
427,10/4/23 0:30,63.154,57.094,,,,,
428,10/4/23 0:45,63.23,57.387,,,,,
429,10/4/23 1:00,63.154,57.436,,,,,
430,10/4/23 1:15,64.002,56.996,,,,,
431,10/4/23 1:30,64.002,55.873,,,,,
432,10/4/23 1:45,62.305,57.436,,,,,
433,10/4/23 2:00,61.686,59.121,,,,,
434,10/4/23 2:15,61.223,60.049,,,,,
435,10/4/23 2:30,60.606,61.88,,,,,
436,10/4/23 2:45,61.146,60.83,,,,,
437,10/4/23 3:00,60.913,61.123,,,,,
438,10/4/23 3:15,61.533,59.658,,,,,
439,10/4/23 3:30,62.305,58.51,,,,,
440,10/4/23 3:45,62.458,57.656,,,,,
441,10/4/23 4:00,62.69,57.338,,,,,
442,10/4/23 4:15,62.767,56.361,,,,,
443,10/4/23 4:30,66.166,50.891,,,,,
444,10/4/23 4:45,65.161,51.77,,,,,
445,10/4/23 5:00,65.084,51.795,,,,,
446,10/4/23 5:15,64.621,52.869,,,,,
447,10/4/23 5:30,64.467,53.162,,,,,
448,10/4/23 5:45,64.312,53.382,,,,,
449,10/4/23 6:00,63.849,54.75,,,,,
450,10/4/23 6:15,63.54,54.896,,,,,
451,10/4/23 6:30,63.154,55.311,,,,,
452,10/4/23 6:45,63.154,55.604,,,,,
453,10/4/23 7:00,64.234,53.871,,,,,
454,10/4/23 7:15,65.084,52.65,,,,,
455,10/4/23 7:30,67.555,49.67,,,,,
456,10/4/23 7:45,68.018,48.62,,,,,
457,10/4/23 8:00,69.332,46.642,,,,,
458,10/4/23 8:15,70.722,45.665,,,,,
459,10/4/23 8:30,70.876,45.836,,,,,
460,10/4/23 8:45,72.651,46.789,,,,,
461,10/4/23 9:00,72.266,46.764,,,,,
462,10/4/23 9:15,73.965,44.225,,,,,
463,10/4/23 9:30,75.123,41.197,,,,,
464,10/4/23 9:45,76.512,39.731,,,,,
465,10/4/23 10:00,78.211,37.875,,,,,
466,10/4/23 10:15,79.601,34.969,,,,,
467,10/4/23 10:30,80.373,33.382,,,,,
468,10/4/23 10:45,81.61,32.503,,,,,
469,10/4/23 11:00,82.767,30.427,,,,,
470,10/4/23 11:15,83.617,29.915,,,,,
471,10/4/23 11:30,84.544,28.718,,,,,
472,10/4/23 11:45,85.471,28.425,,,,,
473,10/4/23 12:00,85.856,27.473,,,,,
474,10/4/23 12:15,87.865,25.641,,,,,
475,10/4/23 12:30,87.323,26.374,,,,,
476,10/4/23 12:45,88.867,24.982,,,,,
477,10/4/23 13:00,88.79,24.664,,,,,
478,10/4/23 13:15,90.181,24.444,,,,,
479,10/4/23 13:30,92.498,23.663,,,,,
480,10/4/23 13:45,91.107,24.078,,,,,
481,10/4/23 14:00,89.254,26.422,,,,,
482,10/4/23 14:15,88.25,28.523,,,,,
483,10/4/23 14:30,88.25,28.889,,,,,
484,10/4/23 14:45,87.865,29.109,,,,,
485,10/4/23 15:00,87.4,28.767,,,,,
486,10/4/23 15:15,87.4,29.304,,,,,
487,10/4/23 15:30,87.4,28.718,,,,,
488,10/4/23 15:45,87.787,29.158,,,,,
489,10/4/23 16:00,87.942,29.158,,,,,
490,10/4/23 16:15,87.323,29.89,,,,,
491,10/4/23 16:30,88.095,29.915,,,,,
492,10/4/23 16:45,86.398,30.72,,,,,
493,10/4/23 17:00,85.779,31.404,,,,,
494,10/4/23 17:15,85.084,31.111,,,,,
495,10/4/23 17:30,84.157,31.258,,,,,
496,10/4/23 17:45,83.617,30.94,,,,,
497,10/4/23 18:00,82.382,31.331,,,,,
498,10/4/23 18:15,81.223,31.697,,,,,
499,10/4/23 18:30,79.756,32.894,,,,,
500,10/4/23 18:45,77.826,33.919,,,,,
501,10/4/23 19:00,76.744,34.408,,,,,
502,10/4/23 19:15,75.972,35.14,,,,,
503,10/4/23 19:30,75.2,36.068,,,,,
504,10/4/23 19:45,74.505,37.167,,,,,
505,10/4/23 20:00,74.505,37.631,,,,,
506,10/4/23 20:15,75.123,37.46,,,,,
507,10/4/23 20:30,73.888,38.364,,,,,
508,10/4/23 20:45,71.879,40.415,,,,,
509,10/4/23 21:00,70.412,42.271,,,,,
510,10/4/23 21:15,69.1,44.298,,,,,
511,10/4/23 21:30,68.405,45.177,,,,,
512,10/4/23 21:45,68.405,45.641,,,,,
513,10/4/23 22:00,67.633,46.422,,,,,
514,10/4/23 22:15,67.168,47.009,,,,,
515,10/4/23 22:30,68.095,45.812,,,,,
516,10/4/23 22:45,68.405,45.299,,,,,
517,10/4/23 23:00,67.941,45.812,,,,,
518,10/4/23 23:15,66.783,47.082,,,,,
519,10/4/23 23:30,67.246,46.935,,,,,
520,10/4/23 23:45,68.173,45.519,,,,,
521,10/5/23 0:00,67.71,45.983,,,,,
522,10/5/23 0:15,67.788,46.178,,,,,
523,10/5/23 0:30,68.328,45.299,,,,,
524,10/5/23 0:45,68.173,45.446,,,,,
525,10/5/23 1:00,68.405,44.933,,,,,
526,10/5/23 1:15,68.56,45.031,,,,,
527,10/5/23 1:30,68.018,45.47,,,,,
528,10/5/23 1:45,67.788,46.3,,,,,
529,10/5/23 2:00,67.941,46.178,,,,,
530,10/5/23 2:15,67.246,47.179,,,,,
531,10/5/23 2:30,67.941,46.691,,,,,
532,10/5/23 2:45,68.945,46.105,,,,,
533,10/5/23 3:00,70.644,43.858,,,,,
534,10/5/23 3:15,69.949,44.737,,,,,
535,10/5/23 3:30,69.255,45.226,,,,,
536,10/5/23 3:45,69.177,44.786,,,,,
537,10/5/23 4:00,69.949,42.882,,,,,
538,10/5/23 4:15,70.799,41.465,,,,,
539,10/5/23 4:30,71.029,41.074,,,,,
540,10/5/23 4:45,71.339,40.488,,,,,
541,10/5/23 5:00,71.339,40.073,,,,,
542,10/5/23 5:15,70.722,40.513,,,,,
543,10/5/23 5:30,71.494,38.95,,,,,
544,10/5/23 5:45,71.029,39.023,,,,,
